サービス名,問い合わせ先名称,問い合わせ先電話番号,問い合わせ先FAX番号,サービス詳細webサイト,掲載順,目次,大分類,中分類,小分類,サービス備考,問い合わせ先備考,標準地域コード
妊娠届・母子健康手帳の交付,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/file02_01_00001.html,495,子ども/教育,妊娠/出産,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ゆりかご・しんじゅく,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/file02_01_00001_2.html,496,子ども/教育,妊娠/出産,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保健指導票の交付,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/file02_00019.html,497,子ども/教育,妊娠/出産,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
妊婦健康診査費の一部助成,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/file02_01_00002.html,498,子ども/教育,妊娠/出産,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新生児聴覚検査費用の一部助成,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/file02_01_00003.html,499,子ども/教育,妊娠/出産,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
母親（両親）学級,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/ushigome-h01_001000.html,500,子ども/教育,妊娠/出産,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
はじめまして赤ちゃん応援教室,各保健センター,"","",https://www.city.shinjuku.lg.jp/kodomo/ushigome-h01_002042.html,501,子ども/教育,妊娠/出産,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
すくすく赤ちゃん訪問,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/file02_00026.html,502,子ども/教育,妊娠/出産,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
乳幼児健康診査,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/ushigome-h01_001009.html,503,子ども/教育,妊娠/出産,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
産婦歯科健康相談,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/ushigome-h01_001005.html,504,子ども/教育,妊娠/出産,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
妊婦歯科健康診査,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/kenko01_000112.html,505,子ども/教育,妊娠/出産,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
離乳食講習会,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/ushigome-h01_001004.html,506,子ども/教育,妊娠/出産,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
1歳児食事講習会,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/ushigome-h01_001004.html,507,子ども/教育,妊娠/出産,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
産後ケア事業,健康づくり課健康づくり推進係（母子保健担当）,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/postpartum_care.html,508,子ども/教育,妊娠/出産,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
子どもの教育相談,教育センター教育相談室,03-3232-3071,03-3232-2710,https://www.city.shinjuku.lg.jp/kodomo/kyoshido01_000101.html,509,子ども/教育,相談,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿子どもほっとライン（子どものいじめ相談）,教育センター教育相談室,03-3232-3071,03-3232-2710,https://www.city.shinjuku.lg.jp/kodomo/file04_06_00001.html,510,子ども/教育,相談,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区立保育園・子ども園の子育て相談,保育指導課支援係,03-5273-4318,03-3209-2795,https://www.city.shinjuku.lg.jp/kodomo/file04_07_00032.html,511,子ども/教育,相談,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
乳幼児の健康相談・育児相談,各保健センター,"","",https://www.city.shinjuku.lg.jp/soshiki/ushigome-h01_001005.html,512,子ども/教育,相談,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
子ども相談,東京都児童相談センター・児童相談所,03-5937-2317,"","",513,子ども/教育,相談,"","","",http://www.fukushihoken.metro.tokyo.lg.jp/jicen/,http://statdb.nstac.go.jp/lod/sac/C13104
ひとり親家庭への支援・相談,子ども家庭課育成支援係,03-5273-4558,03-3209-1145,https://www.city.shinjuku.lg.jp/kodomo/index03_05.html,514,子ども/教育,相談,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
女性・母子の緊急一時保護,生活福祉課相談支援係,03-5273-3884,03-3209-0278,https://www.city.shinjuku.lg.jp/kodomo/file03_06_00005.html,515,子ども/教育,相談,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
乳幼児親子の居場所づくり/仲間づくり,"","","",https://www.city.shinjuku.lg.jp/kodomo/kodomos01_000005.html,516,子ども/教育,居場所づくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
プレイパーク,子ども家庭支援課子育て支援係,03-3232-0695,03-3232-0666,https://www.city.shinjuku.lg.jp/kodomo/kodomos01_000117.html,517,子ども/教育,居場所づくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区子育て応援サイト「はっぴー子育て」,子ども家庭課管理係,03-5273-4260,03-5273-3610,https://shinjuku-city.mamafre.jp/,518,子ども/教育,居場所づくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
しんじゅく子育て応援ナビ,子ども家庭課管理係,03-5273-4260,03-5273-3610,https://www.city.shinjuku.lg.jp/kodomo/kosodate_map.html,519,子ども/教育,居場所づくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
落合三世代交流サロン,落合三世代交流サロン,03-3954-2740,03-3954-2741,https://www.city.shinjuku.lg.jp/seikatsu/file03_04_00001.html,520,子ども/教育,居場所づくり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
児童手当,子ども家庭課子ども医療・手当係,03-5273-4546,03-3209-1145,https://www.city.shinjuku.lg.jp/kodomo/file03_04_00004.html,521,子ども/教育,手当/助成,子どもに関する手当・医療費助成・誕生祝い品,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
児童育成手当［育成手当］,子ども家庭課育成支援係,03-5273-4558,03-3209-1145,https://www.city.shinjuku.lg.jp/kodomo/file03_04_00007.html,522,子ども/教育,手当/助成,子どもに関する手当・医療費助成・誕生祝い品,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
児童育成手当［障害手当］,子ども家庭課育成支援係,03-5273-4558,03-3209-1145,https://www.city.shinjuku.lg.jp/kodomo/file03_04_00007.html,523,子ども/教育,手当/助成,子どもに関する手当・医療費助成・誕生祝い品,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
児童扶養手当,子ども家庭課育成支援係,03-5273-4558,03-3209-1145,https://www.city.shinjuku.lg.jp/kodomo/file03_04_00006.html,524,子ども/教育,手当/助成,子どもに関する手当・医療費助成・誕生祝い品,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
特別児童扶養手当,子ども家庭課育成支援係,03-5273-4558,03-3209-1145,https://www.city.shinjuku.lg.jp/fukushi/file06_02_00002.html,525,子ども/教育,手当/助成,子どもに関する手当・医療費助成・誕生祝い品,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
子どもの医療費助成（乳幼児・子ども・高校生等医療証）,子ども家庭課子ども医療・手当係,03-5273-4546,03-3209-1145,https://www.city.shinjuku.lg.jp/kodomo/file03_04_00003.html,526,子ども/教育,手当/助成,子どもに関する手当・医療費助成・誕生祝い品,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
ひとり親家庭の医療費助成,子ども家庭課育成支援係,03-5273-4558,03-3209-1145,https://www.city.shinjuku.lg.jp/kodomo/file03_04_00005.html,527,子ども/教育,手当/助成,子どもに関する手当・医療費助成・誕生祝い品,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
誕生祝い品,子ども家庭課子ども医療・手当係,03-5273-4546,03-3209-1145,https://www.city.shinjuku.lg.jp/kodomo/file02_01_00003.html,528,子ども/教育,手当/助成,子どもに関する手当・医療費助成・誕生祝い品,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
子どもの慢性的な病気等の医療費助成,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/yobo01_001019.html,529,子ども/教育,手当/助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
母子医療給付（自立支援医療（育成医療）の給付）,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/file02_00020.html,530,子ども/教育,手当/助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
母子医療給付（妊娠高血圧症候群等の医療給付）,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/file02_00005.html,531,子ども/教育,手当/助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
母子医療給付（未熟児養育医療の給付）,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/file02_00004.html,532,子ども/教育,手当/助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
定期予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/file02_02_00025.html,533,子ども/教育,手当/助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
おたふくかぜ予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/file02_02_00025.html,534,子ども/教育,手当/助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
MR（定期予防接種未接種者対象）予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/kenkou/yobo01_002236.html,535,子ども/教育,手当/助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
インフルエンザ予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/yobo01_001104.html,536,子ども/教育,手当/助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
風しん麻しん抗体検査・予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/file02_02_00028.html,537,子ども/教育,手当/助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
風しん第５期予防接種,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/kenkou/yobo01_002274.html,538,子ども/教育,手当/助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
フッ素塗布,健康づくり課健康づくり推進係,03-5273-3047,03-5273-3930,https://www.city.shinjuku.lg.jp/fukushi/file02_00013.html,539,子ども/教育,手当/助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
認可保育園、認定こども園などの無償化、認定申請に関すること,保育課入園・認定係,03-5273-4527,03-3209-2795,https://www.city.shinjuku.lg.jp/kodomo/hoiku01_002091.html,540,子ども/教育,幼児教育・保育の無償化,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
施設等利用費の請求に関すること,保育指導課給付係,03-5273-4584,03-3209-2795,https://www.city.shinjuku.lg.jp/kodomo/hoiku01_002096.html,541,子ども/教育,幼児教育・保育の無償化,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
幼稚園の無償化に関すること,学校運営課幼稚園係,03-5273-3103,03-5273-3580,https://www.city.shinjuku.lg.jp/kodomo/index_190806.html,542,子ども/教育,幼児教育・保育の無償化,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ファミリーサポート事業、ひろば型一時保育の無償化に関すること,子ども家庭支援課子育て支援係,03-3232-0695,03-3232-0666,"",543,子ども/教育,幼児教育・保育の無償化,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保育園,保育課入園・認定係,03-5273-4527,03-3209-2795,https://www.city.shinjuku.lg.jp/kodomo/index05.html,544,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
子ども園,保育課入園・認定係,03-5273-4527,03-3209-2795,https://www.city.shinjuku.lg.jp/kodomo/index05.html,545,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
地域型保育,保育課入園・認定係,03-5273-4527,03-3209-2795,https://www.city.shinjuku.lg.jp/kodomo/ko_index00_17.html,546,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
認証保育所の保育料助成,保育指導課給付係,03-5273-4584,03-3209-2795,https://www.city.shinjuku.lg.jp/kodomo/file03_04_00011.html,547,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
認可外保育施設の保育料助成,保育指導課給付係,03-5273-4584,03-3209-2795,https://www.city.shinjuku.lg.jp/kodomo/file03_04_00011.html,548,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ファミリー・サポート・センター,新宿区ファミリー・サポート・センター（新宿区社会福祉協議会内）,03-5273-3545,03-5273-3082,https://www.city.shinjuku.lg.jp/kodomo/file03_02_00003.html,549,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
児童館・児童コーナー,子ども家庭支援課児童館運営係,03-5273-4544,03-3232-0666,https://www.city.shinjuku.lg.jp/kodomo/kodomos01_000008.html,550,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
学童クラブ,子ども家庭支援課児童館運営係,03-5273-4544,03-3232-0666,https://www.city.shinjuku.lg.jp/kodomo/kodomos01_000002.html,551,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
放課後子どもひろば,子ども家庭支援課児童館運営係,03-5273-4544,03-3232-0666,https://www.city.shinjuku.lg.jp/kodomo/kodomos01_000003.html,552,子ども/教育,保育園/子ども園/児童館・児童コーナー/学童クラブ,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区立幼稚園,学校運営課幼稚園係,03-5273-3103,03-5273-3580,https://www.city.shinjuku.lg.jp/kodomo/index04_0702.html,553,子ども/教育,幼稚園/学校,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
私立幼稚園,学校運営課幼稚園係,03-5273-3103,03-5273-3580,https://www.city.shinjuku.lg.jp/kodomo/index04_0704.html,554,子ども/教育,幼稚園/学校,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区立小・中学校への新入学,学校運営課学校運営支援係,03-5273-3089,03-5273-3580,https://www.city.shinjuku.lg.jp/kodomo/shinnyugaku.html,555,子ども/教育,幼稚園/学校,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区立小・中学校への転入学・転校手続き,学校運営課学校運営支援係,03-5273-3089,03-5273-3580,https://www.city.shinjuku.lg.jp/kodomo/file04_04_00019.html,556,子ども/教育,幼稚園/学校,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
