"施設の名称","所在地","電話番号","FAX番号","メールアドレス","施設（出入口）の利用可能時間","休業日","備考","施設（出入口）表示有無","施設（出入口）タイトル","出入口の段差","出入口のスロープ","施設出入口表示","施設出入口タイトル","出入口の幅（cm）_1","扉の開閉方式","トイレ1（内部）表示有無","トイレ1（内部）タイトル","車椅子対応_1","オストメイト対応_1","手すり_1","おむつ交換台_1","大人用ベッド_1","音声・音響案内_1","トイレ1（周辺）表示有無","トイレ1（周辺）タイトル","視覚障害者用誘導用ブロック_1","出入口の幅（cm）_2","出入口扉の開閉形式_1","内部の幅／奥行（cm）_1","ベビーチェア_1","背もたれ_1","トイレ2（内部）表示有無","トイレ2（内部）タイトル","車椅子対応_2","オストメイト対応_2","手すり_2","おむつ交換台_2","大人用ベッド_2","音声・音響案内_2","トイレ2（周辺）表示有無","トイレ2（周辺）タイトル","視覚障害者用誘導用ブロック_2","出入口の幅（cm）_3","出入口扉の開閉形式_2","内部の幅／奥行（cm）_2","ベビーチェア_2","背もたれ_2","トイレ3（内部）表示有無","トイレ3（内部）タイトル","車椅子対応_3","オストメイト対応_3","手すり_3","おむつ交換台_3","大人用ベッド_3","音声・音響案内_3","トイレ3（周辺）表示有無","トイレ3（周辺）タイトル","視覚障害者用誘導用ブロック_3","出入口の幅（cm）_4","出入口扉の開閉形式_3","内部の幅／奥行（cm）_3","ベビーチェア_3","背もたれ_3","エレベーター表示有無","エレベータータイトル","エレベーター","点字表記","車椅子使用者対応","音声・音響案内_4","出入口の幅（cm）_5","内部の幅／奥行（cm）_4","鏡","手すり_4","視覚障害者誘導用ブロック_1","エスカレーター表示有無","エスカレータータイトル","エスカレーター","音声・音響案内_5","階段・通路表示有無","階段・通路タイトル","階段なし","スロープ","手すり_5","視覚障害者誘導用ブロック_2","障害者用駐車区画表示有無","障害者用駐車区画タイトル","障害者用駐車区画","障害者用駐車区画の台数","一般駐車区画","子ども関連1表示有無","子ども関連1タイトル","授乳スペース","おむつ交換台_4","乳幼児用ベッド","子ども関連2表示有無","子ども関連2タイトル","ベビーカー貸出","キッズスペース","流し台","湯沸かし器","障害特性表示有無","障害特性タイトル","車椅子対応座席・設備","案内表示","音声案内設備","字幕・文字情報提供設備","建物内の視覚障害者誘導用ブロック","筆談対応","休憩用ベンチ","その他表示有無","その他タイトル","AED","経度","緯度","分類"
"中野区保健所","中野区中野2-17-4","03-3382-6661","03-3382-6667","seikatueisei@city.tokyo-nakano.lg.jp","８時３０分から１７時","土・日・祝日","","有","","有","有","有","","142","自動ドア","有","","有","無","有","有","無","無","有","","無","90","手動（引き戸）","170/225","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","85","140/135","有","有","有","","","無","-","有","","有","無","有","有","有","","有","1","無","","","無","無","無","","","無","無","無","無","有","","無","有","無","無","有","有","無","有","","有","139.669366660017","35.7028425346219","医療・保健福祉施設"
"鍋横区民活動センター分室","中野区本町4-44-3","03-3384-5678","03-3384-5678","nabeyokokukatu@city.tokyo-nakano.lg.jp","午前9時～午後10時","年末年始（12月29日～1月3日）、年２回定期清掃日","","有","","有","無","有","","80","自動ドア","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","有","","有","無","有","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","有","無","有","有","","有","139.669565769157","35.6965123770966","官公庁施設"
"清掃事務所","中野区松が丘1-6-3","03-3387-5353","03-3387-5389","seiso@city.tokyo-nakano.lg.jp","午前8時30分～午後5時","日曜、年末年始","","有","","有","有","有","","150","手動（開き戸）","有","","-","-","-","有","-","-","有","","-","-","-","","有","-","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","有","","有","無","有","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","無","有","無","有","","有","139.669609410267","35.7176575811695","その他公共施設"
"リサイクル展示室","中野区松が丘1-6-3","03-3387-2411","","","午前１０時３０分～午後３時３０分","火曜日、木曜日、年末年始","","有","","有","有","有","","150","自動ドア","有","","有","無","有","無","無","無","有","","無","80","手動（引き戸）","156/177","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","無","80","140/140","有","有","有","","","無","-","有","","有","無","有","有","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","無","有","無","有","","有","139.669747966906","35.7174662196055","文化・レクリエーション・レジャー施設"
"江古田区民活動センター","中野区江原町2-3-15","03-3954-6811","03-3954-6965","egotakukatu＠city.tokyo-nakano.lg.jp","①窓口受付 午前8時半から午後5時 ②集会室など 午前9時から午後10時","①窓口受付 土曜日・日曜日・祝日及び振替休日・年末年始（12月29日～1月3日） ②集会室など 毎月第3月曜日（祝日に当たるときは、直後の休日でない日）、年末年始（12月29日～1月3日）※第3月曜日が利用可能な場合もありますので、詳しくはお問い合わせください。","貸出し用車椅子：4台","有","","無","無","有","","122","自動ドア","有","","有","有","有","有","無","無","有","","有","90","自動ドア","190/210","無","有","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","90","140/140","有","有","有","","","無","-","有","","有","無","有","有","有","","無","-","有","有","","有","有","無","","","無","無","無","無","有","","無","有","無","無","有","有","有","有","","有","139.669746437028","35.7288001480616","官公庁施設"
"江古田地域事務所","中野区江原町2-3-15","03-3954-6812","","egotakukatu＠city.tokyo-nakano.lg.jp","①窓口受付 午前8時半から午後5時 ②集会室など 午前9時から午後10時","①窓口受付 土曜日・日曜日・祝日及び振替休日・年末年始（12月29日～1月3日） ②集会室など 毎月第3月曜日（祝日に当たるときは、直後の休日でない日）、年末年始（12月29日～1月3日）※第3月曜日が利用可能な場合もありますので、詳しくはお問い合わせください。","車椅子4台貸出有り","有","","無","無","有","","122","自動ドア","有","","有","有","有","有","無","無","有","","有","90","自動ドア","190/210","無","有","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","90","140/140","有","有","有","","","無","-","有","","有","無","有","有","有","","無","-","有","有","","有","有","無","","","無","無","無","無","有","","無","有","無","無","有","有","有","有","","有","139.669746437028","35.7288001480616","官公庁施設"
"中央図書館みなみの小学校分室","中野区弥生町4-27-11","03-3381-7261","","toshokan@nakano-library.jp","10:00～19:00","月・水・金（小学校の長期休業期間および祝日を除く）、中央図書館の休館日","出入口の段差に、開館中のみ段差解消プレートを設置しています。","有","","有","無","有","","88","自動ドア","有","","有","有","有","有","無","無","有","","無","91","手動（引き戸）","229/209","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","有","","有","1","有","有","","有","有","無","有","","無","無","有","有","有","","有","有","無","無","無","有","無","有","","有","139.669942230372","35.6874225466255","文化・レクリエーション・レジャー施設"
"みなみの小学校","中野区弥生町4-27-11","03-3381-7250","03-3381-7259","nk-minamino-es＠city.tokyo-nakano.lg.jp","8:00～16:00","土・日・祝日","","有","","無","無","有","","300","手動（引き戸）","有","","有","有","有","有","無","無","有","","無","100","手動（引き戸）","200/180","有","無","有","","有","有","有","有","無","無","有","","無","100","手動（引き戸）","200/180","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","有","有","有","90","140/180","有","有","有","","","無","-","有","","有","無","有","有","有","","有","1","無","","","無","無","無","","","無","無","無","無","有","","有","有","無","無","無","有","無","有","","有","139.669942230372","35.6874225466255","教育機関"
"みなみの学童クラブ","中野区弥生町4-27-11","03-3381-0162","03-3381-0163","","月曜日から金曜日授業終了後～19：00・土曜日,学校休業8：00～19：00","日曜日・祝日","","有","","有","有","有","","105","自動ドア","有","","有","有","有","無","無","無","有","","有","105","手動（引き戸）","230/230","無","有","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","無","有","無","105","150/200","有","有","有","","","無","-","有","","有","無","有","有","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","有","無","無","有","有","無","有","","有","139.669942230372","35.6874225466255","教育機関"
"キッズ・プラザみなみの","中野区弥生町4-27-11","03-3381-0162","03-3381-0163","","月曜日から金曜日授業終了後～19：00・土曜日,学校休業8：00～19：00","日曜日・祝日","","有","","有","有","有","","105","自動ドア","有","","有","有","有","無","無","無","有","","有","105","手動（引き戸）","230/230","無","有","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","無","有","無","105","150/200","有","有","有","","","無","-","有","","有","無","有","有","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","有","無","無","有","有","無","有","","有","139.669942230372","35.6874225466255","教育機関"
"上町公園","中野区中央4-36","","","","","","","有","","無","無","有","","110","-","有","","有","有","有","有","無","無","有","","無","90","手動（引き戸）","195/245","有","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","無","無","有","","","無","139.670371724957","35.7012042259382","文化・レクリエーション・レジャー施設"
"中野本郷小学校","中野区本町4-27-3","03-3381-7255","03-3381-7256","nk-hongo-es＠city.tokyo-nakano.lg.jp","8:00～16:00","土・日・祝日","","有","","有","有","有","","150","手動（引き戸）","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","有","","有","無","有","有","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","有","無","無","無","有","無","有","","有","139.670444831674","35.6951144022432","教育機関"
"江古田公園","中野区松が丘2-35､2-29","","","","","","","有","","無","無","有","","120","-","有","","有","無","有","無","無","無","有","","有","90","手動（引き戸）","240/240","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","","","無","無","無","","","無","無","無","無","有","","無","無","無","無","有","無","有","","","無","139.670774536584","35.7238641043389","文化・レクリエーション・レジャー施設"
"中野区立弥生福祉作業所","中野区弥生町4-36-15","03-3384-2939","03-3384-2896","yayoifukusaku@inagi-masayume.com","","土・日・祝日・年末年始（12月29日～1月3日）","","有","","有","無","有","","-","自動ドア","有","","有","無","有","無","無","無","有","","無","-","自動ドア","","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","","","","-","-","-","-","-","-","","","-","-","-","","-","-","有","","有","無","有","無","-","-","有","有","無","","","無","-","有","","有","無","有","無","有","","無","-","有","","","無","無","無","","","無","無","無","無","有","","有","有","無","無","無","有","無","有","","有","139.670896512098","35.6897650267386","医療・保健福祉施設"
"南中野児童館","中野区弥生町4-36-15","03-3382-1687","03-3382-1695","minaminakanojidoukan@city.tokyo-nakano.lg.jp","火曜日～金曜日　午前１０時～午後６時、土曜日・学校休業日　午前９時～午後５時","月曜日、日曜日、祝日、年末年始（１２月２９日～１月３日）","","有","","有","有","有","","100","手動（引き戸）","有","","無","無","有","無","無","無","有","","有","50","手動（引き戸）","90/130","有","無","有","","無","無","有","無","無","無","有","","有","85","手動（開き戸）","90/130","無","無","","","-","-","-","-","-","-","","","-","-","-","","-","-","","","無","-","-","-","-","-","-","-","-","","","無","-","","","無","無","無","無","","","無","-","無","有","","有","有","無","有","","無","有","有","無","有","","無","有","無","無","有","有","有","有","","有","139.670896512098","35.6897650267386","教育機関"
