産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数／総数（人）,経営組織／個人／従業者数／男（人）,経営組織／個人／従業者数／女（人）,経営組織／個人／従業者数／うち常用雇用者数／総数（人）,経営組織／個人／従業者数／うち常用雇用者数／男（人）,経営組織／個人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／事業所数（事業所）,経営組織／法人／従業者数／総数（人）,経営組織／法人／従業者数／男（人）,経営組織／法人／従業者数／女（人）,経営組織／法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／事業所数（事業所）,経営組織／法人／会社／従業者数／総数（人）,経営組織／法人／会社／従業者数／男（人）,経営組織／法人／会社／従業者数／女（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／女（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／男（人）,経営組織／法人／会社／合同会社／従業者数／女（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／女（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／男（人）,経営組織／法人／会社以外の法人／従業者数／女（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数／総数（人）,経営組織／法人でない団体／従業者数／男（人）,経営組織／法人でない団体／従業者数／女（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／総数（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／男（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／女（人）
3,I,58,583,食肉小売業,1101,6741,3186,3545,5383,2286,3087,498,1288,670,618,558,179,379,603,5453,2516,2927,4825,2107,2708,601,5443,2510,2923,4816,2102,2704,587,5371,2474,2887,4763,2080,2673,14,72,36,36,53,22,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,6,4,9,5,4,-,-,-,-,-,-,-
3,I,58,584,鮮魚小売業,827,4780,2667,2080,3643,1907,1703,425,1078,625,453,470,201,269,402,3702,2042,1627,3173,1706,1434,399,3674,2017,1624,3160,1696,1431,394,3622,1991,1598,3143,1687,1423,4,46,21,25,11,4,7,1,6,5,1,6,5,1,-,-,-,-,-,-,-,3,28,25,3,13,10,3,-,-,-,-,-,-,-
3,I,58,585,酒小売業,2154,9104,5704,3388,6314,3904,2398,799,1815,955,860,577,199,378,1355,7289,4749,2528,5737,3705,2020,1352,7279,4746,2521,5727,3702,2013,1295,7104,4649,2446,5632,3656,1967,54,168,95,73,91,45,46,2,4,2,2,1,1,-,1,3,-,-,3,-,-,3,10,3,7,10,3,7,-,-,-,-,-,-,-
3,I,58,586,菓子・パン小売業,6344,49717,12675,36665,42980,9164,33443,2375,6958,2668,4263,3463,744,2696,3963,42724,10003,32371,39483,8417,30716,3899,42073,9829,31902,38913,8272,30299,3854,41752,9732,31685,38684,8215,30134,36,247,85,155,172,53,112,7,61,10,51,46,3,43,2,13,2,11,11,1,10,64,651,174,469,570,145,417,6,35,4,31,34,3,31
3,I,58,589,その他の飲食料品小売業,15001,168584,82046,86062,149207,70707,78038,5050,35339,18981,16150,27289,14070,13024,9945,133194,63053,69873,121878,56627,64984,9836,131755,62606,68881,120730,56245,64218,9296,122775,57511,65012,112648,51681,60715,285,4162,2406,1740,3723,2136,1572,253,4802,2681,2121,4346,2420,1926,2,16,8,8,13,8,5,109,1439,447,992,1148,382,766,6,51,12,39,40,10,30
2,I,59,000,機械器具小売業,9381,73509,55186,18135,63493,47630,15675,2367,4715,3288,1427,1550,790,760,7014,68794,51898,16708,61943,46840,14915,7004,68566,51835,16543,61780,46798,14794,6952,67766,51280,16304,61039,46290,14567,33,104,75,29,56,38,18,14,628,425,197,618,416,196,5,68,55,13,67,54,13,10,228,63,165,163,42,121,-,-,-,-,-,-,-
3,I,59,590,管理，補助的経済活動を行う事業所,86,2916,2221,695,2821,2138,683,-,-,-,-,-,-,-,86,2916,2221,695,2821,2138,683,85,2910,2219,691,2815,2136,679,85,2910,2219,691,2815,2136,679,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,2,4,6,2,4,-,-,-,-,-,-,-
3,I,59,591,自動車小売業,4206,35176,29176,5888,30796,25775,4909,755,1491,1122,369,528,326,202,3451,33685,28054,5519,30268,25449,4707,3450,33679,28049,5518,30263,25445,4706,3429,33573,27962,5499,30181,25377,4692,12,46,34,12,28,21,7,5,8,8,-,2,2,-,4,52,45,7,52,45,7,1,6,5,1,5,4,1,-,-,-,-,-,-,-
3,I,59,592,自転車小売業,1307,3793,3020,773,2517,1997,520,754,1296,939,357,336,164,172,553,2497,2081,416,2181,1833,348,553,2497,2081,416,2181,1833,348,544,2478,2070,408,2174,1831,343,7,16,9,7,6,2,4,2,3,2,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,593,機械器具小売業（自動車，自転車を除く）,3782,31624,20769,10779,27359,17720,9563,858,1928,1227,701,686,300,386,2924,29696,19542,10078,26673,17420,9177,2916,29480,19486,9918,26521,17384,9061,2894,28805,19029,9706,25869,16946,8853,14,42,32,10,22,15,7,7,617,415,196,615,414,195,1,16,10,6,15,9,6,8,216,56,160,152,36,116,-,-,-,-,-,-,-
2,I,60,000,その他の小売業,35069,245423,108329,136431,209314,86906,121758,9754,23800,12209,11547,9861,4263,5565,25301,221529,96101,124809,199372,82632,116123,25067,218451,94767,123073,196693,81517,114567,24835,217287,94239,122439,195860,81180,114073,153,563,277,286,339,146,193,69,459,187,270,355,130,223,10,142,64,78,139,61,78,234,3078,1334,1736,2679,1115,1556,14,94,19,75,81,11,70
3,I,60,600,管理，補助的経済活動を行う事業所,417,9691,5096,4591,8920,4624,4292,1,1,1,-,-,-,-,415,9687,5092,4591,8917,4621,4292,414,9679,5084,4591,8909,4613,4292,412,9671,5080,4587,8902,4610,4288,1,1,1,-,-,-,-,1,7,3,4,7,3,4,-,-,-,-,-,-,-,1,8,8,-,8,8,-,1,3,3,-,3,3,-
3,I,60,601,家具・建具・畳小売業,1773,9816,5042,4752,7834,3569,4243,777,1434,1022,412,412,212,200,996,8382,4020,4340,7422,3357,4043,992,8368,4011,4335,7408,3348,4038,984,8346,3998,4326,7398,3343,4033,5,15,9,6,6,4,2,3,7,4,3,4,1,3,-,-,-,-,-,-,-,4,14,9,5,14,9,5,-,-,-,-,-,-,-
3,I,60,602,じゅう器小売業,1640,6143,2608,3448,4207,1472,2648,629,1190,580,610,316,105,211,1011,4953,2028,2838,3891,1367,2437,1007,4923,2017,2819,3865,1359,2419,983,4835,1982,2766,3807,1343,2377,20,58,28,30,34,13,21,4,30,7,23,24,3,21,-,-,-,-,-,-,-,4,30,11,19,26,8,18,-,-,-,-,-,-,-
3,I,60,603,医薬品・化粧品小売業,9588,74530,18431,55921,67774,15167,52432,1065,3054,812,2230,1661,229,1423,8521,71473,17618,53689,66111,14937,51008,8480,71036,17462,53416,65826,14864,50804,8424,70754,17394,53203,65625,14835,50633,39,174,48,126,108,15,93,16,106,20,85,91,14,76,1,2,-,2,2,-,2,41,437,156,273,285,73,204,2,3,1,2,2,1,1
3,I,60,604,農耕用品小売業,100,527,313,214,381,223,158,38,110,53,57,38,17,21,62,417,260,157,343,206,137,39,155,84,71,92,41,51,38,153,84,69,90,41,49,1,2,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,262,176,86,251,165,86,-,-,-,-,-,-,-
3,I,60,605,燃料小売業,1798,13754,10808,2913,11833,9387,2413,192,454,270,184,165,69,96,1605,13294,10533,2728,11667,9318,2316,1583,13161,10439,2689,11536,9226,2277,1577,13133,10418,2682,11521,9215,2273,4,11,6,5,5,2,3,2,17,15,2,10,9,1,-,-,-,-,-,-,-,22,133,94,39,131,92,39,1,6,5,1,1,-,1
3,I,60,606,書籍・文房具小売業,3814,38603,21910,16613,33535,18814,14645,1148,5421,3500,1897,3451,2364,1066,2664,33165,18409,14700,30067,16449,13563,2592,31740,17833,13851,28774,15943,12776,2560,31532,17714,13762,28611,15850,12706,25,119,76,43,83,55,28,7,89,43,46,80,38,42,-,-,-,-,-,-,-,72,1425,576,849,1293,506,787,2,17,1,16,17,1,16
3,I,60,607,スポーツ用品・がん具・娯楽用品・楽器小売業,2522,20851,11875,8942,17954,10011,7910,605,1181,739,442,388,171,217,1917,19670,11136,8500,17566,9840,7693,1914,19651,11135,8482,17547,9839,7675,1893,19488,11044,8410,17400,9759,7608,5,10,6,4,3,2,1,10,40,25,15,31,18,13,6,113,60,53,113,60,53,3,19,1,18,19,1,18,-,-,-,-,-,-,-
3,I,60,608,写真機・時計・眼鏡小売業,2132,11531,6329,5157,10054,5297,4713,426,771,495,274,222,89,132,1706,10760,5834,4883,9832,5208,4581,1701,10743,5826,4874,9815,5200,4572,1687,10711,5805,4863,9802,5194,4565,13,30,20,10,12,6,6,1,2,1,1,1,-,1,-,-,-,-,-,-,-,5,17,8,9,17,8,9,-,-,-,-,-,-,-
3,I,60,609,他に分類されない小売業,11285,59977,25917,33880,46822,18342,28304,4873,10184,4737,5441,3208,1007,2199,6404,49728,21171,28383,43556,17329,26053,6345,48995,20876,27945,42921,17084,25663,6277,48664,20720,27771,42704,16990,25541,40,143,83,60,86,49,37,25,161,69,91,107,44,62,3,27,4,23,24,1,23,59,733,295,438,635,245,390,8,65,9,56,58,6,52
2,I,61,000,無店舗小売業,4552,65818,34369,31145,59667,30112,29254,393,796,354,440,301,78,222,4155,65010,34007,30701,59356,30028,29028,4030,59966,31334,28368,54402,27430,26710,3975,58218,30291,27664,52764,26429,26074,11,24,15,9,13,7,6,35,1663,992,670,1570,961,608,9,61,36,25,55,33,22,125,5044,2673,2333,4954,2598,2318,4,12,8,4,10,6,4
3,I,61,610,管理，補助的経済活動を行う事業所,53,1764,955,809,1715,917,798,-,-,-,-,-,-,-,53,1764,955,809,1715,917,798,41,1004,583,421,974,561,413,40,1004,583,421,974,561,413,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,12,760,372,388,741,356,385,-,-,-,-,-,-,-
3,I,61,611,通信販売・訪問販売小売業,3433,49378,24563,24581,44958,21584,23143,253,572,237,333,249,50,198,3179,48804,24325,24247,44708,21534,22944,3112,45487,22550,22705,41420,19784,21406,3068,44059,21593,22235,40030,18854,20947,8,15,9,6,7,3,4,31,1394,936,457,1368,916,451,5,19,12,7,15,11,4,67,3317,1775,1542,3288,1750,1538,1,2,1,1,1,-,1
3,I,61,612,自動販売機による小売業,282,3993,3489,501,3457,3066,388,116,162,77,85,17,8,9,165,3827,3408,416,3436,3054,379,165,3827,3408,416,3436,3054,379,163,3818,3401,414,3430,3049,378,1,2,1,1,-,-,-,1,7,6,1,6,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,4,-,4,4,-
3,I,61,619,その他の無店舗小売業,784,10683,5362,5254,9537,4545,4925,24,62,40,22,35,20,15,758,10615,5319,5229,9497,4523,4907,712,9648,4793,4826,8572,4031,4512,704,9337,4714,4594,8330,3965,4336,2,7,5,2,6,4,2,2,262,50,212,196,40,156,4,42,24,18,40,22,18,46,967,526,403,925,492,395,2,6,3,3,5,2,3
1,J,00,000,金融業，保険業,10601,410915,212427,196961,398227,202150,194555,293,574,330,215,213,75,113,10292,410260,212034,196728,397975,202052,194426,8821,368665,185125,182043,357739,176448,179794,8619,359571,181114,177038,348841,172557,174865,19,74,46,28,43,25,18,53,240,166,61,201,136,52,130,8780,3799,4916,8654,3730,4859,1471,41595,26909,14685,40236,25604,14632,16,81,63,18,39,23,16
2,J,62,000,銀行業,1590,102883,48944,53939,101736,48382,53354,-,-,-,-,-,-,-,1590,102883,48944,53939,101736,48382,53354,1589,100408,47462,52946,99278,46917,52361,1550,98855,46709,52146,97760,46181,51579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,1553,753,800,1518,736,782,1,2475,1482,993,2458,1465,993,-,-,-,-,-,-,-
3,J,62,620,管理，補助的経済活動を行う事業所,13,2708,1886,822,2673,1854,819,-,-,-,-,-,-,-,13,2708,1886,822,2673,1854,819,13,2708,1886,822,2673,1854,819,12,2698,1880,818,2663,1848,815,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,6,4,10,6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,62,621,中央銀行,1,2475,1482,993,2458,1465,993,-,-,-,-,-,-,-,1,2475,1482,993,2458,1465,993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2475,1482,993,2458,1465,993,-,-,-,-,-,-,-
3,J,62,622,銀行（中央銀行を除く）,1576,97700,45576,52124,96605,45063,51542,-,-,-,-,-,-,-,1576,97700,45576,52124,96605,45063,51542,1576,97700,45576,52124,96605,45063,51542,1538,96157,44829,51328,95097,44333,50764,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,1543,747,796,1508,730,778,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,63,000,協同組織金融業,1145,29874,19177,10697,29378,18685,10693,-,-,-,-,-,-,-,1145,29874,19177,10697,29378,18685,10693,16,1979,1182,797,1960,1164,796,16,1979,1182,797,1960,1164,796,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1129,27895,17995,9900,27418,17521,9897,-,-,-,-,-,-,-
3,J,63,630,管理，補助的経済活動を行う事業所,2,417,312,105,376,271,105,-,-,-,-,-,-,-,2,417,312,105,376,271,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,417,312,105,376,271,105,-,-,-,-,-,-,-
3,J,63,631,中小企業等金融業,1125,26898,17078,9820,26510,16694,9816,-,-,-,-,-,-,-,1125,26898,17078,9820,26510,16694,9816,16,1979,1182,797,1960,1164,796,16,1979,1182,797,1960,1164,796,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1109,24919,15896,9023,24550,15530,9020,-,-,-,-,-,-,-
3,J,63,632,農林水産金融業,18,2559,1787,772,2492,1720,772,-,-,-,-,-,-,-,18,2559,1787,772,2492,1720,772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,2559,1787,772,2492,1720,772,-,-,-,-,-,-,-
2,J,64,000,貸金業，クレジットカード業等非預金信用機関,1027,44701,23929,20675,42917,22450,20371,89,183,107,76,68,30,38,935,44495,23806,20592,42844,22420,20328,871,42315,22360,19859,40861,21161,19604,842,41117,21786,19235,39718,20613,19009,14,60,38,22,34,20,14,7,104,74,30,102,72,30,8,1034,462,572,1007,456,551,64,2180,1446,733,1983,1259,724,3,23,16,7,5,-,5
3,J,64,640,管理，補助的経済活動を行う事業所,8,313,237,76,286,210,76,-,-,-,-,-,-,-,8,313,237,76,286,210,76,7,285,216,69,261,192,69,7,285,216,69,261,192,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,28,21,7,25,18,7,-,-,-,-,-,-,-
3,J,64,641,貸金業,279,6086,3679,2401,5759,3407,2346,4,10,9,1,6,5,1,274,6075,3670,2399,5753,3402,2345,273,6065,3661,2398,5747,3396,2345,263,5949,3579,2364,5634,3317,2311,-,-,-,-,-,-,-,6,104,74,30,102,72,30,4,12,8,4,11,7,4,1,10,9,1,6,6,-,1,1,-,1,-,-,-
3,J,64,642,質屋,305,937,595,338,403,229,170,85,173,98,75,62,25,37,220,764,497,263,341,204,133,218,709,446,259,337,200,133,205,655,412,239,305,180,121,13,54,34,20,32,20,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,55,51,4,4,4,-,-,-,-,-,-,-,-
3,J,64,643,クレジットカード業，割賦金融業,267,27489,13131,14353,26985,12690,14290,-,-,-,-,-,-,-,266,27476,13122,14349,26981,12690,14286,259,27434,13097,14332,26955,12680,14270,257,26417,12646,13766,25964,12234,13725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1017,451,566,991,446,545,7,42,25,17,26,10,16,1,13,9,4,4,-,4
3,J,64,649,その他の非預金信用機関,168,9876,6287,3507,9484,5914,3489,-,-,-,-,-,-,-,167,9867,6280,3505,9483,5914,3488,114,7822,4940,2801,7561,4693,2787,110,7811,4933,2797,7554,4690,2783,1,6,4,2,2,-,2,1,-,-,-,-,-,-,2,5,3,2,5,3,2,53,2045,1340,704,1922,1221,701,1,9,7,2,1,-,1
2,J,65,000,金融商品取引業，商品先物取引業,1386,52878,36060,15912,50200,33723,15571,3,6,6,-,2,2,-,1375,52868,36050,15912,50195,33718,15571,1312,52727,35923,15898,50168,33701,15561,1247,52048,35465,15755,49534,33279,15427,2,5,3,2,4,2,2,35,110,72,25,82,52,17,28,564,383,116,548,368,115,63,141,127,14,27,17,10,8,4,4,-,3,3,-
3,J,65,650,管理，補助的経済活動を行う事業所,2,30,7,23,30,7,23,-,-,-,-,-,-,-,2,30,7,23,30,7,23,2,30,7,23,30,7,23,1,30,7,23,30,7,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,65,651,金融商品取引業,1336,51575,34999,15670,49028,32779,15343,3,6,6,-,2,2,-,1325,51565,34989,15670,49023,32774,15343,1262,51424,34862,15656,48996,32757,15333,1201,50754,34411,15515,48368,32340,15200,1,4,2,2,4,2,2,33,102,66,23,76,47,16,27,564,383,116,548,368,115,63,141,127,14,27,17,10,8,4,4,-,3,3,-
3,J,65,652,商品先物取引業，商品投資顧問業,48,1273,1054,219,1142,937,205,-,-,-,-,-,-,-,48,1273,1054,219,1142,937,205,48,1273,1054,219,1142,937,205,45,1264,1047,217,1136,932,204,1,1,1,-,-,-,-,2,8,6,2,6,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,66,000,補助的金融業等,419,12421,8305,4066,11671,7579,4042,1,1,1,-,-,-,-,416,12383,8274,4059,11649,7564,4035,376,10531,6915,3566,9947,6349,3548,370,10465,6861,3554,9891,6305,3536,-,-,-,-,-,-,-,2,3,3,-,1,1,-,4,63,51,12,55,43,12,40,1852,1359,493,1702,1215,487,2,37,30,7,22,15,7
3,J,66,660,管理，補助的経済活動を行う事業所,1,11,9,2,6,5,1,-,-,-,-,-,-,-,1,11,9,2,6,5,1,1,11,9,2,6,5,1,1,11,9,2,6,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,661,補助的金融業，金融附帯業,290,9800,6666,3134,9167,6053,3114,1,1,1,-,-,-,-,287,9762,6635,3127,9145,6038,3107,247,7910,5276,2634,7443,4823,2620,245,7907,5273,2634,7442,4822,2620,-,-,-,-,-,-,-,1,2,2,-,1,1,-,1,1,1,-,-,-,-,40,1852,1359,493,1702,1215,487,2,37,30,7,22,15,7
3,J,66,662,信託業,13,209,125,71,181,97,71,-,-,-,-,-,-,-,13,209,125,71,181,97,71,13,209,125,71,181,97,71,13,209,125,71,181,97,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,663,金融代理業,115,2401,1505,859,2317,1424,856,-,-,-,-,-,-,-,115,2401,1505,859,2317,1424,856,115,2401,1505,859,2317,1424,856,111,2338,1454,847,2262,1381,844,-,-,-,-,-,-,-,1,1,1,-,-,-,-,3,62,50,12,55,43,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,67,000,保険業（保険媒介代理業，保険サービス業を含む）,5030,168082,75976,91632,162251,71297,90484,200,384,216,139,143,43,75,4827,167681,75747,91489,162099,71249,90405,4656,160678,71271,88962,155500,67146,87909,4593,155080,69099,85536,149953,65005,84503,3,9,5,4,5,3,2,9,23,17,6,16,11,5,51,5566,2150,3416,5526,2127,3399,171,7003,4476,2527,6599,4103,2496,3,17,13,4,9,5,4
3,J,67,670,管理，補助的経済活動を行う事業所,16,2692,1985,707,2595,1906,689,-,-,-,-,-,-,-,16,2692,1985,707,2595,1906,689,15,1556,1086,470,1469,1017,452,14,1488,1050,438,1435,999,436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,68,36,32,34,18,16,1,1136,899,237,1126,889,237,-,-,-,-,-,-,-
3,J,67,671,生命保険業,1588,88952,33821,55130,88110,33106,55003,-,-,-,-,-,-,-,1588,88952,33821,55130,88110,33106,55003,1588,88952,33821,55130,88110,33106,55003,1554,84227,32076,52150,83387,31362,52024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,4725,1745,2980,4723,1744,2979,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,672,損害保険業,377,41012,19749,21263,40505,19261,21244,-,-,-,-,-,-,-,377,41012,19749,21263,40505,19261,21244,373,40713,19579,21134,40222,19106,21116,364,40066,19280,20786,39579,18811,20768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,647,299,348,643,295,348,4,299,170,129,283,155,128,-,-,-,-,-,-,-
3,J,67,673,共済事業，少額短期保険業,178,5260,3140,2116,4857,2767,2086,-,-,-,-,-,-,-,178,5260,3140,2116,4857,2767,2086,46,686,382,300,600,303,293,46,686,382,300,600,303,293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132,4574,2758,1816,4257,2464,1793,-,-,-,-,-,-,-
3,J,67,674,保険媒介代理業,2730,26536,15049,11018,22742,12193,10084,199,382,215,138,143,43,75,2529,26140,14824,10876,22593,12148,10005,2506,25983,14728,10815,22474,12085,9949,2489,25830,14639,10751,22331,12003,9888,3,9,5,4,5,3,2,8,22,16,6,16,11,5,6,122,68,54,122,68,54,23,157,96,61,119,63,56,2,14,10,4,6,2,4
3,J,67,675,保険サービス業,141,3630,2232,1398,3442,2064,1378,1,2,1,1,-,-,-,139,3625,2228,1397,3439,2061,1378,128,2788,1675,1113,2625,1529,1096,126,2783,1672,1111,2621,1527,1094,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,4,2,2,4,2,2,11,837,553,284,814,532,282,1,3,3,-,3,3,-
1,K,00,000,不動産業，物品賃貸業,55758,350194,216227,132501,264310,164405,98445,15761,25682,12873,12804,4774,1441,3332,39928,324280,203226,119599,259346,162859,95034,39420,318275,199315,117532,254102,159531,93144,38957,316667,198518,116735,253215,159174,92628,306,914,465,449,376,159,217,138,359,198,147,187,73,100,19,335,134,201,324,125,199,508,6005,3911,2067,5244,3328,1890,69,232,128,98,190,105,79
2,K,68,000,不動産取引業,11735,93497,60827,31970,77895,49582,27615,669,1421,786,634,535,208,327,11064,92069,60040,31336,77353,49373,27288,11032,91680,59718,31269,77020,49102,27226,10974,91261,59524,31048,76688,48972,27028,23,90,51,39,47,26,21,29,62,47,11,22,12,6,6,267,96,171,263,92,171,32,389,322,67,333,271,62,2,7,1,-,7,1,-
3,K,68,680,管理，補助的経済活動を行う事業所,31,1565,872,691,1536,843,691,-,-,-,-,-,-,-,31,1565,872,691,1536,843,691,31,1565,872,691,1536,843,691,31,1565,872,691,1536,843,691,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,68,681,建物売買業，土地売買業,2552,35193,24284,10735,30828,20990,9664,44,123,59,64,63,17,46,2506,35063,24224,10671,30758,20972,9618,2481,34747,23951,10628,30465,20719,9578,2464,34506,23870,10472,30241,20651,9426,1,8,2,6,4,1,3,13,18,13,1,5,1,-,3,215,66,149,215,66,149,25,316,273,43,293,253,40,2,7,1,-,7,1,-
3,K,68,682,不動産代理業・仲介業,9152,56739,35671,20544,45531,27749,17260,625,1298,727,570,472,191,281,8527,55441,34944,19974,45059,27558,16979,8520,55368,34895,19950,45019,27540,16957,8479,55190,34782,19885,44911,27478,16911,22,82,49,33,43,25,18,16,44,34,10,17,11,6,3,52,30,22,48,26,22,7,73,49,24,40,18,22,-,-,-,-,-,-,-
2,K,69,000,不動産賃貸業・管理業,41153,196205,116417,79278,130077,78887,50684,14979,23957,11904,12049,4097,1143,2953,26108,172026,104387,67133,125797,77640,47652,25685,166863,101039,65345,121185,74750,45956,25294,165767,100478,64810,120715,74560,45676,281,819,413,406,326,132,194,102,247,137,110,120,51,69,8,30,11,19,24,7,17,423,5163,3348,1788,4612,2890,1696,66,222,126,96,183,104,79
3,K,69,690,管理，補助的経済活動を行う事業所,38,859,498,361,809,459,350,-,-,-,-,-,-,-,38,859,498,361,809,459,350,38,859,498,361,809,459,350,38,859,498,361,809,459,350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,69,691,不動産賃貸業（貸家業，貸間業を除く）,8708,51599,30841,20703,33914,20208,13653,1756,3039,1517,1521,709,224,485,6948,48517,29304,19159,33167,19967,13147,6819,47496,28720,18724,32405,19622,12731,6693,47057,28511,18494,32164,19529,12583,98,337,165,172,172,70,102,25,83,37,46,50,16,34,3,19,7,12,19,7,12,129,1021,584,435,762,345,416,4,43,20,23,38,17,21
