産業分類階層,大分類,中分類,小分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／従業者数（人）,会社企業／単一事業所企業／企業数（企業）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業数（企業）,会社企業／複数事業所企業／企業従業者数（人）,資本金階級／300万円未満／総数／企業数（企業）,資本金階級／300万円未満／総数／企業従業者数（人）,資本金階級／300万円未満／単一事業所企業／企業数（企業）,資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,資本金階級／300万円未満／複数事業所企業／企業数（企業）,資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,資本金階級／300万～500万円未満／総数／企業数（企業）,資本金階級／300万～500万円未満／総数／企業従業者数（人）,資本金階級／300万～500万円未満／単一事業所企業／企業数（企業）,資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,資本金階級／300万～500万円未満／複数事業所企業／企業数（企業）,資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,資本金階級／500万～1000万円未満／総数／企業数（企業）,資本金階級／500万～1000万円未満／総数／企業従業者数（人）,資本金階級／500万～1000万円未満／単一事業所企業／企業数（企業）,資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／500万～1000万円未満／複数事業所企業／企業数（企業）,資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／1000万～3000万円未満／総数／企業数（企業）,資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,資本金階級／1000万～3000万円未満／単一事業所企業／企業数（企業）,資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／1000万～3000万円未満／複数事業所企業／企業数（企業）,資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／3000万～5000万円未満／総数／企業数（企業）,資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,資本金階級／3000万～5000万円未満／単一事業所企業／企業数（企業）,資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／3000万～5000万円未満／複数事業所企業／企業数（企業）,資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／5000万～1億円未満／総数／企業数（企業）,資本金階級／5000万～1億円未満／総数／企業従業者数（人）,資本金階級／5000万～1億円未満／単一事業所企業／企業数（企業）,資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,資本金階級／5000万～1億円未満／複数事業所企業／企業数（企業）,資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,資本金階級／1億～3億円未満／総数／企業数（企業）,資本金階級／1億～3億円未満／総数／企業従業者数（人）,資本金階級／1億～3億円未満／単一事業所企業／企業数（企業）,資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,資本金階級／1億～3億円未満／複数事業所企業／企業数（企業）,資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,資本金階級／3億～10億円未満／総数／企業数（企業）,資本金階級／3億～10億円未満／総数／企業従業者数（人）,資本金階級／3億～10億円未満／単一事業所企業／企業数（企業）,資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,資本金階級／3億～10億円未満／複数事業所企業／企業数（企業）,資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,資本金階級／10億～50億円未満／総数／企業数（企業）,資本金階級／10億～50億円未満／総数／企業従業者数（人）,資本金階級／10億～50億円未満／単一事業所企業／企業数（企業）,資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,資本金階級／10億～50億円未満／複数事業所企業／企業数（企業）,資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,資本金階級／50億円以上／総数／企業数（企業）,資本金階級／50億円以上／総数／企業従業者数（人）,資本金階級／50億円以上／単一事業所企業／企業数（企業）,資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,資本金階級／50億円以上／複数事業所企業／企業数（企業）,資本金階級／50億円以上／複数事業所企業／企業従業者数（人）
3,M,75,752,簡易宿所,102,1078,72,600,30,478,5,29,5,29,-,-,47,235,33,164,14,71,13,124,12,110,1,14,24,385,13,200,11,185,1,20,1,20,-,-,5,155,3,46,2,109,1,43,-,-,1,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,75,753,下宿業,6,50,5,41,1,9,-,-,-,-,-,-,2,13,2,13,-,-,-,-,-,-,-,-,4,37,3,28,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,75,759,その他の宿泊業,60,9581,33,151,27,9430,2,6,2,6,-,-,11,53,7,28,4,25,2,3,2,3,-,-,26,1086,16,101,10,985,6,395,3,7,3,388,5,1000,1,3,4,997,5,353,1,1,4,352,-,-,-,-,-,-,1,1020,-,-,1,1020,1,5663,-,-,1,5663
2,M,76,000,飲食店,15772,895861,12709,94897,3063,800964,1444,13238,1239,8507,205,4731,6362,56136,5575,35963,787,20173,2104,25130,1711,11543,393,13587,3011,183558,2029,20692,982,162866,297,32743,134,1582,163,31161,238,74393,83,1566,155,72827,106,179195,14,686,92,178509,26,51384,3,35,23,51349,21,193581,2,15,19,193566,9,66616,1,10,8,66606
3,M,76,761,食堂，レストラン（専門料理店を除く）,568,177057,429,4782,139,172275,43,469,40,337,3,132,234,1761,213,1391,21,370,62,1046,56,430,6,616,126,23268,66,1637,60,21631,19,4456,6,33,13,4423,20,10630,8,223,12,10407,15,38903,3,457,12,38446,2,1891,1,7,1,1884,4,94277,-,-,4,94277,-,-,-,-,-,-
3,M,76,762,専門料理店,6858,285002,5462,40675,1396,244327,558,4607,481,3098,77,1509,2513,23740,2176,14391,337,9349,1077,13300,874,5851,203,7449,1398,84928,942,9505,456,75423,147,14069,69,951,78,13118,123,40302,42,721,81,39581,37,35264,5,129,32,35135,10,11804,1,16,9,11788,10,39000,1,9,9,38991,3,9258,1,10,2,9248
3,M,76,763,そば・うどん店,1258,24252,1120,7242,138,17010,106,635,102,580,4,55,722,4650,689,4053,33,597,128,1460,111,752,17,708,198,4075,145,1416,53,2659,15,1073,8,71,7,1002,10,2350,3,26,7,2324,7,2115,-,-,7,2115,1,7395,-,-,1,7395,1,6,1,6,-,-,-,-,-,-,-,-
3,M,76,764,すし店,947,42097,841,4662,106,37435,63,408,60,318,3,90,534,3454,502,2527,32,927,124,885,114,637,10,248,138,31332,101,760,37,30572,15,2165,6,61,9,2104,12,2356,3,72,9,2284,3,1192,-,-,3,1192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,765,酒場，ビヤホール,3194,170514,2475,17758,719,152756,364,3651,296,2084,68,1567,1254,12440,1035,6589,219,5851,364,4429,274,1909,90,2520,539,17998,352,3146,187,14852,56,8537,19,191,37,8346,37,11120,9,89,28,11031,17,10971,2,54,15,10917,4,9705,-,-,4,9705,5,59123,-,-,5,59123,4,27505,-,-,4,27505
3,M,76,766,バー，キャバレー，ナイトクラブ,1450,18444,1240,10543,210,7901,186,2211,154,1257,32,954,575,5006,504,4011,71,995,162,1439,138,919,24,520,238,3875,183,1912,55,1963,19,313,16,200,3,113,6,122,4,97,2,25,2,267,1,4,1,263,2,2787,-,-,2,2787,-,-,-,-,-,-,-,-,-,-,-,-
3,M,76,767,喫茶店,1045,75904,847,6459,198,69445,80,760,70,504,10,256,378,3321,340,2114,38,1207,140,1490,113,766,27,724,255,5173,184,1676,71,3497,20,696,8,60,12,636,20,3669,11,226,9,3443,12,12288,3,42,9,12246,6,17164,1,12,5,17152,-,-,-,-,-,-,1,29484,-,-,1,29484
3,M,76,769,その他の飲食店,450,102589,295,2776,155,99813,44,497,36,329,8,168,151,1763,116,887,35,876,47,1081,31,279,16,802,119,12909,56,640,63,12269,6,1434,2,15,4,1419,9,3843,3,112,6,3731,13,78195,-,-,13,78195,1,638,-,-,1,638,1,1175,-,-,1,1175,1,369,-,-,1,369
2,M,77,000,持ち帰り・配達飲食サービス業,590,228038,377,4908,213,223130,62,876,49,433,13,443,170,2766,133,1398,37,1368,67,1670,51,888,16,782,169,48024,83,1406,86,46618,24,10733,4,51,20,10682,15,25606,2,23,13,25583,14,90367,2,50,12,90317,4,18756,1,13,3,18743,6,28492,-,-,6,28492,-,-,-,-,-,-
3,M,77,771,持ち帰り飲食サービス業,175,13181,133,1025,42,12156,27,264,24,216,3,48,51,415,43,283,8,132,24,298,18,165,6,133,39,6028,25,205,14,5823,3,156,-,-,3,156,3,451,1,18,2,433,2,4431,1,11,1,4420,-,-,-,-,-,-,1,993,-,-,1,993,-,-,-,-,-,-
3,M,77,772,配達飲食サービス業,415,214857,244,3883,171,210974,35,612,25,217,10,395,119,2351,90,1115,29,1236,43,1372,33,723,10,649,130,41996,58,1201,72,40795,21,10577,4,51,17,10526,12,25155,1,5,11,25150,12,85936,1,39,11,85897,4,18756,1,13,3,18743,5,27499,-,-,5,27499,-,-,-,-,-,-
1,N,00,000,生活関連サービス業，娯楽業,11129,429169,8501,63382,2628,365787,884,5635,754,3806,130,1829,4056,30424,3397,17528,659,12896,1186,19822,935,6007,251,13815,2901,74105,2113,21055,788,53050,349,27843,172,2606,177,25237,382,53741,140,3254,242,50487,187,71048,47,1665,140,69383,58,21266,13,908,45,20358,40,58576,4,352,36,58224,12,57575,1,20,11,57555
2,N,78,000,洗濯・理容・美容・浴場業,5803,104677,4369,25665,1434,79012,554,3606,452,2162,102,1444,2790,20420,2257,10650,533,9770,655,6548,477,2588,178,3960,993,32325,600,6182,393,26143,86,6799,33,525,53,6274,71,13716,13,422,58,13294,18,3977,4,44,14,3933,6,3141,2,57,4,3084,5,9430,-,-,5,9430,-,-,-,-,-,-
3,N,78,781,洗濯業,1308,35583,914,6818,394,28765,70,494,57,236,13,258,676,5903,518,2609,158,3294,123,1748,78,517,45,1231,296,13206,173,2778,123,10428,27,2776,7,100,20,2676,23,4091,3,194,20,3897,5,1299,1,2,4,1297,3,1278,1,51,2,1227,2,4317,-,-,2,4317,-,-,-,-,-,-
3,N,78,782,理容業,574,3808,465,1708,109,2100,55,420,43,161,12,259,353,1774,297,988,56,786,57,421,46,246,11,175,60,812,36,164,24,648,3,30,2,18,1,12,1,74,-,-,1,74,1,43,-,-,1,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,783,美容業,2698,39026,1997,10691,701,28335,313,1879,255,1210,58,669,1290,9762,1013,4718,277,5044,325,2755,233,1073,92,1682,377,11354,202,1565,175,9789,32,2369,13,297,19,2072,20,3448,3,35,17,3413,4,1545,1,31,3,1514,2,47,1,6,1,41,2,2987,-,-,2,2987,-,-,-,-,-,-
3,N,78,784,一般公衆浴場業,302,1828,287,1403,15,425,18,96,18,96,-,-,169,875,164,827,5,48,40,176,39,172,1,4,57,588,50,235,7,353,4,24,4,24,-,-,2,16,1,5,1,11,1,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,78,785,その他の公衆浴場業,86,4576,74,1103,12,3473,3,41,2,17,1,24,43,326,42,307,1,19,4,99,4,99,-,-,20,714,16,397,4,317,3,52,2,31,1,21,4,540,1,108,3,432,2,540,1,6,1,534,-,-,-,-,-,-,1,2126,-,-,1,2126,-,-,-,-,-,-
3,N,78,789,その他の洗濯・理容・美容・浴場業,834,19854,632,3942,202,15912,95,676,77,442,18,234,259,1780,223,1201,36,579,106,1349,77,481,29,868,183,5651,123,1043,60,4608,16,1546,5,55,11,1491,21,5547,5,80,16,5467,5,545,-,-,5,545,1,1816,-,-,1,1816,-,-,-,-,-,-,-,-,-,-,-,-
2,N,79,000,その他の生活関連サービス業,2529,105352,1939,14201,590,91151,148,697,132,561,16,136,504,2808,445,1955,59,853,297,3703,257,1759,40,1944,910,17504,734,5318,176,12186,148,12211,83,774,65,11437,186,14412,73,1517,113,12895,84,23420,23,639,61,22781,28,10417,5,286,23,10131,11,9970,1,66,10,9904,2,8512,-,-,2,8512
3,N,79,791,旅行業,957,51271,742,4916,215,46355,9,29,9,29,-,-,32,108,30,103,2,5,126,483,118,394,8,89,406,2737,364,1735,42,1002,84,1217,60,480,24,737,135,8000,58,825,77,7175,55,15072,15,426,40,14646,15,7003,3,277,12,6726,8,9520,1,66,7,9454,1,6396,-,-,1,6396
3,N,79,793,衣服裁縫修理業,85,2246,64,462,21,1784,13,64,9,46,4,18,34,175,31,137,3,38,7,81,5,54,2,27,18,1664,10,181,8,1483,2,18,1,2,1,16,1,20,1,20,-,-,1,187,-,-,1,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,794,物品預り業,23,3299,18,70,5,3229,-,-,-,-,-,-,3,10,3,10,-,-,-,-,-,-,-,-,14,775,11,50,3,725,1,3,1,3,-,-,-,-,-,-,-,-,2,2479,1,4,1,2475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,N,79,795,火葬・墓地管理業,42,1228,26,246,16,982,3,9,3,9,-,-,10,242,7,43,3,199,1,27,-,-,1,27,16,161,11,105,5,56,2,14,1,-,1,14,5,312,2,84,3,228,-,-,-,-,-,-,-,-,-,-,-,-,2,449,-,-,2,449,-,-,-,-,-,-
3,N,79,796,冠婚葬祭業,621,17277,497,4584,124,12693,36,199,33,151,3,48,214,1083,194,868,20,215,67,1003,60,933,7,70,228,4127,175,1821,53,2306,18,1196,8,120,10,1076,17,2393,5,467,12,1926,10,3195,1,7,9,3188,3,1681,-,-,3,1681,-,-,-,-,-,-,1,2116,-,-,1,2116
3,N,79,799,他に分類されない生活関連サービス業,801,30031,592,3923,209,26108,87,396,78,326,9,70,211,1190,180,794,31,396,96,2109,74,378,22,1731,228,8040,163,1426,65,6614,41,9763,12,169,29,9594,28,3687,7,121,21,3566,16,2487,6,202,10,2285,10,1733,2,9,8,1724,1,1,-,-,1,1,-,-,-,-,-,-
2,N,80,000,娯楽業,2791,219056,2192,23514,599,195542,182,1332,170,1083,12,249,761,7186,695,4923,66,2263,234,9571,201,1660,33,7911,996,24223,778,9553,218,14670,115,8833,56,1307,59,7526,124,25612,54,1315,70,24297,84,43638,20,982,64,42656,24,7708,6,565,18,7143,24,39176,3,286,21,38890,10,49063,1,20,9,49043
3,N,80,801,映画館,27,17080,13,230,14,16850,1,4,1,4,-,-,5,23,5,23,-,-,1,6,1,6,-,-,4,492,2,8,2,484,1,157,1,157,-,-,5,340,1,5,4,335,2,6245,-,-,2,6245,1,1115,-,-,1,1115,4,6781,-,-,4,6781,1,1890,-,-,1,1890
3,N,80,802,興行場（別掲を除く），興行団,1150,15141,1052,8417,98,6724,79,326,76,300,3,26,361,2205,342,2051,19,154,102,768,95,684,7,84,422,4903,378,3455,44,1448,30,804,25,390,5,414,29,774,26,539,3,235,11,828,4,72,7,756,5,421,2,217,3,204,4,3327,1,9,3,3318,1,20,1,20,-,-
3,N,80,803,競輪・競馬等の競走場，競技団,14,1092,8,130,6,962,-,-,-,-,-,-,4,15,4,15,-,-,-,-,-,-,-,-,5,261,3,95,2,166,2,647,1,20,1,627,1,60,-,-,1,60,-,-,-,-,-,-,1,28,-,-,1,28,-,-,-,-,-,-,1,81,-,-,1,81
3,N,80,804,スポーツ施設提供業,470,77926,296,5046,174,72880,34,395,31,269,3,126,98,1257,88,813,10,444,34,458,22,197,12,261,157,6437,106,2495,51,3942,23,2841,4,143,19,2698,38,10623,8,168,30,10455,33,18851,6,437,27,18414,7,1825,1,38,6,1787,7,14005,1,106,6,13899,3,20617,-,-,3,20617
3,N,80,805,公園，遊園地,23,6148,10,612,13,5536,-,-,-,-,-,-,3,24,3,24,-,-,1,9,1,9,-,-,5,422,3,259,2,163,2,131,-,-,2,131,-,-,-,-,-,-,4,3477,-,-,4,3477,5,1052,2,301,3,751,1,131,-,-,1,131,1,883,-,-,1,883
3,N,80,806,遊戯場,547,63302,352,4489,195,58813,32,361,29,303,3,58,124,2423,99,1021,25,1402,44,1378,35,360,9,1018,202,8112,127,1871,75,6241,39,2239,12,346,27,1893,32,3708,10,187,22,3521,17,4878,2,27,15,4851,-,-,-,-,-,-,6,14049,-,-,6,14049,3,25572,-,-,3,25572
3,N,80,809,その他の娯楽業,560,38367,461,4590,99,33777,36,246,33,207,3,39,166,1239,154,976,12,263,52,6952,47,404,5,6548,201,3596,159,1370,42,2226,18,2014,13,251,5,1763,19,10107,9,416,10,9691,17,9359,8,446,9,8913,5,3267,1,9,4,3258,2,883,1,171,1,712,-,-,-,-,-,-
1,O,00,000,教育，学習支援業,3311,141360,2510,24240,801,117120,375,2493,320,1641,55,852,986,8659,824,5834,162,2825,344,5860,283,2232,61,3628,973,38540,680,9232,293,29308,109,9678,56,1112,53,8566,105,13216,41,1116,64,12100,61,31929,16,443,45,31486,23,22783,7,246,16,22537,5,3957,-,-,5,3957,-,-,-,-,-,-
2,O,81,000,学校教育,33,1447,22,345,11,1102,1,4,1,4,-,-,5,51,4,34,1,17,2,21,2,21,-,-,13,608,9,234,4,374,1,15,-,-,1,15,5,611,1,9,4,602,1,94,-,-,1,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,811,幼稚園,2,21,2,21,-,-,1,4,1,4,-,-,1,17,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,812,小学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,813,中学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,814,高等学校，中等教育学校,2,44,1,7,1,37,-,-,-,-,-,-,-,-,-,-,-,-,1,7,1,7,-,-,1,37,-,-,1,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,815,特別支援学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,816,高等教育機関,2,406,-,-,2,406,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,296,-,-,1,296,-,-,-,-,-,-,1,110,-,-,1,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,817,専修学校，各種学校,27,976,19,317,8,659,-,-,-,-,-,-,4,34,3,17,1,17,1,14,1,14,-,-,11,275,9,234,2,41,1,15,-,-,1,15,4,501,1,9,3,492,1,94,-,-,1,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,818,学校教育支援機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,81,819,幼保連携型認定こども園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,O,82,000,その他の教育，学習支援業,3278,139913,2488,23895,790,116018,374,2489,319,1637,55,852,981,8608,820,5800,161,2808,342,5839,281,2211,61,3628,960,37932,671,8998,289,28934,108,9663,56,1112,52,8551,100,12605,40,1107,60,11498,60,31835,16,443,44,31392,23,22783,7,246,16,22537,5,3957,-,-,5,3957,-,-,-,-,-,-
3,O,82,821,社会教育,42,2433,28,220,14,2213,1,2,1,2,-,-,5,58,4,13,1,45,4,19,4,19,-,-,22,254,17,158,5,96,4,364,1,9,3,355,2,178,-,-,2,178,3,1449,1,19,2,1430,1,109,-,-,1,109,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,822,職業・教育支援施設,275,5991,226,1864,49,4127,33,122,31,110,2,12,55,177,51,161,4,16,15,58,13,38,2,20,108,1350,93,963,15,387,15,347,10,267,5,80,17,1972,9,122,8,1850,12,1063,3,55,9,1008,3,807,1,66,2,741,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,823,学習塾,772,67794,540,5525,232,62269,101,1120,83,676,18,444,267,2723,216,1592,51,1131,86,3009,59,667,27,2342,182,15429,100,1424,82,14005,17,1782,8,112,9,1670,11,1128,1,273,10,855,7,20487,1,9,6,20478,7,17111,1,81,6,17030,3,3479,-,-,3,3479,-,-,-,-,-,-
3,O,82,824,教養・技能教授業,1726,46037,1344,10541,382,35496,201,1117,170,737,31,380,577,4989,481,3586,96,1403,185,2140,161,971,24,1169,479,14254,330,3132,149,11122,35,5387,18,357,17,5030,37,5819,14,278,23,5541,23,6926,6,135,17,6791,7,2823,3,31,4,2792,1,323,-,-,1,323,-,-,-,-,-,-
3,O,82,829,他に分類されない教育，学習支援業,454,17403,348,5721,106,11682,37,127,34,112,3,15,74,649,68,448,6,201,51,597,44,516,7,81,166,6603,129,3297,37,3306,37,1783,19,367,18,1416,33,3508,16,434,17,3074,14,1726,5,225,9,1501,5,1933,2,68,3,1865,1,155,-,-,1,155,-,-,-,-,-,-
1,P,00,000,医療，福祉,4473,228064,3249,35693,1224,192371,735,7846,589,4897,146,2949,1557,20843,1231,12137,326,8706,587,10166,433,5200,154,4966,798,37455,481,7138,317,30317,108,12437,36,1100,72,11337,104,56387,25,1154,79,55233,63,40281,16,538,47,39743,23,15585,7,407,16,15178,3,3949,1,161,2,3788,4,17662,-,-,4,17662
2,P,83,000,医療業,2127,43715,1645,9716,482,33999,315,2131,247,1191,68,940,862,6170,693,3503,169,2667,255,2108,200,1167,55,941,331,6228,232,1607,99,4621,31,3167,11,84,20,3083,29,7838,10,772,19,7066,13,2518,5,85,8,2433,4,251,1,10,3,241,1,3633,-,-,1,3633,2,7963,-,-,2,7963
3,P,83,831,病院,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,832,一般診療所,26,223,23,194,3,29,4,17,3,9,1,8,2,7,2,7,-,-,3,8,3,8,-,-,4,45,4,45,-,-,1,23,1,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,833,歯科診療所,20,180,18,107,2,73,1,66,-,-,1,66,4,20,4,20,-,-,2,5,2,5,-,-,5,34,5,34,-,-,-,-,-,-,-,-,1,8,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,834,助産・看護業,130,3562,89,1091,41,2471,22,257,17,198,5,59,29,671,20,260,9,411,26,529,17,258,9,271,23,1089,11,233,12,856,1,135,-,-,1,135,3,486,-,-,3,486,1,243,-,-,1,243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,835,療術業,1592,18389,1202,5615,390,12774,261,1621,203,865,58,756,662,4600,508,2381,154,2219,202,1468,157,803,45,665,212,3241,139,636,73,2605,20,1242,5,29,15,1213,10,4765,-,-,10,4765,2,43,1,3,1,40,1,144,-,-,1,144,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,836,医療に附帯するサービス業,359,21361,313,2709,46,18652,27,170,24,119,3,51,165,872,159,835,6,37,22,98,21,93,1,5,87,1819,73,659,14,1160,9,1767,5,32,4,1735,15,2579,9,764,6,1815,10,2232,4,82,6,2150,3,107,1,10,2,97,1,3633,-,-,1,3633,2,7963,-,-,2,7963
2,P,84,000,保健衛生,127,3753,103,1523,24,2230,8,36,7,33,1,3,32,419,27,372,5,47,10,46,8,36,2,10,40,1149,35,609,5,540,5,158,3,72,2,86,7,157,5,50,2,107,9,1358,4,78,5,1280,3,238,3,238,-,-,1,155,-,-,1,155,-,-,-,-,-,-
3,P,84,842,健康相談施設,109,3204,89,1370,20,1834,8,36,7,33,1,3,28,411,23,364,5,47,6,31,6,31,-,-,33,1048,28,508,5,540,3,49,2,33,1,16,7,157,5,50,2,107,8,1042,4,78,4,964,3,238,3,238,-,-,1,155,-,-,1,155,-,-,-,-,-,-
3,P,84,849,その他の保健衛生,18,549,14,153,4,396,-,-,-,-,-,-,4,8,4,8,-,-,4,15,2,5,2,10,7,101,7,101,-,-,2,109,1,39,1,70,-,-,-,-,-,-,1,316,-,-,1,316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,P,85,000,社会保険・社会福祉・介護事業,2218,180595,1501,24454,717,156141,412,5679,335,3673,77,2006,663,14254,511,8262,152,5992,322,8012,225,3997,97,4015,426,30077,214,4922,212,25155,72,9112,22,944,50,8168,68,48392,10,332,58,48060,41,36405,7,375,34,36030,16,15096,3,159,13,14937,1,161,1,161,-,-,2,9699,-,-,2,9699
3,P,85,851,社会保険事業団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,85,853,児童福祉事業,284,21723,141,1869,143,19854,40,852,22,370,18,482,55,1242,30,422,25,820,45,1250,21,244,24,1006,61,2865,23,310,38,2555,16,2447,3,76,13,2371,13,8653,2,72,11,8581,3,1105,-,-,3,1105,3,1319,1,18,2,1301,-,-,-,-,-,-,-,-,-,-,-,-
3,P,85,854,老人福祉・介護事業,1813,154591,1268,21026,545,133565,335,4143,282,2722,53,1421,578,12084,459,7387,119,4697,267,6594,196,3633,71,2961,348,26716,182,4464,166,22252,55,6609,19,868,36,5741,54,39588,8,260,46,39328,37,35272,7,375,30,34897,11,12242,1,74,10,12168,1,161,1,161,-,-,2,9699,-,-,2,9699
3,P,85,855,障害者福祉事業,110,4194,82,1487,28,2707,33,659,28,571,5,88,28,918,20,443,8,475,9,145,7,97,2,48,15,490,7,142,8,348,1,56,-,-,1,56,1,151,-,-,1,151,1,28,-,-,1,28,2,1535,1,67,1,1468,-,-,-,-,-,-,-,-,-,-,-,-
3,P,85,859,その他の社会保険・社会福祉・介護事業,11,87,10,72,1,15,4,25,3,10,1,15,2,10,2,10,-,-,1,23,1,23,-,-,2,6,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,Q,00,000,複合サービス事業,6,407840,4,24,2,407816,-,-,-,-,-,-,2,11,1,4,1,7,1,4,1,4,-,-,2,16,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,407809,-,-,1,407809
2,Q,86,086,郵便局,6,407840,4,24,2,407816,-,-,-,-,-,-,2,11,1,4,1,7,1,4,1,4,-,-,2,16,2,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,407809,-,-,1,407809
