産業分類階層,大分類,中分類,小分類,分類名,東京都／事業所数（事業所）,東京都／従業者数（人）,区部／事業所数（事業所）,区部／従業者数（人）,千代田区／事業所数（事業所）,千代田区／従業者数（人）,中央区／事業所数（事業所）,中央区／従業者数（人）,港区／事業所数（事業所）,港区／従業者数（人）,新宿区／事業所数（事業所）,新宿区／従業者数（人）,文京区／事業所数（事業所）,文京区／従業者数（人）,台東区／事業所数（事業所）,台東区／従業者数（人）,墨田区／事業所数（事業所）,墨田区／従業者数（人）,江東区／事業所数（事業所）,江東区／従業者数（人）,品川区／事業所数（事業所）,品川区／従業者数（人）,目黒区／事業所数（事業所）,目黒区／従業者数（人）,大田区／事業所数（事業所）,大田区／従業者数（人）,世田谷区／事業所数（事業所）,世田谷区／従業者数（人）,渋谷区／事業所数（事業所）,渋谷区／従業者数（人）,中野区／事業所数（事業所）,中野区／従業者数（人）,杉並区／事業所数（事業所）,杉並区／従業者数（人）,豊島区／事業所数（事業所）,豊島区／従業者数（人）,北区／事業所数（事業所）,北区／従業者数（人）,荒川区／事業所数（事業所）,荒川区／従業者数（人）,板橋区／事業所数（事業所）,板橋区／従業者数（人）,練馬区／事業所数（事業所）,練馬区／従業者数（人）,足立区／事業所数（事業所）,足立区／従業者数（人）,葛飾区／事業所数（事業所）,葛飾区／従業者数（人）,江戸川区／事業所数（事業所）,江戸川区／従業者数（人）,境界未定地域／事業所数（事業所）,境界未定地域／従業者数（人）,市部／事業所数（事業所）,市部／従業者数（人）,八王子市／事業所数（事業所）,八王子市／従業者数（人）,立川市／事業所数（事業所）,立川市／従業者数（人）,武蔵野市／事業所数（事業所）,武蔵野市／従業者数（人）,三鷹市／事業所数（事業所）,三鷹市／従業者数（人）,青梅市／事業所数（事業所）,青梅市／従業者数（人）,府中市／事業所数（事業所）,府中市／従業者数（人）,昭島市／事業所数（事業所）,昭島市／従業者数（人）,調布市／事業所数（事業所）,調布市／従業者数（人）,町田市／事業所数（事業所）,町田市／従業者数（人）,小金井市／事業所数（事業所）,小金井市／従業者数（人）,小平市／事業所数（事業所）,小平市／従業者数（人）,日野市／事業所数（事業所）,日野市／従業者数（人）,東村山市／事業所数（事業所）,東村山市／従業者数（人）,国分寺市／事業所数（事業所）,国分寺市／従業者数（人）,国立市／事業所数（事業所）,国立市／従業者数（人）,福生市／事業所数（事業所）,福生市／従業者数（人）,狛江市／事業所数（事業所）,狛江市／従業者数（人）,東大和市／事業所数（事業所）,東大和市／従業者数（人）,清瀬市／事業所数（事業所）,清瀬市／従業者数（人）,東久留米市／事業所数（事業所）,東久留米市／従業者数（人）,武蔵村山市／事業所数（事業所）,武蔵村山市／従業者数（人）,多摩市／事業所数（事業所）,多摩市／従業者数（人）,稲城市／事業所数（事業所）,稲城市／従業者数（人）,羽村市／事業所数（事業所）,羽村市／従業者数（人）,あきる野市／事業所数（事業所）,あきる野市／従業者数（人）,西東京市／事業所数（事業所）,西東京市／従業者数（人）,町村部／事業所数（事業所）,町村部／従業者数（人）,西多摩郡／事業所数（事業所）,西多摩郡／従業者数（人）,瑞穂町／事業所数（事業所）,瑞穂町／従業者数（人）,日の出町／事業所数（事業所）,日の出町／従業者数（人）,檜原村／事業所数（事業所）,檜原村／従業者数（人）,奥多摩町／事業所数（事業所）,奥多摩町／従業者数（人）,島部／事業所数（事業所）,島部／従業者数（人）,大島支庁／事業所数（事業所）,大島支庁／従業者数（人）,大島町／事業所数（事業所）,大島町／従業者数（人）,利島村／事業所数（事業所）,利島村／従業者数（人）,新島村／事業所数（事業所）,新島村／従業者数（人）,神津島村／事業所数（事業所）,神津島村／従業者数（人）,三宅支庁／事業所数（事業所）,三宅支庁／従業者数（人）,三宅村／事業所数（事業所）,三宅村／従業者数（人）,御蔵島村／事業所数（事業所）,御蔵島村／従業者数（人）,八丈支庁／事業所数（事業所）,八丈支庁／従業者数（人）,八丈町／事業所数（事業所）,八丈町／従業者数（人）,青ヶ島村／事業所数（事業所）,青ヶ島村／従業者数（人）,小笠原支庁／事業所数（事業所）,小笠原支庁／従業者数（人）,小笠原村／事業所数（事業所）,小笠原村／従業者数（人）
3,H,47,471,倉庫業（冷蔵倉庫業を除く）,831,15088,711,12864,31,518,52,850,64,1455,14,197,5,8,7,32,12,116,153,3045,41,1270,2,7,102,1922,11,32,6,43,5,10,11,194,9,90,15,131,16,155,35,388,4,19,54,736,13,152,49,1494,-,-,110,1789,18,312,16,136,-,-,1,6,6,142,9,39,8,176,8,58,3,38,2,27,3,7,1,1,4,78,-,-,6,419,-,-,-,-,-,-,2,5,-,-,10,144,1,2,3,29,5,82,1,83,3,5,10,435,10,435,10,435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,47,472,冷蔵倉庫業,107,2406,96,1771,2,14,22,531,13,306,-,-,-,-,2,17,-,-,1,6,3,80,-,-,45,629,-,-,-,-,-,-,1,51,-,-,-,-,-,-,1,64,2,9,2,29,1,34,1,1,-,-,10,589,2,248,1,73,-,-,-,-,1,2,2,254,1,5,-,-,-,-,-,-,-,-,-,-,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,46,1,46,1,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,H,48,000,運輸に附帯するサービス業,2060,61669,1848,56664,126,4694,284,6132,407,11205,53,1589,21,311,34,410,22,778,183,5075,124,4426,11,231,246,12242,21,631,29,2278,20,275,12,359,20,468,12,490,23,552,52,1465,17,273,52,1344,27,499,45,830,7,107,182,4762,36,1133,9,565,5,53,8,162,13,516,11,207,9,72,10,201,16,336,-,-,8,184,14,285,4,83,1,4,3,64,1,9,2,5,4,81,-,-,2,16,5,191,2,13,3,121,11,265,4,188,1,8,30,243,6,54,4,36,1,12,-,-,1,6,24,189,10,68,4,41,1,5,4,15,1,7,6,52,3,27,3,25,4,31,4,31,-,-,4,38,4,38
3,H,48,480,管理，補助的経済活動を行う事業所,54,1815,52,1723,3,150,11,567,14,703,2,81,-,-,1,27,1,1,3,91,2,8,-,-,5,37,-,-,2,20,2,6,-,-,1,3,-,-,-,-,2,10,-,-,1,8,1,7,1,4,-,-,2,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,481,港湾運送業,254,6300,253,6286,11,347,25,560,64,1957,1,2,-,-,-,-,-,-,61,963,31,1220,-,-,55,1192,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,-,-,-,-,-,-,-,-,-,-,1,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,1,14
3,H,48,482,貨物運送取扱業（集配利用運送業を除く）,493,14099,438,13101,32,1510,75,2210,77,2775,16,458,5,59,17,89,6,415,47,1573,29,1374,2,28,44,943,8,214,6,78,6,141,-,-,4,201,6,51,10,100,10,274,-,-,13,242,8,77,16,284,1,5,50,965,8,65,2,161,-,-,1,1,1,16,7,59,2,20,3,59,3,9,-,-,4,61,7,110,1,43,1,4,1,2,-,-,2,5,1,40,-,-,1,14,1,121,1,1,2,4,-,-,1,170,-,-,5,33,2,11,2,11,-,-,-,-,-,-,3,22,2,8,1,3,1,5,-,-,-,-,1,14,-,-,1,14,-,-,-,-,-,-,-,-,-,-
3,H,48,483,運送代理店,150,3218,142,3133,11,389,53,500,50,1355,-,-,-,-,2,54,1,3,6,579,4,80,-,-,6,78,-,-,1,17,1,18,-,-,2,6,-,-,1,1,-,-,-,-,-,-,1,2,2,12,1,39,3,11,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,74,-,-,-,-,-,-,-,-,-,-,5,74,3,38,1,31,-,-,2,7,-,-,1,17,1,17,-,-,1,19,1,19,-,-,-,-,-,-
3,H,48,484,こん包業,360,7985,294,6223,8,52,14,205,19,356,11,191,11,108,6,30,3,158,24,529,20,730,2,10,45,767,4,49,5,81,4,25,4,20,6,100,6,439,6,31,26,840,11,189,30,738,12,383,17,192,-,-,64,1737,8,204,5,60,1,8,3,47,5,458,2,113,3,20,2,16,6,189,-,-,2,13,5,158,2,21,-,-,-,-,1,9,-,-,2,33,-,-,1,2,4,70,1,12,1,117,9,183,1,4,-,-,2,25,2,25,2,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,485,運輸施設提供業,44,2736,41,2579,6,1131,7,234,6,605,2,3,-,-,-,-,-,-,7,169,3,107,-,-,5,20,-,-,-,-,-,-,-,-,-,-,-,-,1,266,2,37,-,-,1,4,-,-,1,3,-,-,2,153,2,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,489,その他の運輸に附帯するサービス業,705,25516,628,23619,55,1115,99,1856,177,3454,21,854,5,144,8,210,11,201,35,1171,35,907,7,193,86,9205,9,368,14,2078,7,85,8,339,7,158,-,-,5,154,12,304,6,84,7,352,5,30,8,335,1,22,61,1804,18,711,2,344,3,44,4,114,7,42,2,35,4,32,4,38,6,136,-,-,2,110,2,17,1,19,-,-,2,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,78,2,14,1,8,16,93,2,18,-,-,1,12,-,-,1,6,14,75,5,22,2,7,-,-,2,8,1,7,3,17,1,6,2,11,3,12,3,12,-,-,3,24,3,24
2,H,49,000,郵便業（信書便事業を含む）,55,21002,41,16829,1,84,3,1820,2,935,3,965,1,316,1,338,1,8,5,3919,1,384,1,597,2,632,2,1030,2,1038,1,375,2,767,2,823,1,259,1,377,2,319,2,687,-,-,2,716,3,440,-,-,14,4173,1,8,1,417,1,342,1,340,-,-,3,599,-,-,1,424,1,477,1,244,1,347,-,-,-,-,-,-,1,141,-,-,-,-,-,-,-,-,-,-,-,-,1,476,-,-,-,-,-,-,1,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,49,490,管理，補助的経済活動を行う事業所,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,49,491,郵便業（信書便事業を含む）,54,20995,41,16829,1,84,3,1820,2,935,3,965,1,316,1,338,1,8,5,3919,1,384,1,597,2,632,2,1030,2,1038,1,375,2,767,2,823,1,259,1,377,2,319,2,687,-,-,2,716,3,440,-,-,13,4166,1,8,1,417,1,342,1,340,-,-,2,592,-,-,1,424,1,477,1,244,1,347,-,-,-,-,-,-,1,141,-,-,-,-,-,-,-,-,-,-,-,-,1,476,-,-,-,-,-,-,1,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,I,00,000,卸売業，小売業,150728,1983374,120853,1690141,7810,188544,10781,218947,7904,227080,6339,104269,3122,38558,7982,76764,4197,40022,4682,73038,4692,92683,2920,31081,6733,75963,6744,58192,7466,114048,2638,26906,4356,33124,4498,51561,2947,26379,2241,16883,4049,39627,4438,39062,5782,47527,3785,28606,4547,39488,200,1789,28739,284879,4206,44609,1936,22694,1962,18739,993,9221,1049,9253,1624,17558,890,9200,1501,14184,2990,29826,667,6089,1061,9396,895,8908,818,7551,752,6724,623,6046,503,3608,422,3082,575,5673,433,3010,730,7323,641,6013,916,13057,394,4647,408,3678,569,4193,1181,10597,1136,8354,683,6277,399,4039,199,1932,37,101,48,205,453,2077,257,1019,159,597,7,21,50,198,41,203,45,183,40,143,5,40,118,698,117,694,1,4,33,177,33,177
2,I,50,000,各種商品卸売業,180,24545,161,24331,27,16902,18,457,26,5512,6,93,6,302,12,139,2,10,12,236,3,222,2,7,5,103,4,26,6,52,1,2,3,11,2,6,5,33,1,5,1,4,7,101,5,51,4,41,3,16,-,-,18,195,5,40,1,4,1,10,1,1,-,-,1,51,-,-,1,2,3,23,-,-,2,41,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,6,1,19,1,19,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,50,500,管理，補助的経済活動を行う事業所,6,8,5,7,2,2,1,3,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,50,501,各種商品卸売業,174,24537,156,24324,25,16900,17,454,26,5512,6,93,6,302,12,139,2,10,11,235,3,222,2,7,5,103,3,25,6,52,1,2,3,11,2,6,5,33,1,5,1,4,7,101,5,51,4,41,3,16,-,-,17,194,5,40,1,4,1,10,-,-,-,-,1,51,-,-,1,2,3,23,-,-,2,41,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,6,1,19,1,19,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,51,000,繊維・衣服等卸売業,6000,93033,5736,91502,340,10113,1151,18489,316,11725,134,2249,78,551,1016,9692,331,3934,96,3192,133,2786,151,2648,69,1260,137,1275,1004,17842,47,699,76,475,95,718,56,307,100,1095,51,226,60,329,126,676,66,325,100,883,3,13,260,1501,56,378,9,69,17,95,12,75,10,72,13,47,11,59,13,49,30,156,8,27,7,64,7,54,6,15,8,48,7,34,1,4,6,14,5,12,3,6,5,29,4,52,7,54,5,25,2,22,2,17,6,24,4,30,3,28,1,23,1,3,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-
3,I,51,510,管理，補助的経済活動を行う事業所,85,1349,80,1314,4,166,18,420,6,227,-,-,-,-,6,23,6,62,-,-,3,39,1,3,1,2,1,2,16,267,-,-,1,2,1,12,1,1,4,8,-,-,1,3,5,33,-,-,5,44,-,-,5,35,1,7,-,-,-,-,-,-,-,-,2,21,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,511,繊維品卸売業（衣服，身の回り品を除く）,773,9698,746,9613,76,1203,208,4429,34,624,10,55,16,122,137,958,47,441,17,714,7,44,13,51,7,14,10,60,73,515,5,59,7,58,6,29,3,5,25,83,4,14,10,17,13,60,10,20,8,38,-,-,25,81,12,31,-,-,1,6,-,-,2,3,2,4,-,-,1,1,1,10,-,-,-,-,1,7,1,5,1,2,-,-,-,-,1,4,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,6,2,4,1,2,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-
3,I,51,512,衣服卸売業,2668,48251,2552,47531,130,4856,576,8818,169,6986,60,706,24,127,188,1273,137,1869,33,2218,75,1496,94,2124,29,926,77,696,681,13464,20,409,35,206,36,177,23,152,24,409,22,105,23,93,34,132,27,94,33,186,2,9,114,694,24,177,6,52,6,39,6,45,1,11,2,5,2,19,8,30,16,90,3,7,2,7,5,45,2,2,4,27,4,10,1,4,3,6,4,11,2,4,2,13,3,50,3,11,1,7,-,-,1,9,3,13,2,26,2,26,1,23,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,513,身の回り品卸売業,2474,33735,2358,33044,130,3888,349,4822,107,3888,64,1488,38,302,685,7438,141,1562,46,260,48,1207,43,470,32,318,49,517,234,3596,22,231,33,209,52,500,29,149,47,595,25,107,26,216,74,451,29,211,54,615,1,4,116,691,19,163,3,17,10,50,6,30,7,58,7,17,8,38,4,18,13,56,5,20,5,57,1,2,3,8,3,19,3,24,-,-,2,4,1,1,1,2,2,14,1,2,4,43,3,13,2,22,1,8,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,52,000,飲食料品卸売業,8742,142342,7630,130948,412,7670,2042,32265,647,15220,315,7041,133,1465,331,3441,163,2917,307,6060,228,7707,114,1527,609,11563,227,2395,265,11286,117,1278,165,2221,201,2014,124,829,100,963,192,3016,221,2210,352,4340,135,1121,229,2373,1,26,1060,10779,165,1478,79,798,43,361,40,215,37,360,88,935,56,901,76,1011,80,800,21,139,34,251,27,346,23,284,26,263,29,690,10,65,13,50,12,48,23,90,40,407,24,305,36,430,14,115,14,119,11,50,39,268,52,615,29,507,21,400,5,97,2,8,1,2,23,108,14,77,7,18,1,4,1,1,5,54,2,8,2,8,-,-,6,22,6,22,-,-,1,1,1,1
3,I,52,520,管理，補助的経済活動を行う事業所,193,2400,157,2161,3,30,51,720,23,545,4,17,1,2,6,51,4,20,6,316,3,7,3,11,23,206,1,3,8,115,1,52,2,2,1,1,-,-,-,-,2,4,4,19,6,27,3,10,2,3,-,-,31,193,10,56,5,14,-,-,2,8,-,-,1,14,3,4,1,1,1,3,-,-,1,2,1,-,2,15,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,70,-,-,-,-,1,1,-,-,1,4,5,46,5,46,4,4,1,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,52,521,農畜産物・水産物卸売業,3788,45508,3312,41142,111,1572,1200,12997,212,4335,101,1809,45,298,105,760,47,393,108,1520,81,1383,39,315,366,5917,91,896,67,1368,27,347,48,460,85,826,49,211,43,363,74,892,80,656,185,2497,50,265,97,1036,1,26,454,4127,78,593,30,347,19,121,19,87,15,173,36,256,25,180,25,266,33,365,7,45,8,38,10,50,12,171,7,77,15,490,2,6,7,31,7,15,15,67,22,263,15,166,12,151,6,44,6,30,5,17,18,78,22,239,10,160,6,107,2,45,2,8,-,-,12,79,7,62,2,7,1,4,-,-,4,51,2,8,2,8,-,-,2,8,2,8,-,-,1,1,1,1
3,I,52,522,食料・飲料卸売業,4761,94434,4161,87645,298,6068,791,18548,412,10340,210,5215,87,1165,220,2630,112,2504,193,4224,144,6317,72,1201,220,5440,135,1496,190,9803,89,879,115,1759,115,1187,75,618,57,600,116,2120,137,1535,161,1816,82,846,130,1334,-,-,575,6459,77,829,44,437,24,240,19,120,22,187,51,665,28,717,50,744,46,432,14,94,25,211,16,296,9,98,19,186,13,199,8,59,6,19,5,33,8,23,18,144,8,69,24,279,8,71,7,88,6,33,20,186,25,330,14,301,11,289,2,10,-,-,1,2,11,29,7,15,5,11,-,-,1,1,1,3,-,-,-,-,-,-,4,14,4,14,-,-,-,-,-,-
2,I,53,000,建築材料，鉱物・金属材料等卸売業,10800,179312,9437,169288,1043,34657,1334,40686,845,25474,333,6352,201,3061,539,6698,490,4014,590,7437,359,9399,113,1172,513,4343,229,1526,164,2753,114,1221,174,1376,230,2332,206,1830,242,2291,307,2477,277,1877,481,4124,264,1667,381,2429,8,92,1293,9496,225,1846,83,1086,41,259,59,308,49,411,92,654,53,422,67,409,101,593,31,174,43,352,50,229,35,344,35,164,21,208,25,112,21,122,20,244,18,82,35,238,35,295,30,155,23,96,25,187,31,230,45,276,70,528,61,492,47,442,11,35,2,4,1,11,9,36,6,28,4,13,-,-,1,13,1,2,1,1,1,1,-,-,2,7,2,7,-,-,-,-,-,-
3,I,53,530,管理，補助的経済活動を行う事業所,194,2717,179,2269,22,163,21,273,10,237,6,52,2,5,4,63,19,99,20,271,8,633,3,21,11,83,4,13,2,85,-,-,2,11,2,14,3,23,4,15,4,16,3,11,10,85,7,23,12,73,-,-,15,448,4,8,3,373,-,-,1,5,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,1,1,30,1,6,1,14,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,531,建築材料卸売業,3381,39889,2695,34948,174,5164,227,4779,195,3495,136,3174,59,749,122,1431,126,1190,305,3825,91,1101,33,304,140,874,112,720,68,1063,54,687,88,794,83,931,52,383,57,297,88,725,130,944,156,1091,72,494,127,733,-,-,658,4751,88,659,46,495,25,169,24,145,27,231,47,352,26,202,38,246,55,251,21,122,24,207,20,122,15,145,16,72,10,141,11,41,10,41,12,193,9,46,19,158,22,176,16,95,17,60,7,47,23,176,30,159,28,190,24,171,15,135,7,23,1,2,1,11,4,19,3,17,1,2,-,-,1,13,1,2,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-
3,I,53,532,化学製品卸売業,3217,65545,2988,63954,482,13496,618,18854,304,9214,104,1932,74,1664,243,3467,118,1102,83,1332,121,3708,32,461,113,1534,46,331,47,1307,20,124,35,279,73,793,56,601,58,1084,79,701,47,234,99,755,71,460,60,457,5,64,222,1534,54,531,12,86,10,52,12,62,5,15,23,180,7,44,8,46,20,72,4,20,6,52,10,35,4,21,7,31,2,9,4,19,4,64,2,20,3,7,6,17,3,17,1,4,2,26,6,56,1,28,6,20,7,57,7,57,7,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,533,石油・鉱物卸売業,648,17777,594,17155,91,6695,117,2332,112,4489,20,283,17,159,15,304,15,99,20,500,17,332,5,118,27,193,6,68,10,48,6,74,5,25,13,101,9,146,13,120,10,50,8,67,19,701,13,104,26,147,-,-,48,545,9,68,2,58,1,5,1,2,2,40,3,20,6,107,3,51,2,31,1,4,-,-,2,3,1,18,3,25,-,-,1,7,-,-,-,-,1,2,3,32,-,-,1,10,1,3,2,18,1,4,2,37,6,77,5,75,5,75,-,-,-,-,-,-,1,2,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,534,鉄鋼製品卸売業,1264,32155,1192,31667,131,5888,226,12684,115,5384,25,319,15,133,55,538,112,937,73,928,42,1721,12,63,84,731,16,63,13,96,9,101,6,38,20,154,34,282,21,236,23,198,24,267,41,260,35,229,59,412,1,5,66,422,16,110,6,18,1,2,5,36,3,11,4,22,1,1,-,-,5,21,1,9,2,13,1,7,4,47,3,12,-,-,3,20,-,-,-,-,1,4,1,7,3,31,3,10,-,-,-,-,-,-,3,41,6,66,6,66,6,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,535,非鉄金属卸売業,966,13571,843,13031,106,2925,75,1425,78,2461,25,473,13,188,63,656,57,364,31,216,45,1746,15,75,46,382,28,104,15,99,14,127,21,96,24,225,15,160,23,142,34,233,28,151,40,520,20,98,25,142,2,23,120,519,19,95,7,24,2,12,6,14,2,37,5,19,8,43,11,31,4,22,1,7,6,18,9,23,3,13,4,16,4,28,3,9,5,14,3,18,2,8,1,1,2,13,4,17,2,4,3,12,2,8,2,13,3,21,1,13,1,13,-,-,-,-,-,-,2,8,1,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,5,1,5,-,-,-,-,-,-
3,I,53,536,再生資源卸売業,1130,7658,946,6264,37,326,50,339,31,194,17,119,21,163,37,239,43,223,58,365,35,158,13,130,92,546,17,227,9,55,11,108,17,133,15,114,37,235,66,397,69,554,37,203,116,712,46,259,72,465,-,-,164,1277,35,375,7,32,2,19,10,44,10,77,10,61,4,23,7,35,15,196,3,12,5,62,7,38,7,70,1,2,4,16,3,16,2,3,2,8,2,15,5,23,5,58,5,19,1,3,7,54,3,10,2,6,20,117,18,110,13,96,4,12,1,2,-,-,2,7,1,6,1,6,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
2,I,54,000,機械器具卸売業,14185,365999,12296,341986,1437,44212,1255,46214,1461,77414,598,21584,554,10434,936,13829,383,5270,446,18212,869,34644,170,2562,739,19265,360,4081,391,11289,171,5571,233,2227,409,7527,210,2353,153,1522,349,4266,288,2671,350,2800,225,1418,306,2595,3,26,1846,23656,404,5405,198,2440,74,2013,67,589,55,883,117,1404,63,503,74,735,179,1284,27,208,54,456,69,1098,35,238,43,285,40,462,23,201,24,185,35,287,19,116,28,212,38,278,62,2569,23,110,29,423,16,131,50,1141,43,357,38,333,29,273,7,54,-,-,2,6,5,24,2,8,-,-,1,3,-,-,1,5,1,2,1,2,-,-,2,14,2,14,-,-,-,-,-,-
3,I,54,540,管理，補助的経済活動を行う事業所,294,7059,264,6843,25,452,12,202,37,3073,6,127,14,187,16,240,12,60,23,676,23,342,4,59,34,904,8,60,2,35,1,5,3,9,3,23,2,2,2,29,8,57,3,13,13,97,1,10,12,181,-,-,30,216,6,32,1,1,-,-,-,-,1,6,-,-,3,30,2,2,6,11,-,-,1,2,1,2,-,-,-,-,1,1,-,-,1,1,1,11,1,7,-,-,-,-,-,-,-,-,3,106,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
