固定資産台帳（H29.3.31現在）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
財産番号,財産枝番,資産名称,所在地,地目名称,設置場所,補助科目名称,会計名称,目的別資産区分,資産区分,償却対象区分,リース・PFI区分,売却可能区分,資産用途,資産構造,耐用年数,稼働年数,単価,数量,単位,面積,取得年度,取得日,売却・除却年度,売却・除却日,摘要,取得価額,期首簿価,減価償却累計額,評価増減等累計,除売却累計,当期取得額,当期減価償却額,当期評価増減等,当期除売却,期末簿価,予備1,予備2,予備3,予備4,予備5
備品20701001-151,0,印刷機,,,ボランティアセンター                                                                                ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,10,,1,,,平成18年度,2007/3/22,,,,"598,500",1,"598,499",0,0,0,0,0,0,1,5,18,,点字ﾌﾟﾘﾝﾀ KGSﾌﾞﾚｲﾙﾍﾞｰｼｯｸD                                                            ,1755_0
備品20701001-212,0,印刷機,,,すみだふれあいセンター                                                                              ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,5,,1,,,平成23年度,2011/5/31,,,,"1,953,000","390,600","1,952,999",0,0,0,"390,599",0,0,1,5,18,,,1756_0
備品20701001-258,0,印刷機,,,はなみずきホーム                                                                                    ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,5,9,,1,,,平成19年度,2008/2/29,,,,"944,140",1,"944,139",0,0,0,0,0,0,1,,,,印刷機･Satelio A460F,4397_0
備品20701004-19,0,製本機,,,吾嬬第二中学校                                                                                      ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,1,,1,台,,平成27年度,2016/2/26,,,自動丁合機 ﾗｲｵﾝ LC-5800 専用ﾃｰﾌﾞﾙ付                                                             ,"625,320","625,320","125,064",0,0,0,"125,064",0,0,"500,256",,,,,
備品20701004-20,0,製本機,,,両国中学校,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,0,,1,台,0,平成28年度,2016/11/30,,,伝票番号：0028881,"540,000",0,0,0,0,"540,000",0,0,0,"540,000",,,,丁合機ＬＣ－５００（専用テーブル付）,
備品20701004-9,0,製本機,,,桜堤中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,4,,1,,,平成24年度,2013/3/21,,,,"634,200","253,680","507,360",0,0,0,"126,840",0,0,"126,840",,,,丁合機                                                                                              ,4046_0
備品20801004-1,0,模型,,,すみだ産業会館                                                                                      ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,33,,1,,,昭和58年度,1983/9/1,,,,"1,600,000",1,"1,599,999",0,0,0,0,0,0,1,7,18,,墨田区産業ﾏｯﾌﾟ                                          ,1758_0
備品20801004-2,0,模型,,,すみだ産業会館                                                                                      ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,33,,1,,,昭和58年度,1983/9/1,,,,"1,550,000",1,"1,549,999",0,0,0,0,0,0,1,7,18,,墨田区観光ﾏｯﾌﾟ                                          ,1759_0
備品20801004-51,0,模型,,,すみだ環境ふれあい館（旧　文花小学校内）                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,3,,1,,,平成25年度,2013/10/21,,,,"1,000,000","750,000","375,000",0,0,0,"125,000",0,0,"625,000",,,,世界の家の模型1(ﾏﾁｹﾞﾝｶﾞ族の家),4393_0
備品20801004-52,0,模型,,,すみだ環境ふれあい館（旧　文花小学校内）                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,3,,1,,,平成25年度,2013/10/21,,,,"1,000,000","750,000","375,000",0,0,0,"125,000",0,0,"625,000",,,,世界の家の模型2(高地の家),4394_0
備品20801004-53,0,模型,,,すみだ環境ふれあい館（旧　文花小学校内）                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,3,,1,,,平成25年度,2013/10/21,,,,"1,000,000","750,000","375,000",0,0,0,"125,000",0,0,"625,000",,,,世界の家の模型3(ﾔﾗﾝｶﾞの家),4395_0
備品20801004-54,0,模型,,,すみだ環境ふれあい館（旧　文花小学校内）                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,3,,1,,,平成25年度,2013/10/21,,,,"1,000,000","750,000","375,000",0,0,0,"125,000",0,0,"625,000",,,,世界の家の模型4(ｹﾞﾙ),4396_0
備品20801005-10,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,25,,1,,,平成3年度,1991/10/25,,,,"25,750,000","25,750,000",0,0,0,0,0,0,0,"25,750,000",3,18,,肉筆画｢ほととぎす聞く遊君｣                                    ,1766_0
備品20801005-1073,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,18,,1,,,平成10年度,1999/2/10,,,,"6,300,000","6,300,000",0,0,0,0,0,0,0,"6,300,000",3,18,,｢大津絵と鬼｣                                           ,1977_0
備品20801005-108,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/5/7,,,,"4,120,000","4,120,000",0,0,0,0,0,0,0,"4,120,000",1,18,,北斎:木版画｢冨嶽三十六景 深川万年橋下｣                             ,1810_0
備品20801005-109,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/5/7,,,,"3,914,000","3,914,000",0,0,0,0,0,0,0,"3,914,000",1,18,,北斎:木版画｢冨嶽三十六景 隅田川関屋の里｣                            ,1811_0
備品20801005-11,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,25,,1,,,平成3年度,1991/11/20,,,,"4,841,000","4,841,000",0,0,0,0,0,0,0,"4,841,000",3,18,,版画｢風流男達八景｣                                        ,1767_0
備品20801005-110,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/5/7,,,,"3,708,000","3,708,000",0,0,0,0,0,0,0,"3,708,000",1,18,,北斎:木版画｢冨嶽三十六景 駿州江尻｣                               ,1812_0
備品20801005-1137,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,17,,1,,,平成11年度,2000/3/28,,,,"5,775,000","5,775,000",0,0,0,0,0,0,0,"5,775,000",3,18,,北斎写真画譜                                            ,1986_0
備品20801005-1148,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,17,,1,,,平成11年度,2000/3/28,,,,"8,400,000","8,400,000",0,0,0,0,0,0,0,"8,400,000",3,18,,三美人                                               ,1990_0
備品20801005-1171,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,16,,1,,,平成12年度,2000/10/31,,,,"19,450,000","19,450,000",0,0,0,0,0,0,0,"19,450,000",3,18,,山下白雨                                              ,1992_0
備品20801005-119,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/7/1,,,,"96,305,000","96,305,000",0,0,0,0,0,0,0,"96,305,000",3,18,,葛飾北斎:肉筆画｢貴人と官女図｣                                  ,1816_0
備品20801005-12,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,25,,1,,,平成3年度,1991/11/20,,,,"4,120,000","4,120,000",0,0,0,0,0,0,0,"4,120,000",3,18,,版画帖｢北斎摺物帖｣                                        ,1768_0
備品20801005-121,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/7/27,,,,"19,879,000","19,879,000",0,0,0,0,0,0,0,"19,879,000",1,18,,木版画｢芥子図｣(北斎作)                                     ,1817_0
備品20801005-13,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,25,,1,,,平成3年度,1991/12/10,,,,"37,286,000","37,286,000",0,0,0,0,0,0,0,"37,286,000",3,18,,肉筆画｢柳に燕｣                                          ,1769_0
備品20801005-148,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/10/1,,,,"51,500,000","51,500,000",0,0,0,0,0,0,0,"51,500,000",1,18,,北斎:版画｢賀奈川沖本杢之図｣                                   ,1824_0
備品20801005-15,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,26,,1,,,平成2年度,1990/7/11,,,,"3,605,000","3,605,000",0,0,0,0,0,0,0,"3,605,000",3,18,,版画 ｢富嶽三十六景 東海道吉田｣                                 ,1770_0
備品20801005-150,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/11/1,,,,"5,150,000","5,150,000",0,0,0,0,0,0,0,"5,150,000",1,18,,版本｢東都名所一覧｣(2冊組)                                   ,1825_0
備品20801005-151,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/11/1,,,,"4,532,000","4,532,000",0,0,0,0,0,0,0,"4,532,000",1,18,,版本｢画本狂歌 山満多山｣(3冊組)                                ,1826_0
備品20801005-1552,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,9,,1,,,平成19年度,2008/3/31,,,,"3,150,000","3,150,000",0,0,0,0,0,0,0,"3,150,000",3,18,,冨嶽三十六景 東海道金谷ﾉ不二                                                                      ,1995_0
備品20801005-1554,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,9,,1,,,平成19年度,2008/3/31,,,,"3,045,000","3,045,000",0,0,0,0,0,0,0,"3,045,000",3,18,,馬尽(駒形堂･御厩川岸･駒止石)                                                                    ,1997_0
備品20801005-156,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/11/1,,,,"3,914,000","3,914,000",0,0,0,0,0,0,0,"3,914,000",1,18,,版画｢冨嶽三十六景 隠田の水車｣                                  ,1829_0
備品20801005-1569,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,9,,1,,,平成19年度,2008/3/31,,,,"4,200,000","4,200,000",0,0,0,0,0,0,0,"4,200,000",3,18,,諸国瀧廻り 美濃ﾉ国 養老の滝                                                                      ,2004_0
備品20801005-157,0,古文書,,,すみだ北斎美術館                                                                                    ,美術品,区一般会計,総務,普通財産,償却対象でない,一括,売却不可資産,,,0,23,,1,,,平成5年度,1993/11/1,,,,"3,914,000","3,914,000",0,0,0,0,0,0,0,"3,914,000",1,18,,版画｢冨嶽三十六景 相州箱根湖水｣                                 ,1830_0
