"市区町村コード","番号","都道府県名","市区町村名","営業所名称","営業の種類","業態","営業所所在地","営業所方書","営業所電話番号","許可番号","初回許可年月日","許可日","許可開始日","許可満了日","最終確認日","経度","緯度","分類"
"","","","","","しゃぶしゃぶ　どん亭　中野店","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番８号","湯澤ビル　２階","5318-0240","29中環生食第1214号","平成23年3月29日","平成30年3月14日","平成30年4月1日","令和7年3月31日","","139.665742777169","35.7077869176459","食品等営業許可_届出一覧"
"","","","","","ロッテリア　中野サンモール店","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番８号","","03-3387-1216","28中環生食第712号","平成28年12月19日","平成28年12月19日","平成28年12月19日","令和5年12月31日","","139.665742777169","35.7077869176459","食品等営業許可_届出一覧"
"","","","","","ロッテリア　中野サンモール店","【～Ｒ３．５】菓子製造業（その他・その他）","中野五丁目５９番８号","","03-3387-1216","28中環生食第713号","平成28年12月19日","平成28年12月19日","平成28年12月19日","令和5年12月31日","","139.665742777169","35.7077869176459","食品等営業許可_届出一覧"
"","","","","","ロッテリア　中野サンモール店","【～Ｒ３．５】菓子製造業（その他・その他）","中野五丁目５９番８号","","03-3387-1216","28中環生食第973号","平成29年3月17日","平成29年3月17日","平成29年3月17日","令和6年3月31日","","139.665742777169","35.7077869176459","食品等営業許可_届出一覧"
"","","","","","ブルース＆ジャズラウンジ　ブライト　ブラウン","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番９号","２階","","29中環生食第366号","平成10年6月12日","平成29年6月27日","平成29年7月1日","令和6年6月30日","","139.665872461851","35.7076029277862","食品等営業許可_届出一覧"
"","","","","","目利きの銀次","【～Ｒ３．５】飲食店営業（一般・大衆酒場）","中野五丁目５９番９号","澤仙ビル１階２階","5380-3488","2中健衛食第61号","平成11年5月11日","令和2年5月26日","令和2年6月1日","令和9年5月31日","","139.665872461851","35.7076029277862","食品等営業許可_届出一覧"
"","","","","","目利きの銀次","⑬ その他の食料・飲料販売業","中野五丁目５９番９号","澤仙ビル１階２階","5380-3488","3中健衛食第1937号","","","","","","139.665872461851","35.7076029277862","食品等営業許可_届出一覧"
"","","","","","魚民","【～Ｒ３．５】飲食店営業（一般・大衆酒場）","中野五丁目５９番９号","澤仙ビル１階２階３階","5380-9888","2中健衛食第62号","平成11年5月11日","令和2年5月26日","令和2年6月1日","令和9年5月31日","","139.665872461851","35.7076029277862","食品等営業許可_届出一覧"
"","","","","","魚民","⑬ その他の食料・飲料販売業","中野五丁目５９番９号","澤仙ビル１階２階３階","5380-9888","3中健衛食第1940号","","","","","","139.665872461851","35.7076029277862","食品等営業許可_届出一覧"
"","","","","","居楽屋　白木屋","⑬ その他の食料・飲料販売業","中野五丁目５９番９号","澤仙第２ビル　１階２階","03-5343-2988","3中健衛食第1933号","","","","","","139.665872461851","35.7076029277862","食品等営業許可_届出一覧"
"","","","","","居楽屋　白木屋","飲食店営業［一般飲食店］","中野五丁目５９番９号","澤仙第２ビル　１階２階","03-5343-2988","4中健衛食第755号","令和5年3月7日","令和5年3月7日","令和5年3月7日","令和12年3月31日","","139.665872461851","35.7076029277862","食品等営業許可_届出一覧"
"","","","","","割烹　澤千","【～Ｒ３．５】飲食店営業（一般・日本料理）","中野五丁目５９番９号","３階","03-3387-0215","2中健衛食第1012号","令和3年1月5日","令和3年1月5日","令和3年1月5日","令和10年1月31日","","139.665872461851","35.7076029277862","食品等営業許可_届出一覧"
"","","","","","焼肉とらじ","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番１０号","","3389-0755","28中環生食第836号","昭和63年1月26日","平成29年1月20日","平成29年2月1日","令和6年1月31日","","139.665888016813","35.7078281903383","食品等営業許可_届出一覧"
"","","","","","すしざんまい中野店","【～Ｒ３．５】飲食店営業（すし屋）","中野五丁目５９番１０号","ＧＣⅡビル１、２Ｆ","","28中環生食第290号","平成28年8月8日","平成28年8月8日","平成28年8月8日","令和5年8月31日","","139.665888016813","35.7078281903383","食品等営業許可_届出一覧"
"","","","","","らんまん","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番１０号","","03-3387-0031","31中健衛食第85号","令和1年5月13日","令和1年5月13日","令和1年5月13日","令和7年5月31日","","139.665888016813","35.7078281903383","食品等営業許可_届出一覧"
"","","","","","らんまん","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番１０号","","03-3387-0031","31中健衛食第254号","令和1年7月12日","令和1年7月12日","令和1年7月12日","令和7年7月31日","","139.665888016813","35.7078281903383","食品等営業許可_届出一覧"
"","","","","","らんまん","【～Ｒ３．５】魚介類販売業（一般）","中野五丁目５９番１０号","","03-3387-0031","2中健衛食第1131号","令和3年2月8日","令和3年2月8日","令和3年2月8日","令和9年2月28日","","139.665888016813","35.7078281903383","食品等営業許可_届出一覧"
"","","","","","らんまん","⑱ 調味料製造・加工業","中野五丁目５９番１０号","","03-3387-0031","3中健衛食第1785号","","","","","","139.665888016813","35.7078281903383","食品等営業許可_届出一覧"
"","","","","","焼肉とらじ","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番１０号","","03-3388-9538","2中健衛食第157号","令和2年5月26日","令和2年5月26日","令和2年5月26日","令和9年5月31日","","139.665888016813","35.7078281903383","食品等営業許可_届出一覧"
"","","","","","餃子酒場","飲食店営業［一般飲食店］","中野五丁目５９番１０号","ＧＣⅡビル　Ｂ１","03-5942-9399","3中健衛食第1203号","令和3年9月29日","令和3年9月29日","令和3年9月29日","令和10年9月30日","","139.665888016813","35.7078281903383","食品等営業許可_届出一覧"
"","","","","","とりいちず　中野北口店","【～Ｒ３．５】飲食店営業（一般・大衆酒場）","中野五丁目５９番１１号","筑紫ビル１～３Ｆ","","30中環生食第138号","平成30年5月11日","平成30年5月11日","平成30年5月11日","令和7年5月31日","","139.666123420994","35.7078235607095","食品等営業許可_届出一覧"
"","","","","","焼肉　好味亭","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番１２号","","5380-4129","29中環生食第199号","平成3年5月21日","平成29年5月22日","平成29年6月1日","令和6年5月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","カラオケ＆パブ　風恋人","【～Ｒ３．５】飲食店営業（一般・スナック）","中野五丁目５９番１２号","地下１階","5380-6577","30中環生食第235号","平成12年5月16日","平成30年5月31日","平成30年6月1日","令和6年5月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","鳥貴族　中野北口店","飲食店営業［一般飲食店］","中野五丁目５９番１２号","ピカイチ本館ビル　２階","5345-5766","5中健衛食第65号","令和5年5月17日","令和5年5月17日","令和5年5月17日","令和11年5月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","玄品　中野","【～Ｒ３．５】飲食店営業（一般・大衆酒場）","中野五丁目５９番１２号","ピカ一ビル　１階","3388-4329","31中健衛食第776号","平成18年1月17日","令和2年1月21日","令和2年2月1日","令和9年1月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","玄品　中野","【～Ｒ３．５】魚介類販売業（一般）","中野五丁目５９番１２号","ピカ一ビル　１階","3388-4329","2中健衛食第411号","令和2年7月15日","令和2年7月15日","令和2年7月15日","令和9年7月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","Ｊ－ＪＵＫＥ８０’Ｓ","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番１２号","中島ビル　地下１階","03-5380-3030","28中環生食第993号","平成22年3月31日","平成29年3月21日","平成29年4月1日","令和6年3月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","鳥やす　中野店","飲食店営業［一般飲食店］","中野五丁目５９番１２号","中島ビル　１～３階","03-3385-2330","3中健衛食第1029号","令和3年8月13日","令和3年8月13日","令和3年8月13日","令和10年8月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","ＢＯＴＴＬＥ　ＢＡＲ　ＨＩＬＬＳ","【～Ｒ３．５】飲食店営業（バー・キャバレー）","中野五丁目５９番１２号","石井ビル２Ｆ","03-3319-9080","29中環生食第71号","平成29年4月25日","平成29年4月25日","平成29年4月25日","令和6年4月30日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","永遠樹","【～Ｒ３．５】飲食店営業（バー・キャバレー）","中野五丁目５９番１２号","ピカ一本館ビル地下１階Ｂ０１","5380-4377","29中環生食第157号","平成29年5月12日","平成29年5月12日","平成29年5月12日","令和6年5月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","ハニスタ","【～Ｒ３．５】飲食店営業（一般・その他）","中野五丁目５９番１２号","ピカー本館ビルＢ１","03-5942-9229","30中環生食第660号","平成30年11月15日","平成30年11月15日","平成30年11月15日","令和6年11月30日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","ｅａｓｅ","【～Ｒ３．５】飲食店営業（バー・キャバレー）","中野五丁目５９番１２号","ピカー本館ビル地下Ⅰ階　Ｂ０３","03-5318-9708","30中環生食第1005号","平成31年3月14日","平成31年3月14日","平成31年3月14日","令和7年3月31日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
"","","","","","プラザ","【～Ｒ３．５】飲食店営業（バー・キャバレー）","中野五丁目５９番１２号","ピカ一本館ビルＢ１階Ｂ０３","","2中健衛食第1155号","令和3年2月16日","令和3年2月16日","令和3年2月16日","令和9年2月28日","","139.666295202699","35.7078559546934","食品等営業許可_届出一覧"
