"資産名称","施設名称","施設類型","所在地","補助科目名称","数量","単位","取得年度","取得価額","減価償却累計額","当期減価償却額","期末簿価","経度","緯度","分類"
"改修_江古田小学校　特別教室冷暖房設備整備","江古田小学校","A07_小学校","江古田2-13-28","建物付属設備","0","","令和元年度","18406300","3699666","1233222","14706634","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"整備_桃園区民活動センター　低圧引込化","桃園区民活動センター","A28_区民活動センター","中央4-57-1","建物付属設備","0","","令和元年度","9666800","1943025","647675","7723775","139.667329508614","35.7022896069225","固定資産台帳_事業用資産_建物等_資産別"
"改修_西中野小学校　教室階段","西中野小学校","A07_小学校","白鷺3-9-2","建物","0","","令和元年度","1545480","102000","34000","1443480","139.630648012991","35.7208878120389","固定資産台帳_事業用資産_建物等_資産別"
"改修_歴史民俗資料館　電気設備","歴史民俗資料館","A03_博物館等","江古田4-3-4","建物付属設備","0","","令和元年度","75803400","15236481","5078827","60566919","139.665036753402","35.7243232298674","固定資産台帳_事業用資産_建物等_資産別"
"改修_歴史民俗資料館　機械設備","歴史民俗資料館","A03_博物館等","江古田4-3-4","建物付属設備","0","","令和元年度","17578000","3533178","1177726","14044822","139.665036753402","35.7243232298674","固定資産台帳_事業用資産_建物等_資産別"
"改修_歴史民俗資料館　内装","歴史民俗資料館","A03_博物館等","江古田4-3-4","建物付属設備","0","","令和元年度","11443000","686580","228860","10756420","139.665036753402","35.7243232298674","固定資産台帳_事業用資産_建物等_資産別"
"改修_歴史民俗資料館　外壁","歴史民俗資料館","A03_博物館等","江古田4-3-4","建物付属設備","0","","令和元年度","3298000","197880","65960","3100120","139.665036753402","35.7243232298674","固定資産台帳_事業用資産_建物等_資産別"
"改修_区役所庁舎　３階会派控室他電気設備","区役所庁舎","A26_本庁舎","中野4-8-1","建物付属設備","0","","令和元年度","1296000","260496","86832","1035504","139.663737226103","35.7068716920706","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野東中学校跡施設　天井等","中野東中学校跡施設","A08_中学校","東中野5-12-1","建物","0","","令和元年度","8197740","541050","180350","7656690","139.688668972455","35.7083404615207","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野中学校　水飲栓直結給水化","南中野中学校","A08_中学校","南台5-22-17","建物付属設備","0","","令和元年度","11234237","2258079","752693","8976158","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　校舎照明器具","江古田小学校","A07_小学校","江古田2-13-28","建物付属設備","0","","令和元年度","9766000","1962966","654322","7803034","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"改修_武蔵台小学校　体育館非構造部材耐震対策","武蔵台小学校","A07_小学校","上鷺宮5-1-1","建物","0","","令和元年度","31724136","2093790","697930","29630346","139.62951716535","35.7274406150234","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　水飲栓直結給水化","緑野中学校","A08_中学校","丸山1-1-19","建物付属設備","0","","令和元年度","19166837","3852534","1284178","15314303","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野小学校　プール棟トイレ洋式化","緑野小学校","A07_小学校","丸山1-17-1","建物付属設備","0","","令和元年度","17437680","3504972","1168324","13932708","139.657358275999","35.725599467621","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台小学校　体育館屋根遮熱塗装","南台小学校","A07_小学校","南台4-4-1","建物付属設備","0","","令和元年度","17391000","3495591","1165197","13895409","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　体育館屋根遮熱塗装","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","0","","令和元年度","7922191","522864","174288","7399327","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　体育館外壁遮熱塗装","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","0","","令和元年度","6455119","426036","142012","6029083","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_第七中学校　体育館屋根遮熱塗装","第七中学校","A08_中学校","江古田2-9-11","建物","0","","令和元年度","17160000","1132560","377520","16027440","139.668060231201","35.7247158520865","固定資産台帳_事業用資産_建物等_資産別"
"改修_塔山小学校　体育館非構造部材耐震対策","塔山小学校","A07_小学校","中央1-49-1","建物","0","","令和元年度","26071956","1720749","573583","24351207","139.683745675354","35.7008431179998","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　体育館非構造部材耐震対策","江古田小学校","A07_小学校","江古田2-13-28","建物","0","","令和元年度","33631200","2219658","739886","31411542","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"整備_かみさぎ特別養護老人ホーム　避難器具設置","かみさぎ特別養護老人ホーム","C03_介護保険施設（特別養護老人ホーム","上鷺宮3-17-4","建物付属設備","0","","令和元年度","24575580","4939689","1646563","19635891","139.631453723047","35.7351799543005","固定資産台帳_事業用資産_建物等_資産別"
"改修_障害者福祉会館　トイレ","障害者福祉会館","A18_障害福祉施設（障害者通所施設）","沼袋2-40-18","建物付属設備","0","","令和元年度","67851388","13638126","4546042","54213262","139.663046943301","35.7236111514129","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　再編に伴う施設整備（第二期）給食室","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","0","","令和元年度","18016714","1189101","396367","16827613","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　再編に伴う施設整備（第二期）建具","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","0","","令和元年度","52048286","3435186","1145062","48613100","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野第一小学校　体育館非構造部材落下対策","中野第一小学校跡施設","A07_小学校","弥生町1-25-1","建物","0","","令和元年度","21505500","1419363","473121","20086137","139.679672509467","35.6921565312977","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野第一小学校　体育館内装","中野第一小学校跡施設","A07_小学校","弥生町1-25-1","建物","0","","令和元年度","23895000","1577070","525690","22317930","139.679672509467","35.6921565312977","固定資産台帳_事業用資産_建物等_資産別"
"改修_明和中学校　体育館照明","明和中学校","A08_中学校","若宮1-1-18","建物付属設備","0","","令和元年度","1281960","257673","85891","1024287","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"改修_上鷺宮小学校　特別教室冷暖房設備整備","上鷺宮小学校","A07_小学校","上鷺宮1-24-36","建物付属設備","0","","令和元年度","27769280","5581623","1860541","22187657","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_資産別"
"改修_北中野中学校　特別教室冷暖房設備整備","北中野中学校","A08_中学校","上鷺宮5-7-1","建物付属設備","0","","令和元年度","21818720","4385562","1461854","17433158","139.628531037127","35.7283430913153","固定資産台帳_事業用資産_建物等_資産別"
"整備_区役所庁舎　住民情報システム電源増設","区役所庁舎","A26_本庁舎","中野4-8-1","建物付属設備","0","","令和元年度","1295800","260454","86818","1035346","139.663737226103","35.7068716920706","固定資産台帳_事業用資産_建物等_資産別"
"改修_塔山小学校　総合防水（第三期）トイレ洋式化","塔山小学校","A07_小学校","中央1-49-1","建物付属設備","0","","令和元年度","32780000","6588780","2196260","26191220","139.683745675354","35.7008431179998","固定資産台帳_事業用資産_建物等_資産別"
"改修_塔山小学校　総合防水（第三期）特別教室冷房化及び更新","塔山小学校","A07_小学校","中央1-49-1","建物付属設備","0","","令和元年度","15570500","3129669","1043223","12440831","139.683745675354","35.7008431179998","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　建具","北原小学校","A07_小学校","野方6-30-6","建物","0","","令和元年度","43257500","2854995","951665","40402505","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_上高田区民活動センター　トイレ","上高田区民活動センター","A28_区民活動センター","上高田2-11-1","建物付属設備","0","","令和元年度","46763700","9399501","3133167","37364199","139.672564451814","35.7115506405589","固定資産台帳_事業用資産_建物等_資産別"
