"ページURL","分類","第1分類","第2分類","開催日時","ページタイトル","問い合わせ先1","問い合わせ先電話番号1","問い合わせ先ファックス番号1","問い合わせ先2","問い合わせ先電話番号2","問い合わせ先ファックス番号2","問い合わせ先3","問い合わせ先電話番号3","問い合わせ先ファックス番号3","問い合わせ先4","問い合わせ先電話番号4","問い合わせ先ファックス番号4","問い合わせ先5","問い合わせ先電話番号5","問い合わせ先ファックス番号5","問い合わせ先6","問い合わせ先電話番号6","問い合わせ先ファックス番号6","問い合わせ先フリー入力","内容","対象","開催日詳細","ところ","定員","費用","申し込み","持ち物","その他","関連資料URL1","関連資料タイトル1","関連資料URL2","関連資料タイトル2","関連資料URL3","関連資料タイトル3","関連資料URL4","関連資料タイトル4","関連資料URL5","関連資料タイトル5","関連リンクURL1","関連リンクタイトル1","関連リンクURL2","関連リンクタイトル2","関連リンクURL3","関連リンクタイトル3","関連リンクURL4","関連リンクタイトル4","関連リンクURL5","関連リンクタイトル5","緯度","経度",
"https://www.city.minato.tokyo.jp/kouhou/event/240917-communitycafe.html","008004000000","港区イベントカレンダー","高輪地区","2024年9月17日","コミュニティ・カフェ高輪in HUGミニ講演会　大使夫人による「キルギス共和国の紹介」","","","","","","","","","","","","","","","","","","","高輪地区CCクラブ代表　太田 則義
電話：090-2556-0222
メール：noriohta@cscpt.jp
チャレンジコミュニティ・クラブホームページ（関連リンク参照）","","どなたでも","午後2時から午後3時30分","高輪区民協働スペース","40人程度（会場先着順）","","当日直接会場へ。","","","","","","","","","","","","","http://www.minato-ccc.jp/","チャレンジコミュニティ・クラブホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240923-mizubefesta.html","008005000000","港区イベントカレンダー","芝浦港南地区","2024年9月23日","第18回水辺フェスタ","芝浦港南地区総合支所協働推進課地区政策担当","03-6400-0013","03-5445-4590","","","","","","","","","","","","","","","","","芝浦および海岸二丁目・三丁目、港南、台場地域から申し込みのあった選手たちが、6人1組のゴムボートに乗り、力を合わせてレースを繰り広げます。ステージイベントの他、当日参加可能なエンジン付きボート体験やビーチゲーム等も実施予定です。","どなたでも
※18歳未満のお子さんがエンジン付きボート体験に参加する場合は、18歳以上の大人1人の同伴または保護者の承諾書が必要です。","午前11時から午後4時頃","都立お台場海浜公園（台場一丁目4番）","","","当日直接会場へ。
※ボートレースの申し込みは終了しました。詳しくは港区ホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/shiba-kouchikusei/mizubefesta/2024/kaisaikokuchi.html","港区ホームページ","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241004-aquabics.html","008005000000","港区イベントカレンダー","芝浦港南地区","2024年10月4日から2024年12月6日","夜のアクアビクス教室","","","","","","","","","","","","","","","","","","","","","16歳以上の区内在住・在勤者","（毎週金曜・全10回）午後7時から午後7時45分","港南いきいきプラザ","12人（抽選）","7,700円（参加費）","電話または直接、9月15日（日曜）までに、港南いきいきプラザへ。
電話：03-3450-9915","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240914-tokyobay.html","008005000000","港区イベントカレンダー","芝浦港南地区","2024年9月14日","東京ベイお台場クリーンアップ大作戦「お台場を泳げる海に！ハダシで歩ける砂浜に！」","","","","","","","","","","","","","","","","","","","Kissポート財団広報・事業推進課
電話：03-5770-6837
","","どなたでも","午前10時から午前11時","都立お台場海浜公園周辺（台場一丁目4番）","","","当日直接会場へ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240922-eigajoei.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月22日から2024年9月23日","駐日コソボ共和国大使館主催　映画「HIVE in Tokyo/ハイブ イン トウキョウ」上映会","","","","","","","","","","","","","","","","","","","コソボ共和国大使館
電話：03-6809-2577
","","どなたでも","午前11時30分から午後1時30分","リーブラホール（みなとパーク芝浦1階）","各120人（申込順）","","申し込みフォーム（関連リンク参照）からお申し込みください。","","","","","","","","","","","","","https://docs.google.com/forms/d/e/1FAIpQLSfCH6XOml4qekgg2Nrtc7QKnxNXI8e0kl3sQDy5Pgt7M-lIGg/viewform?usp=send_form","申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240921-hikikomorigakushukai.html","008005000000","港区イベントカレンダー","芝浦港南地区","2024年9月21日","ひきこもり学習会「自分が居てもいいと思える場所とは～それぞれの経験談から～」","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学で、ひきこもり等の生きづらさを抱えた人やその家族・支援者","午後1時30分から午後3時30分","芝浦区民協働スペース（みなとパーク芝浦1階）","20人（本人やその家族優先で申込順）","","電話・ファックスまたは申し込みフォーム（関連リンク参照）で、氏名・電話番号を明記の上、9月18日（水曜）までに、社会福祉法人港区社会福祉協議会地域福祉係へ。
電話：03-6230-0281　ファックス：03-6230-0285","","","","","","","","","","","","","https://docs.google.com/forms/d/e/1FAIpQLSd-4PHz2zuBruRJXX9M1Tu86xbKP6k503xRke4kqYjFuv8gAQ/viewform","申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240928-chikichikara.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月28日","困った行動のウラには何がある？～人を支える地域のチカラ～","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者","午後2時から午後4時","麻布地区総合支所2階","30人（申込順）","","電話・ファックスまたは申し込みフォーム（関連リンク参照）で、氏名・電話番号を明記の上、9月26日（木曜）までに、社会福祉法人港区社会福祉協議会地域福祉係へ。
※手話通訳が必要な人は、9月13日（金曜）までにお申し出ください。
電話：03-6230-0281　ファックス：03-6230-0285","","","","","","","","","","","","","https://docs.google.com/forms/d/e/1FAIpQLScBlyiXteXHuelEqjwt1N4aYHnwgjiFXVxkkjZJpfPYzZZN0w/viewform","申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241002-volunteeryose.html","008009000000","港区イベントカレンダー","地区指定なし","2024年10月2日から2024年10月31日","ボランティア・スキルアップ講座「傾聴ボランティア養成講座」","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学で、傾聴ボランティア活動を行う意欲のある人","（1）講座：10月2日（水曜）午前10時から正午、午後1時から午後3時、10月16日（水曜）午後1時30分から午後3時30分、10月30日（水曜）午前10時から正午、午後1時から午後3時、11月13日（水曜）午前10時から正午
（2）施設体験：10月31日（木曜）から11月8日（金曜）のうち平日1回
※日時は施設により異なります。","（1）麻布区民協働スペース
（2）指定の施設","20人（講座・施設体験全てに参加できる人優先で申込順）","無料
※別途ボランティア保険料350円から1400円がかかります。","電話またはファックスで、住所・氏名・電話番号を明記の上、10月1日（火曜）までに、社会福祉法人港区社会福祉協議会ボランティア・地域活動支援係（みなとボランティアセンター）へ。
電話：03-6230-0284　ファックス：03-6230-0285","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/241012-kaigoyose.html","008009000000","港区イベントカレンダー","地区指定なし","2024年10月12日から2024年12月14日","介護家族サポーター養成講座～ケアする家族を地域で支えるために～","保健福祉支援部高齢者支援課高齢者相談支援係","03-3578-2411","03-3578-2419","","","","","","","","","","","","","","","","","","区内在住・在勤・在学で、3日間参加できる人","10月12日（土曜）・10月19日（土曜）午前10時から午後4時、12月14日（土曜）午後1時30分から午後4時30分","介護予防総合センター（みなとパーク芝浦2階）","20人（申込順）","","電話で、9月4日（水曜）から9月30日（月曜）に、みなとコール（受付時間：午前9時（初日は午後2時）から午後5時）へ。
電話：03-5472-3710
申し込みフォーム（関連リンク参照）からも申し込めます。","","","","","","","","","","","","","https://minato-event.jp/reservations/mail-add?reservation_type=3&user_authority_id=1&event_id=141&usage_timestamp_from=2024%2F10%2F12+10%3A00","申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240930-kenkokoza.html","008009000000","港区イベントカレンダー","地区指定なし","2024年9月30日","健康講座「あなたの食生活、大丈夫？若いうちから知っておきたい、『脂質異常症』のこと」","みなと保健所健康推進課健康づくり係","03-6400-0083","03-3455-4539","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者","午前10時から正午","みなと保健所","60人（申込順）
※保育あり（4カ月から就学前、6人。9月20日（金曜）までに、申込時にお申し出ください）","","電話で、9月27日（金曜）までに、みなとコール（受付時間：午前9時から午後5時）へ。
電話：03-5472-3710","","","","","","","","","","","","","","","","","","","","","","","","",
