"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"社福法人","足立若葉保育園","120-0004","足立区東綾瀬１－１６－２１","139.835037","35.765252","JGD2011","03-3620-1592","120"
"社福法人","東部若葉保育園","120-0004","足立区東綾瀬１－２５－２３","139.829918","35.765888","JGD2011","03-5613-0230","122"
"営利法人","東綾瀬きらきら保育園","120-0004","足立区東綾瀬２－１７－８","139.834512","35.768199","JGD2011","03-5682-2620","100"
"社福法人","あやせババール園","120-0004","足立区東綾瀬３－９－１","139.834723","35.769721","JGD2011","03-5613-8851","103"
"営利法人","恵・ＹＯＵ保育園","120-0004","足立区東綾瀬１－９－４　プラザ白うめ","139.832091","35.764252","JGD2011","03-5697-2597","69"
"営利法人","トレジャーキッズあやせ保育園","120-0005","足立区綾瀬１－２９－９","139.823603","35.759766","JGD2011","03-6662-6868","60"
"営利法人","キッズガーデン足立綾瀬","120-0005","足立区綾瀬４－１７－４","139.823216","35.765179","JGD2011","03-6802-5390","71"
"営利法人","あい・あい保育園綾瀬六丁目園","120-0005","足立区綾瀬６－７－１３","139.822763","35.770918","JGD2011","03-6802-6705","70"
"営利法人","チェリッシュ綾瀬保育園","120-0005","足立区綾瀬３－１３－１　リプル綾瀬１０１","139.827877","35.764396","JGD2011","03-3628-7667","66"
"営利法人","にじいろ保育園綾瀬","120-0005","足立区綾瀬６－２０－７","139.825394","35.769596","JGD2011","03-5849-3435","82"
"社福法人","チェリー保育園","120-0006","足立区谷中２－１６－１６","139.832843","35.774626","JGD2011","03-3896-1425","100"
"社福法人","北綾瀬聖華保育園","120-0006","足立区谷中１－３２－９","139.834521","35.773842","JGD2011","03-3605-2688","140"
"区市町村","やよい保育園","120-0011","足立区中央本町１－９－３－１０５","139.803945","35.771989","JGD2011","03-3889-9580","100"
"区市町村","青井保育園","120-0012","足立区青井３－２４－２－１０１","139.819702","35.772576","JGD2011","03-3889-0241","102"
"社福法人","聖華こうどう保育園","120-0013","足立区弘道１－７－１","139.813995","35.767014","JGD2011","03-3849-3271","132"
"社福法人","西綾瀬りりおっこ保育園","120-0014","足立区西綾瀬４－２－４","139.818567","35.762899","JGD2011","03-3848-4785","122"
"区市町村","五反野保育園","120-0015","足立区足立２－２６－１４","139.810743","35.761455","JGD2011","03-3848-4791","135"
"社福法人","高和保育園","120-0015","足立区足立４－３１－１７","139.806468","35.765038","JGD2011","03-3886-5075","80"
"その他","子ひばり保育園","120-0015","足立区足立２－３３－２","139.812029","35.760871","JGD2011","03-3887-1701","70"
"社福法人","北千住太陽保育園","120-0021","足立区日ノ出町１９－３","139.811513","35.75137","JGD2011","03-3881-9333","99"
"社福法人","日ノ出町保育園","120-0021","足立区日ノ出町１５－１","139.809982","35.750959","JGD2011","03-3881-6660","195"
"社福法人","北千住どろんこ保育園","120-0021","足立区日ノ出町４１－１４","139.808391","35.754128","JGD2011","03-5284-9512","90"
"営利法人","キッズガーデン足立柳原","120-0022","足立区柳原１－３０－７","139.811783","35.745316","JGD2011","03-5284-9971","65"
"営利法人","うぃず千住曙町保育園","120-0023","足立区千住曙町１７－３","139.814722","35.743952","JGD2011","03-5284-7712","110"
"営利法人","まなびの森保育園関屋","120-0023","足立区千住曙町１０－３","139.813416","35.743332","JGD2011","03-6812-0922","80"
"区市町村","せきや保育園","120-0024","足立区千住関屋町１６－１","139.805595","35.742007","JGD2011","03-3888-6210","75"
"区市町村","千住あずま保育園","120-0025","足立区千住東２－２０－１７","139.809555","35.744718","JGD2011","03-3881-1293","146"
"営利法人","あい保育園千住大橋","120-0037","足立区千住河原町６－１２","139.796004","35.745104","JGD2011","03-6806-1758","70"
"社福法人","うぃず千住大橋駅前保育園","120-0038","足立区千住橋戸町２ー６","139.795504","35.740921","JGD2011","03-6806-2871","120"
"営利法人","クレアナーサリー千住大橋","120-0038","足立区千住橋戸町１－１３","139.795307","35.742474","JGD2011","03-6806-2456","60"
"区市町村","千住保育園","120-0041","足立区千住元町１６－９","139.793631","35.754705","JGD2011","03-3881-4801","125"
"社福法人","北千住もみじの森保育園","120-0042","足立区千住龍田町６－２２","139.795209","35.751245","JGD2011","03-5284-8053","80"
"営利法人","たんぽぽ保育所北千住園","120-0043","足立区千住宮元町３１－８","139.79451","35.749802","JGD2011","03-5244-2511","70"
"営利法人","北千住こども園","120-0043","足立区千住宮元町２５－５","139.796542","35.747901","JGD2011","03-5244-0066","85"
"区市町村","緑町保育園","120-0044","足立区千住緑町２－１７－１１","139.792437","35.745445","JGD2011","03-3888-2288","68"
"営利法人","まなびの森保育園千住大橋","120-0044","足立区千住緑町２－５－１０","139.79444","35.745179","JGD2011","03-3870-0220","80"
"区市町村","宮城保育園","120-0047","足立区宮城１－５－６－１０１","139.75312","35.757526","JGD2011","03-3919-2236","50"
"社福法人","三星保育園","120-0047","足立区宮城１－２８－７","139.757195","35.759034","JGD2011","03-3911-1868","140"
"区市町村","中央本町保育園","121-0011","足立区中央本町４－１１－３９","139.807298","35.77392","JGD2011","03-3848-4771","116"
"営利法人","足立梅島雲母保育園","121-0011","足立区中央本町５－１－２","139.803314","35.777344","JGD2011","03-5845-6333","65"
"営利法人","明日葉保育園青井園","121-0012","足立区青井４－６－２１","139.816611","35.774592","JGD2011","03-5888-6723","65"
"社福法人","神明町保育園","121-0051","足立区神明２－１０－４","139.834987","35.794587","JGD2011","03-3605-2737","100"
"区市町村","六木保育園","121-0052","足立区六木１－５－１０－１０１","139.838386","35.790315","JGD2011","03-3605-2709","102"
"区市町村","辰沼保育園","121-0054","足立区辰沼１－２－７－１０１","139.835401","35.78481","JGD2011","03-3605-2806","107"
"社福法人","きたあやせこころ保育園","121-0055","足立区加平３－１２－８","139.827901","35.780653","JGD2011","03-5849-5431","97"
"営利法人","未来っ子保育園北加平町園","121-0056","足立区北加平町５－２","139.828496","35.783436","JGD2011","03-6802-5621","66"
"区市町村","花畑桑袋保育園","121-0061","足立区花畑８－５－１５－１０１","139.82154","35.813507","JGD2011","03-3850-2538","66"
"社福法人","レイモンド花畑保育園","121-0061","足立区花畑３－４２－８","139.814866","35.806102","JGD2011","03-5831-5957","170"
"区市町村","北保木間保育園","121-0062","足立区南花畑５－１５－３－１０１","139.811111","35.796206","JGD2011","03-3883-2424","75"
"区市町村","東花畑保育園","121-0062","足立区南花畑４－１１－６－１０１","139.818096","35.794765","JGD2011","03-3885-6924","85"
"社福法人","六町あづま保育園","121-0062","足立区南花畑１－１３－４","139.824471","35.786819","JGD2011","03-5242-4400","123"
"社福法人","六町保育園","121-0062","足立区南花畑２－２５－１１","139.821138","35.790151","JGD2011","03-5831-5868","100"
"区市町村","南保木間保育園","121-0063","足立区東保木間１－５－１６－１０１","139.812358","35.790365","JGD2011","03-3883-9171","80"
"社福法人","愛隣保育園","121-0063","足立区東保木間１－１０－１６","139.81258","35.787913","JGD2011","03-3883-2233","30"
"区市町村","東保木間保育園","121-0063","足立区東保木間１－２５－２－１０１","139.815436","35.790032","JGD2011","03-3858-4401","102"
"区市町村","保木間保育園","121-0064","足立区保木間３－２５－９","139.807597","35.796715","JGD2011","03-3850-3932","141"
"営利法人","たんぽぽ保育所六町園","121-0073","足立区六町３－７－４７　フェルックス１Ｆ","139.81896","35.78568","JGD2011","03-5851-2510","70"
"営利法人","たんぽぽ保育所第二六町園","121-0073","足立区六町２－７－３２","139.818141","35.783563","JGD2011","03-5851-1155","76"
"社福法人","野のはな保育園","121-0074","足立区西加平１－１－５","139.819827","35.778278","JGD2011","03-3885-0081","80"
"営利法人","六町駅前保育園","121-0074","足立区西加平２－６－２","139.821621","35.781161","JGD2011","03-3858-0606","99"
"社福法人","東栗原保育園","121-0075","足立区一ツ家２－１５－１４－１０１","139.81243","35.784258","JGD2011","03-3884-1467","73"
"営利法人","クレアナーサリー足立さくら園","121-0075","足立区一ツ家３－４－４","139.811789","35.779911","JGD2011","03-5856-6608","85"
"区市町村","平野保育園","121-0076","足立区平野３－１８－１－１０１","139.806453","35.785521","JGD2011","03-3850-2549","91"
"社福法人","伊興すみれ保育園","121-0801","足立区東伊興３－３－４","139.790093","35.798605","JGD2011","03-3890-8133","151"
"区市町村","西保木間保育園","121-0812","足立区西保木間２－１７－５－１０１","139.799767","35.801983","JGD2011","03-3883-4100","84"
"区市町村","水神橋保育園","121-0812","足立区西保木間４－１２－４","139.798334","35.80501","JGD2011","03-3883-2906","101"
"区市町村","竹の塚北保育園","121-0813","足立区竹の塚６－１８－２","139.793265","35.797253","JGD2011","03-3884-5900","117"
"その他","渕江保育園","121-0813","足立区竹の塚２－９－３","139.796895","35.78906","JGD2011","03-3858-7533","37"
"区市町村","竹の塚保育園","121-0813","足立区竹の塚３－７－３３－１０６","139.800187","35.789579","JGD2011","03-3884-4711","130"
"区市町村","中島根保育園","121-0815","足立区島根２－３３－２","139.801634","35.783835","JGD2011","03-3850-4078","141"
"社福法人","島根いちい保育園","121-0815","足立区島根４－２６－７","139.796087","35.785032","JGD2011","03-3884-4370","115"
"社福法人","島根保育園","121-0816","足立区梅島３－１４－１８","139.795552","35.775314","JGD2011","03-3852-6370","110"
"営利法人","日生梅島第二保育園ひびき","121-0816","足立区梅島３－１７－２０","139.794924","35.774031","JGD2011","03-5888-7405","80"
"営利法人","にじいろ保育園梅島","121-0816","足立区梅島２－３７－１０","139.798804","35.778077","JGD2011","03-6807-2881","73"
"営利法人","エーワン梅島保育園","121-0816","足立区梅島１－１８－３","139.800593","35.772389","JGD2011","03-3849-0758","60"
"営利法人","バンビ保育園　梅島園","121-0816","足立区梅島３－４－８","139.796327","35.774261","JGD2011","03-6806-3141","65"
"区市町村","伊興大境保育園","121-0822","足立区西竹の塚１－１０－５－１０１","139.789296","35.792342","JGD2011","03-3857-2531","106"
"区市町村","伊興保育園","121-0823","足立区伊興４－１１－２５","139.783021","35.797778","JGD2011","03-3897-2801","108"
"区市町村","いりや第一保育園","121-0831","足立区舎人６－１２－５－１０１","139.761728","35.811822","JGD2011","03-3855-1066","80"
"区市町村","いりや第二保育園","121-0831","足立区舎人６－１１－２－１０１","139.763514","35.811417","JGD2011","03-3855-1067","80"
"社福法人","聖保育園","121-0831","足立区舎人１－３－１３","139.772686","35.806582","JGD2011","03-3853-7085","100"
"営利法人","アスクとねり保育園","121-0831","足立区舎人５－１－３","139.769165","35.809212","JGD2011","03-5647-0035","65"
