年度,事業所番号,事業所等 名称,事業所等 所在地,事業所等 延床面積(m2),二酸化炭素排出量（燃料等）(t-CO2),二酸化炭素排出量（上下水道）(t-CO2),組織体制の整備 重点対策(1),組織体制の整備 重点対策(2),組織体制の整備 重点対策(3),組織体制の整備 重点対策(4),組織体制の整備 その他対策(1),組織体制の整備 その他対策(2),組織体制の整備 その他対策(3),組織体制の整備 その他対策(4),エネルギー等の使用状況の把握 重点対策(1),エネルギー等の使用状況の把握 重点対策(2),エネルギー等の使用状況の把握 重点対策(3),エネルギー等の使用状況の把握 その他対策(1),エネルギー等の使用状況の把握 その他対策(2),エネルギー等の使用状況の把握 その他対策(3),運用対策 重点対策(1),運用対策 重点対策(2),運用対策 重点対策(3),運用対策 重点対策(4),運用対策 重点対策(5),運用対策 重点対策(6),運用対策 重点対策(7),運用対策 重点対策(8),運用対策 重点対策(9),運用対策 その他対策(1),運用対策 その他対策(2),運用対策 その他対策(3),運用対策 その他対策(4),運用対策 その他対策(5),運用対策 その他対策(6),運用対策 その他対策(7),運用対策 その他対策(8),運用対策 その他対策(9),設備保守対策 重点対策(1),設備保守対策 重点対策(2),設備保守対策 重点対策(3),設備保守対策 重点対策(4),設備保守対策 その他対策(1),設備保守対策 その他対策(2),設備保守対策 その他対策(3),設備保守対策 その他対策(4),設備導入対策 重点対策(1),設備導入対策 重点対策(2),設備導入対策 重点対策(3),設備導入対策 重点対策(4),設備導入対策 その他対策(1),設備導入対策 その他対策(2),設備導入対策 その他対策(3),設備導入対策 その他対策(4)
2017,0330,都税総合事務センター 足立自動車税事務所,東京都足立区南花畑5丁目12-1,439,20,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,,
2017,0332,墨田都税事務所(仮庁舎),東京都墨田区両国4丁目29-4,1801,29,0,A205　取組内容や点検体制の定期的改善,,,,A204　取組状況の点検体制の構築,,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,C502　採光を利用した消灯の実施,,,,,C101　空室・不在時等のこまめな消灯,C103　日本工業規格の照度以下の設定,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C116　個人用端末の不用・離席時の停止,,,D105　換気フィルターの清掃・点検,,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2017,0334,中央都税事務所(仮庁舎),東京都中央区入船1丁目8番2号,2682,64,0,A208　組織横断的な推進体制の整備,,,,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A206　所内の温室効果ガス排出量を集計,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C106　冷暖房温度を都の推奨値へ変更,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C116　個人用端末の不用・離席時の停止,C118　自動販売機の休日・夜間照明停止,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2017,0335,渋谷都税事務所(仮庁舎 恵比寿ガーデンプレイスタワー),東京都渋谷区恵比寿4丁目20番3号,2846,42,0,A502　ビルで設置する推進体制への協力,,,,A501　ビル所有者の対策や要請に協力,,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C114　事務用機器を省エネモードに設定,C116　個人用端末の不用・離席時の停止,,,,,,,,,,,,,,,,,,,
2017,0336,世田谷都税事務所,東京都世田谷区若林4丁目22-13,4323,137,0,,,,,A214　温暖化対策優良事例の情報収集,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C107　空調機スイッチに空調範囲を表示,C108　温度計等による室温の把握と調整,C116　個人用端末の不用・離席時の停止,C505　空調機スイッチに空調範囲を表示,C507　温度計等による室温の把握と調整,C510　その他設備の不使用時の停止,,,,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,D108　その他設備の定期的な保守・点検,,,,E103　高効率照明器具の採用（屋内）,E109　空調の冷温水配管の保温の実施,E114　高効率パッケージの採用,,E104　照明点灯範囲の細分化,E141　太陽光発電設備の導入,,
2017,0337,東京都墨田都税事務所,東京都墨田区業平一丁目7番4号,3240,67,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,,,,B106　過去のデータによる傾向の把握,,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,C502　採光を利用した消灯の実施,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C103　日本工業規格の照度以下の設定,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C117　便座ヒーター等温度の季節別設定,,,D105　換気フィルターの清掃・点検,,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,E105　照明用人感センサの採用,E130　全熱交換器の導入,E141　太陽光発電設備の導入,
2017,0400,東京舞台芸術活動支援センター,東京都中央区日本橋箱崎町18-14,1914,63,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,B103　時間的に詳細に把握,,,,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,CB48　水道メータ等で漏水の有無の点検,,,,,,,C102　照明スイッチに点灯範囲を表示,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D108　その他設備の定期的な保守・点検,,,,E103　高効率照明器具の採用（屋内）,,,,,,,
2017,0402,旧小笠原伯爵邸,東京都新宿区河田町10-10,1107,269,2,,,,,,,,,,,,,,,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2017,0403,トーキョーワンダーサイト渋谷,東京都渋谷区神南1丁目19番地8号,362,41,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2017,0404,トーキョーワンダーサイト本郷,東京都文京区本郷2丁目4-16,485,23,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2017,0406,計量検定所タクシーメーター立川検査場,東京都立川市柴崎町6丁目8-13,280,7,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,,,,,,,,D105　換気フィルターの清掃・点検,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,E124　更新に合わせた高効率機器の採用,,
2017,0407,砂川公設小売市場,東京都立川市一番町5丁目8-23,876,4,0,A208　組織横断的な推進体制の整備,,,,A203　具体的な取組目標と内容の設定,,,,,,,,,,C632　外灯等の点灯時間の季節別管理,,,,,,,,,C602　営業前後の売り場不要照明の停止,,,,,,,,,,,,,,,,,,,,,,,,
2017,0409,東京文化会館,東京都台東区上野公園5-45,22568,1914,15,A201　地球温暖化対策の方針等の設定,A205　取組内容や点検体制の定期的改善,,,A206　所内の温室効果ガス排出量を集計,,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,,,,CB22　営業前後の客室不要照明の停止,CB48　水道メータ等で漏水の有無の点検,,,,,,,,,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,,,,E109　空調の冷温水配管の保温の実施,,,,,,,
2017,0410,東京都庭園美術館,東京都港区白金台5丁目21-9,7256,546,5,,,,,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A206　所内の温室効果ガス排出量を集計,,B107　主要設備の使用状況の把握,,,B101　自ら入手可能な情報に基づく把握,B104　設備ごとに詳細に把握,B105　エネルギー使用量の前年度比較,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C112　季節に応じた外気導入量の適正化,C124　冷凍機等の出入口温度把握と調整,C120　外灯等の点灯時間の季節別管理,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,E101　高効率照明ランプの採用（屋内）,E129　全熱交換器の導入,E115　トップフード照明の導入,E141　太陽光発電設備の導入
2017,0411,計量検定所タクシーメーター深川検査場,東京都江東区千石1丁目5-7,2066,54,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,,,,,,,,D105　換気フィルターの清掃・点検,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E124　更新に合わせた高効率機器の採用,,,
2017,0412,東京都江戸東京博物館分館江戸東京たてもの園,東京都小金井市桜町3丁目7-1,7086,374,5,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,C105　昼休み時の消灯の実施,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,C111　予熱・予冷時の外気導入の停止,C114　事務用機器を省エネモードに設定,,,,,,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2017,0413,東京都写真美術館,東京都目黒区三田1丁目13-3,7500,1076,0,A205　取組内容や点検体制の定期的改善,,,,A202　温暖化対策推進担当の配置,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A213　推進担当者の知識向上・内部還元,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B101　自ら入手可能な情報に基づく把握,B104　設備ごとに詳細に把握,B105　エネルギー使用量の前年度比較,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C107　空調機スイッチに空調範囲を表示,C109　空室・不在時等の空調停止,C112　季節に応じた外気導入量の適正化,C116　個人用端末の不用・離席時の停止,C126　事務用機器の台数見直し・集約化,C129　季節に応じた温度設定の見直し,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,D107　ボイラ等の空気比の調整,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,E103　高効率照明器具の採用（屋内）,E109　空調の冷温水配管の保温の実施,E127　蒸気バルブ等の断熱強化,E114　高効率パッケージの採用,E101　高効率照明ランプの採用（屋内）,E102　蛍光灯へ電子安定器採用（屋内）,E122　給湯の温水配管の保温の実施,
