ID,住所（都道府県名）,住所（市区町村名）,住所（それ以降の住所）,設置者・運営会社,緯度,経度,拠点名,カテゴリ,駐車料金,営業時間,定休日,使用可否,使用可否でその他の場合,充電器数（充電器台数合計）,充電器数（使用できない台数）,充電器数（急速充電器数）,"充電器数（普通（200V）
充電器数）","充電器数（普通（100V）
充電器数）",利用料金（急速充電器料金）,利用料金（普通充電器200V料金）,利用料金（普通充電器100V料金）,現地調査_利用制限（急速充電器）,現地調査_利用制限（普通充電器）,型式（急速充電器）,型式（普通（200V）充電器）,型式（普通（100V）充電器）,設置年数,充電規格（急速充電器）,急速充電器コネクタ数（1台あたり）,普通充電器200Vコネクタ数（1台あたり）,普通充電器100Vコネクタ数（1台あたり）,出力（急速充電器）,出力（普通（200V）充電器）,出力（普通（100V）充電器）,メーカー（急速充電器）,メーカー（普通（200V/）充電器）,メーカー（普通（100V）充電器）,周辺情報,周辺看板の有無,周知箇所（敷地外）,周知箇所（敷地入口・入口付近）,周知箇所（敷地内・敷地内誘導看板）,周知箇所（機器周辺）,駐車スペースの制限,その他の制限
624,東京都,西多摩郡檜原村,467-1,桧原村,35.726766,139.148834,檜原村役場駐車場,自治体施設,無料,8:30～17:00,無休,可,,1,0,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,デスクリサーチ情報無し,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,スーパー,なし,0,0,0,0,情報無し,情報無し
625,東京都,調布市,飛田給2-3-1,宗教法人生長の家,35.65978,139.520805,生長の家本部練成道場,その他,無料,9:00～17:00,無休,可,,2,0,1,1,0,無料,無料,設備無し,現地特記事項無し,現地特記事項無し,不明,DNE001,設備無し,不明,CHAdeMO,1,1,0,50kW （最大電流値: 125 A ）,200V/20A,設備無し,アルバック,Panasonic,設備無し,コンビニエンスストア,あり,0,0,1,1,情報無し,情報無し
626,東京都,足立区,大谷田4-1-29,株式会社ＥＮＥＯＳフロンティア東京カンパニー,35.777189,139.836523,ＥＮＥＯＳ Ｄｒ．Ｄｒｉｖｅセルフ大谷田店,その他,無料,24時間,無休,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,EVC-J/-K,設備無し,不明,なし,0,1,0,設備無し,200V/20A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア,あり,0,0,0,1,情報無し,情報無し
627,東京都,足立区,小台1-16-1,株式会社ホンダカーズ東京中央,35.75577,139.767709,ホンダカーズ東京中央 足立小台店,ディーラー,無料,10:00～18:00,水曜日,可,,1,0,1,0,0,1500円/回,設備無し,設備無し,現地特記事項無し,設備無し,NQC-TC503U,設備無し,設備無し,不明,CHAdeMO,1,0,0,50～450V/125A（NQC-TC503U）,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,スーパー、公園,あり,0,1,0,0,情報無し,情報無し
628,東京都,港区,赤坂9-6-33,宗教法人生長の家,35.667124,139.728881,赤坂いのちの樹林,その他,無料,10:00～16:00,木曜日,可,,1,0,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,TQVC,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,高砂製作所,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
629,東京都,千代田区,丸の内1-1-1,株式会社パレスホテル,35.68478,139.76129,パレスホテル東京 (地下駐車場),宿泊施設,30分/500円,24時間,無休,可,,2,0,2,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,TESLA,設備無し,設備無し,不明,Tesla,1,0,0,120kW　,設備無し,設備無し,テスラモーターズ,設備無し,設備無し,コンビニエンスストア,なし,0,0,0,0,高さ：3m,情報無し
630,東京都,品川区,広町2-1-36,品川区,35.61046,139.730196,品川区役所 第2駐車場,自治体施設,区役所を利用する方　2時間以内無料／2時間超または駐車場のみ利用する場合　30分330円,8:30～17:00,土曜日、日曜日、祝日、年末年始（12月29日～1月3日）,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,三英社製作所,設備無し,コンビニエンスストア、公園,なし,0,0,0,0,情報無し,情報無し
631,東京都,杉並区,井草5-19-3,日本システムバンク株式会社,35.726162,139.603941,システムパーク上井草駅前,コインパーキング/駐車場,8:00～22:00：20分/100円、最大700円／22:00～8:00：40分/100円、最大300円,24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、西武新宿線「上井草駅」,あり,0,1,0,0,情報無し,情報無し
632,東京都,八王子市,元本郷町3-16,日本システムバンク株式会社,35.664946,139.316149,システムパーク八王子元本郷町,コインパーキング/駐車場,30分/200円／24時間平日最大：800円／24時間日曜日、祝日最大：500円／20:00～8:00最大：300円,24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、飲食店、八王子原爆資料館,なし,0,0,0,0,情報無し,情報無し
633,東京都,西多摩郡檜原村,数馬7146,東京都,35.737673,139.031353,檜原都民の森 駐車場,その他,無料,7:00～17:30,月曜日、年末年始 12月29日?1月3日,可,,1,0,1,0,0,無料,設備無し,設備無し,利用時には警備員まで,設備無し,NQC-TC503E,設備無し,設備無し,不明,CHAdeMO,1,0,0,50～450V/125A,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,公園、檜原都民の森,あり,0,0,0,1,情報無し,情報無し
634,東京都,渋谷区,代々木神園町2-1,東京都,35.672589,139.691467,代々木公園,自治体施設,"【乗用車】最初の1時間まで：600円、以降30分毎に300円／最大料金：2400円／【バス・大型車】最初の1時間まで：1,000円、以降30分毎に500円",24時間,無休,可,,1,0,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,RAPIDAS,設備無し,設備無し,2年,不明,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,JFEテクノス株式会社,設備無し,設備無し,公園,なし,0,0,0,0,情報無し,情報無し
635,東京都,大田区,羽田空港1-1-4,羽田みらい開発株式会社,35.547022,139.757169,HANEDA INNOVATION CITY (P1 東側駐車場),ショッピングモール/小売店舗,"7時間まで150円/30分、24時間以降300円/60分、最大料金2,100円/日、入庫から30分無料、対象施設ご利用で追加30分無料",24時間,無休,可,,2,0,2,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,東京モノレール「天空橋駅」、羽田イノベーションシティ,あり,0,0,0,1,高さ：2m,情報無し
636,東京都,武蔵村山市,本町1-1-1,武蔵村山市,35.754313,139.386948,武蔵村山市役所 駐車場,自治体施設,無料,8:30～17:15,土曜日、日曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,Tesla（SC）,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,武蔵村山市民会館,あり,0,1,0,1,情報無し,情報無し
637,東京都,新宿区,西新宿6-6-2,ヒルトン･ホテルズ＆リゾーツ,35.692285,139.691183,ヒルトン東京,宿泊施設,"ご宿泊の場合：1,500円 /1泊（24時間以内）　出し入れ自由／ご宴会・会議の場合：3時間30分まで無料、24時間内 最大2,700円／レストラン（3,000円以上のご利用）の場合：3時間30分まで無料／延長300円 / 30分",24時間,無休,可,,3,0,0,3,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,WK4322（Panasonic）／テスラは不明,設備無し,不明,なし,0,1,0,設備無し,【テスラモーターズ】200V/16W/80A／【Panasonic】20A/250V/AC,設備無し,設備無し,テスラモーターズ/Panasonic,設備無し,コンビニエンスストア,あり,0,0,1,1,高さ：2.1m,情報無し
638,東京都,練馬区,谷原3-1-1,フォーシーズンズ株式会社,35.751273,139.618857,Audi練馬,ディーラー,無料,10:00～19:00,水曜日、第一火曜日,可,,2,0,1,1,0,不明,不明,設備無し,現地特記事項無し,現地特記事項無し,SDQC-50-U,不明,設備無し,1年,CHAdeMO,1,2,0,500V/125A,250V/16A,設備無し,新電元工業株式会社,Audi,設備無し,公園、飲食店,なし,0,0,0,0,情報無し,情報無し
639,東京都,立川市,緑町6,イケア･ジャパン株式会社,35.706678,139.41187,IKEA立川 (P2),ショッピングモール/小売店舗,"商品購入の場合無料、一般：1,000円/1日",平日11:00～20:00、土曜日・日曜日・祝日10:00～20:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、公園、ホテル、飲食店,あり,0,0,1,0,情報無し,情報無し
640,東京都,江東区,豊洲2-4-9,三井不動産商業マネジメント株式会社,35.654822,139.793167,ららぽーと豊洲 (本館地下P),ショッピングモール/小売店舗,最初の1時間無料、以降30分ごとに300円／お買上げ金額に応じて無料,10:00～20:00,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,DNE3300K,設備無し,不明,なし,0,2,0,設備無し,200V/20A,設備無し,設備無し,Panasonic,設備無し,スーパー,あり,0,0,1,1,情報無し,情報無し
641,東京都,江東区,青海1-1-10,ららぽーとマネジメント株式会社,35.625249,139.775064,ダイバーシティ東京 (プラザ1F),ショッピングモール/小売店舗,条件付き無料／60分/500円、以降30分/250円／お買い物に応じてサービスあり,10:00～20:00,無休,可,,2,0,0,2,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,DNE3000K,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz/5W以下,設備無し,設備無し,Panasonic,設備無し,コンビニエンスストア、商業施設,あり,0,0,1,1,高さ：2.3m,情報無し
642,東京都,町田市,鶴間3-4-1,株式会社東急モールズデベロップメント,35.50966,139.471375,グランベリーパーク (立体B駐車場 4F),ショッピングモール/小売店舗,条件付き無料（平日2時間まで 休日1時間まで無料・店舗利用でサービスあり・入庫は23時まで）,8:30～21:00,無休,可,,4,0,4,0,0,無料,設備無し,設備無し,1回30分まで,設備無し,NQC-TC253E,設備無し,設備無し,不明,CHAdeMO,1,0,0,50～450V/63A,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,スーパー、公園、ショッピングモール,あり,0,0,1,0,情報無し,情報無し
643,東京都,江東区,有明3-11-1,株式会社東京ビッグサイト,35.629704,139.793093,東京ビッグサイト 会議棟P,その他,"30分/250円、1日/2,000円",8:00～22:00,無休,可,,6,0,1,5,0,無料,無料,設備無し,現地特記事項無し,現地特記事項無し,HFR1,HCCID-K01HW,設備無し,1年,CHAdeMO,1,1,0,50kW （最大電流値: 125 A ）,200V/50・60Hz/30A,設備無し,株式会社東光高岳,平河ヒューテック株式会社,設備無し,コンビニエンスストア、飲食店,あり,0,1,1,1,高さ：2.5m,情報無し
644,東京都,立川市,錦町3-7-13,株式会社カワグチオートサービス,35.691755,139.417402,ホリデー車検立川･日産チェリー立川販売,その他,無料,9:00～18:30,祝日、第二・四水曜日、GW、お盆、年末年始,可,,1,0,1,0,0,500円/回,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW （最大電流値: 110 A ）,設備無し,設備無し,"NISSAN MORTOR CO., LTD.",設備無し,設備無し,公園,あり,0,0,1,1,高さ：2.4m,情報無し
645,東京都,港区,芝浦3-4-1,NTT都市開発株式会社,35.643435,139.74586,グランパーク プラザ,コインパーキング/駐車場,"30分/330円／7:00～23:00：最大料金3,600円／23:00～7:00：最大料金1,800円／ビーコックストアでお買上額2,000円以上（平日、土曜日、日曜日、祝日全て）：60分無料／他店舗でのお買上額2,000円以上（土曜日、日曜日、祝日のみ）：120分無料",7:00～23:00,無休,可,,1,0,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,設備無し,不明,CHAdeMO,1,0,0,20kW （最大電流値: 50 A ）,設備無し,設備無し,NTTFACILITIES,設備無し,設備無し,コンビニエンスストア、ショッピングモール、スーパー,あり,0,0,1,1,高さ：2.3m,情報無し
646,東京都,港区,港南1-2-70,品川シーズンテラス株式会社,35.632123,139.742324,品川シーズンテラス,コインパーキング/駐車場,"最初の1時間まで：600円／その以降：30分/300円／最大料金：24時間/2,400円／バイク駐車場　1回料金：24時間/1,000円",7:00～24:00,無休,可,,1,0,1,0,0,不明,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,設備無し,不明,CHAdeMO,1,0,0,40kW（最大電流値:100A）,設備無し,設備無し,NTTFACILITIES,設備無し,設備無し,コンビニエンスストア,なし,0,0,0,0,高さ：3.5m,情報無し
647,東京都,中央区,京橋3-1-1,日本パーキング株式会社,35.676048,139.768153,東京スクエアガーデンパーキング,コインパーキング/駐車場,"30分/300円／24時間最大料金：2,000円",7:00～24:00,無休,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,利用は30分を目安,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア、飲食店,あり,0,0,0,1,高さ：普通車1.55m、ハイルーフ2.05m、搬入車3.2m,情報無し
