単独・本所・支所の別階層,単独・本所・支所の別コード,単独・本所・支所の別,産業分類階層,大分類,中分類,産業分類名,従業者規模階層,従業者規模コード,従業者規模,民営事業所／総数／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／個人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／総数／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／総数／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合同会社／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／外国の会社／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社以外の法人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人でない団体／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,1,1,1～4人,2126,2099,25,2,-,-,-,296,296,-,-,-,-,-,1830,1803,25,2,-,-,-,1816,1789,25,2,-,-,-,1801,1774,25,2,-,-,-,11,11,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,1,2,5～9人,902,881,20,1,-,-,-,13,11,2,-,-,-,-,889,870,18,1,-,-,-,888,869,18,1,-,-,-,886,867,18,1,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,1,3,10～29人,520,506,12,1,1,-,-,1,1,-,-,-,-,-,519,505,12,1,1,-,-,519,505,12,1,1,-,-,517,503,12,1,1,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,1,4,30～49人,41,38,3,-,-,-,-,-,-,-,-,-,-,-,41,38,3,-,-,-,-,41,38,3,-,-,-,-,41,38,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,1,5,50～99人,31,28,2,1,-,-,-,-,-,-,-,-,-,-,31,28,2,1,-,-,-,31,28,2,1,-,-,-,31,28,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,1,6,100～299人,4,3,-,-,1,-,-,-,-,-,-,-,-,-,4,3,-,-,1,-,-,4,3,-,-,1,-,-,4,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,1,8,出向・派遣従業者のみ,4,-,4,-,-,-,-,-,-,-,-,-,-,-,4,-,4,-,-,-,-,4,-,4,-,-,-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,0,0,総数,5714,5536,139,18,20,1,-,885,885,-,-,-,-,-,4829,4651,139,18,20,1,-,4771,4594,138,18,20,1,-,4736,4560,137,18,20,1,-,26,26,-,-,-,-,-,9,8,1,-,-,-,-,-,-,-,-,-,-,-,58,57,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,1,1,1～4人,3114,3056,54,1,3,-,-,788,788,-,-,-,-,-,2326,2268,54,1,3,-,-,2287,2229,54,1,3,-,-,2263,2205,54,1,3,-,-,18,18,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,39,39,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,1,2,5～9人,1491,1458,27,4,2,-,-,87,87,-,-,-,-,-,1404,1371,27,4,2,-,-,1397,1365,26,4,2,-,-,1390,1358,26,4,2,-,-,6,6,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,7,6,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,1,3,10～29人,908,868,31,2,7,-,-,10,10,-,-,-,-,-,898,858,31,2,7,-,-,886,846,31,2,7,-,-,884,844,31,2,7,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,1,4,30～49人,111,101,8,2,-,-,-,-,-,-,-,-,-,-,111,101,8,2,-,-,-,111,101,8,2,-,-,-,110,101,7,2,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,1,5,50～99人,56,42,4,3,6,1,-,-,-,-,-,-,-,-,56,42,4,3,6,1,-,56,42,4,3,6,1,-,55,41,4,3,6,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,1,6,100～299人,12,11,1,-,-,-,-,-,-,-,-,-,-,-,12,11,1,-,-,-,-,12,11,1,-,-,-,-,12,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,52,飲食料品卸売業,1,8,出向・派遣従業者のみ,22,-,14,6,2,-,-,-,-,-,-,-,-,-,22,-,14,6,2,-,-,22,-,14,6,2,-,-,22,-,14,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,0,0,総数,5681,5499,150,20,11,-,1,784,781,3,-,-,-,-,4897,4718,147,20,11,-,1,4841,4671,142,17,10,-,1,4807,4637,142,17,10,-,1,29,29,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,56,47,5,3,1,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,1,1,1～4人,3493,3452,31,6,3,-,1,716,714,2,-,-,-,-,2777,2738,29,6,3,-,1,2745,2708,29,5,2,-,1,2720,2683,29,5,2,-,1,21,21,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,32,30,-,1,1,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,1,2,5～9人,1445,1394,46,5,-,-,-,61,60,1,-,-,-,-,1384,1334,45,5,-,-,-,1373,1325,44,4,-,-,-,1365,1317,44,4,-,-,-,7,7,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,11,9,1,1,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,1,3,10～29人,665,609,49,6,1,-,-,7,7,-,-,-,-,-,658,602,49,6,1,-,-,649,596,47,5,1,-,-,648,595,47,5,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,6,2,1,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,1,4,30～49人,40,35,2,-,3,-,-,-,-,-,-,-,-,-,40,35,2,-,3,-,-,39,34,2,-,3,-,-,39,34,2,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,1,5,50～99人,10,7,1,1,1,-,-,-,-,-,-,-,-,-,10,7,1,1,1,-,-,9,6,1,1,1,-,-,9,6,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,1,6,100～299人,3,2,1,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,3,2,1,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,53,建築材料，鉱物・金属材料等卸売業,1,8,出向・派遣従業者のみ,25,-,20,2,3,-,-,-,-,-,-,-,-,-,25,-,20,2,3,-,-,23,-,18,2,3,-,-,23,-,18,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,0,0,総数,6647,6392,209,19,24,2,1,328,327,1,-,-,-,-,6319,6065,208,19,24,2,1,6296,6043,207,19,24,2,1,6254,6002,206,19,24,2,1,21,21,-,-,-,-,-,21,20,1,-,-,-,-,-,-,-,-,-,-,-,23,22,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,1,1,1～4人,3854,3796,51,2,4,-,1,314,313,1,-,-,-,-,3540,3483,50,2,4,-,1,3522,3466,49,2,4,-,1,3496,3440,49,2,4,-,1,18,18,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,18,17,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,1,2,5～9人,1760,1693,61,4,2,-,-,14,14,-,-,-,-,-,1746,1679,61,4,2,-,-,1743,1676,61,4,2,-,-,1735,1668,61,4,2,-,-,2,2,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,1,3,10～29人,861,794,56,6,5,-,-,-,-,-,-,-,-,-,861,794,56,6,5,-,-,859,792,56,6,5,-,-,854,787,56,6,5,-,-,1,1,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,1,4,30～49人,105,84,17,2,2,-,-,-,-,-,-,-,-,-,105,84,17,2,2,-,-,105,84,17,2,2,-,-,104,84,16,2,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,1,5,50～99人,28,18,3,2,5,-,-,-,-,-,-,-,-,-,28,18,3,2,5,-,-,28,18,3,2,5,-,-,26,16,3,2,5,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,1,6,100～299人,11,7,-,1,2,1,-,-,-,-,-,-,-,-,11,7,-,1,2,1,-,11,7,-,1,2,1,-,11,7,-,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,1,7,300人以上,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,54,機械器具卸売業,1,8,出向・派遣従業者のみ,27,-,21,2,4,-,-,-,-,-,-,-,-,-,27,-,21,2,4,-,-,27,-,21,2,4,-,-,27,-,21,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,0,0,総数,8071,7822,194,33,18,3,1,904,902,2,-,-,-,-,7167,6920,192,33,18,3,1,7075,6837,185,32,17,3,1,7026,6790,183,32,17,3,1,27,26,1,-,-,-,-,22,21,1,-,-,-,-,-,-,-,-,-,-,-,92,83,7,1,1,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,1,1,1～4人,5031,4974,46,6,4,1,-,839,837,2,-,-,-,-,4192,4137,44,6,4,1,-,4135,4084,40,6,4,1,-,4100,4049,40,6,4,1,-,19,19,-,-,-,-,-,16,16,-,-,-,-,-,-,-,-,-,-,-,-,57,53,4,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,1,2,5～9人,1864,1809,46,7,2,-,-,54,54,-,-,-,-,-,1810,1755,46,7,2,-,-,1799,1744,46,7,2,-,-,1790,1736,45,7,2,-,-,6,5,1,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,1,3,10～29人,975,910,53,8,4,-,-,10,10,-,-,-,-,-,965,900,53,8,4,-,-,945,881,53,7,4,-,-,940,877,52,7,4,-,-,2,2,-,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,20,19,-,1,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,1,4,30～49人,110,88,13,6,2,1,-,1,1,-,-,-,-,-,109,87,13,6,2,1,-,108,87,13,6,1,1,-,108,87,13,6,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,1,5,50～99人,41,31,4,2,4,-,-,-,-,-,-,-,-,-,41,31,4,2,4,-,-,41,31,4,2,4,-,-,41,31,4,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,1,6,100～299人,12,10,1,-,1,-,-,-,-,-,-,-,-,-,12,10,1,-,1,-,-,12,10,1,-,1,-,-,12,10,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,55,その他の卸売業,1,8,出向・派遣従業者のみ,38,-,31,4,1,1,1,-,-,-,-,-,-,-,38,-,31,4,1,1,1,35,-,28,4,1,1,1,35,-,28,4,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,0,0,総数,22,21,1,-,-,-,-,10,10,-,-,-,-,-,12,11,1,-,-,-,-,12,11,1,-,-,-,-,12,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,1,1,1～4人,18,18,-,-,-,-,-,10,10,-,-,-,-,-,8,8,-,-,-,-,-,8,8,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,1,2,5～9人,4,3,1,-,-,-,-,-,-,-,-,-,-,-,4,3,1,-,-,-,-,4,3,1,-,-,-,-,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,1,3,10～29人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,1,4,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,56,各種商品小売業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,57,織物・衣服・身の回り品小売業,0,0,総数,7260,7222,30,5,3,-,-,4171,4166,4,1,-,-,-,3089,3056,26,4,3,-,-,3086,3054,26,4,2,-,-,3020,2988,26,4,2,-,-,50,50,-,-,-,-,-,16,16,-,-,-,-,-,-,-,-,-,-,-,-,3,2,-,-,1,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,57,織物・衣服・身の回り品小売業,1,1,1～4人,6337,6316,19,2,-,-,-,4045,4040,4,1,-,-,-,2292,2276,15,1,-,-,-,2291,2275,15,1,-,-,-,2242,2226,15,1,-,-,-,40,40,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,57,織物・衣服・身の回り品小売業,1,2,5～9人,732,725,6,1,-,-,-,117,117,-,-,-,-,-,615,608,6,1,-,-,-,615,608,6,1,-,-,-,601,594,6,1,-,-,-,10,10,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,57,織物・衣服・身の回り品小売業,1,3,10～29人,161,157,2,1,1,-,-,9,9,-,-,-,-,-,152,148,2,1,1,-,-,151,147,2,1,1,-,-,149,145,2,1,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,57,織物・衣服・身の回り品小売業,1,4,30～49人,17,16,-,-,1,-,-,-,-,-,-,-,-,-,17,16,-,-,1,-,-,17,16,-,-,1,-,-,17,16,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,57,織物・衣服・身の回り品小売業,1,5,50～99人,7,6,1,-,-,-,-,-,-,-,-,-,-,-,7,6,1,-,-,-,-,7,6,1,-,-,-,-,7,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
