産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,12月決算／会社企業数,12月決算／企業事業所数（事業所）
5,E,32,329,32D,他に分類されないその他の製造業,0,00,総数（資本金階級）,1165,1658,40,48,87,134,168,348,79,97,71,89,92,103,94,109,113,152,124,194,52,62,35,42,110,153
5,E,32,329,32D,他に分類されないその他の製造業,1,01,資本金300万円未満,42,43,-,-,3,3,5,6,2,2,1,1,4,4,3,3,6,6,3,3,4,4,-,-,6,6
5,E,32,329,32D,他に分類されないその他の製造業,1,02,資本金300万～500万円未満,406,427,16,17,26,28,40,40,31,31,32,34,34,36,42,43,44,49,48,53,20,21,16,17,40,41
5,E,32,329,32D,他に分類されないその他の製造業,1,03,資本金500万～1000万円未満,109,117,4,4,13,13,16,17,6,9,7,8,8,9,5,5,14,14,15,15,3,3,4,5,10,11
5,E,32,329,32D,他に分類されないその他の製造業,1,04,資本金1000万～3000万円未満,472,585,17,24,33,43,76,95,35,42,28,36,40,45,41,52,46,58,50,66,22,28,13,15,42,49
5,E,32,329,32D,他に分類されないその他の製造業,1,05,資本金3000万～5000万円未満,39,114,1,1,7,15,9,34,3,9,-,-,-,-,2,4,2,23,3,6,2,2,2,5,6,13
5,E,32,329,32D,他に分類されないその他の製造業,1,06,資本金5000万～1億円未満,27,105,2,2,3,9,10,57,1,3,2,2,4,7,1,2,-,-,2,17,1,4,-,-,1,2
5,E,32,329,32D,他に分類されないその他の製造業,1,07,資本金1億～3億円未満,14,77,-,-,-,-,7,39,1,1,1,8,-,-,-,-,1,2,1,22,-,-,-,-,3,5
5,E,32,329,32D,他に分類されないその他の製造業,1,08,資本金3億～10億円未満,5,68,-,-,1,22,2,20,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,25
5,E,32,329,32D,他に分類されないその他の製造業,1,09,資本金10億～50億円未満,2,28,-,-,-,-,2,28,-,-,-,-,-,-,-,-,-,-,1,11,-,-,-,-,-,-
5,E,32,329,32D,他に分類されないその他の製造業,1,10,資本金50億円以上,1,12,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,329,32D,他に分類されないその他の製造業,9,91,（再掲）資本金1000万円以下,951,1053,33,40,67,72,120,131,73,83,65,76,84,92,84,90,104,121,106,115,48,55,30,33,89,94
5,E,32,329,32D,他に分類されないその他の製造業,9,92,（再掲）資本金5000万円以下,1077,1301,40,48,83,103,149,197,77,93,68,79,88,99,94,109,112,150,119,143,51,58,35,42,104,120
5,E,32,329,32D,他に分類されないその他の製造業,9,93,（再掲）資本金1億円以下,1103,1447,40,48,85,111,161,280,79,97,70,81,90,101,94,109,113,152,122,182,52,62,35,42,105,122
5,E,32,329,32D,他に分類されないその他の製造業,9,94,（再掲）資本金3億円以下,1109,1468,40,48,85,111,163,288,79,97,71,89,90,101,94,109,113,152,122,182,52,62,35,42,108,127
2,F,00,000,000,電気・ガス・熱供給・水道業,0,00,総数（資本金階級）,129,1056,2,3,1,1,77,951,2,2,6,9,5,7,2,2,2,3,4,12,-,-,1,1,17,43
2,F,00,000,000,電気・ガス・熱供給・水道業,1,01,資本金300万円未満,6,6,-,-,-,-,2,2,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,2
2,F,00,000,000,電気・ガス・熱供給・水道業,1,02,資本金300万～500万円未満,2,5,-,-,-,-,1,4,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,F,00,000,000,電気・ガス・熱供給・水道業,1,03,資本金500万～1000万円未満,3,4,1,2,-,-,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-
2,F,00,000,000,電気・ガス・熱供給・水道業,1,04,資本金1000万～3000万円未満,19,40,-,-,1,1,6,18,1,1,4,7,1,2,-,-,1,1,2,7,-,-,1,1,-,-
2,F,00,000,000,電気・ガス・熱供給・水道業,1,05,資本金3000万～5000万円未満,7,37,-,-,-,-,2,29,-,-,-,-,1,2,1,1,1,2,-,-,-,-,-,-,2,3
2,F,00,000,000,電気・ガス・熱供給・水道業,1,06,資本金5000万～1億円未満,10,30,1,1,-,-,6,22,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,3,7
2,F,00,000,000,電気・ガス・熱供給・水道業,1,07,資本金1億～3億円未満,27,300,-,-,-,-,21,288,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,5,12
2,F,00,000,000,電気・ガス・熱供給・水道業,1,08,資本金3億～10億円未満,27,71,-,-,-,-,23,58,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,3,12
2,F,00,000,000,電気・ガス・熱供給・水道業,1,09,資本金10億～50億円未満,8,50,-,-,-,-,8,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,F,00,000,000,電気・ガス・熱供給・水道業,1,10,資本金50億円以上,10,487,-,-,-,-,8,480,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,2,7
2,F,00,000,000,電気・ガス・熱供給・水道業,9,91,（再掲）資本金1000万円以下,24,35,1,2,-,-,8,14,1,1,5,8,1,2,1,1,1,1,2,2,-,-,-,-,2,2
2,F,00,000,000,電気・ガス・熱供給・水道業,9,92,（再掲）資本金5000万円以下,41,111,1,2,1,1,15,72,2,2,6,9,2,4,2,2,2,3,3,8,-,-,1,1,4,5
2,F,00,000,000,電気・ガス・熱供給・水道業,9,93,（再掲）資本金1億円以下,59,311,2,3,1,1,26,255,2,2,6,9,4,6,2,2,2,3,3,8,-,-,1,1,8,19
2,F,00,000,000,電気・ガス・熱供給・水道業,9,94,（再掲）資本金3億円以下,77,426,2,3,1,1,41,367,2,2,6,9,4,6,2,2,2,3,3,8,-,-,1,1,12,24
3,F,33,000,000,電気業,0,00,総数（資本金階級）,55,532,2,3,1,1,33,503,1,1,1,1,3,3,1,1,1,2,2,5,-,-,-,-,6,8
3,F,33,000,000,電気業,1,01,資本金300万円未満,6,6,-,-,-,-,2,2,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,2
3,F,33,000,000,電気業,1,02,資本金300万～500万円未満,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,33,000,000,電気業,1,03,資本金500万～1000万円未満,2,3,1,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
3,F,33,000,000,電気業,1,04,資本金1000万～3000万円未満,8,10,-,-,1,1,4,6,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,33,000,000,電気業,1,05,資本金3000万～5000万円未満,2,5,-,-,-,-,1,3,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-
3,F,33,000,000,電気業,1,06,資本金5000万～1億円未満,4,4,1,1,-,-,2,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1
3,F,33,000,000,電気業,1,07,資本金1億～3億円未満,12,43,-,-,-,-,8,39,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2,2
3,F,33,000,000,電気業,1,08,資本金3億～10億円未満,6,10,-,-,-,-,5,9,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
3,F,33,000,000,電気業,1,09,資本金10億～50億円未満,4,14,-,-,-,-,4,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,33,000,000,電気業,1,10,資本金50億円以上,7,427,-,-,-,-,6,424,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,1,3
3,F,33,000,000,電気業,9,91,（再掲）資本金1000万円以下,16,22,1,2,-,-,7,12,1,1,1,1,-,-,1,1,-,-,1,1,-,-,-,-,2,2
3,F,33,000,000,電気業,9,92,（再掲）資本金5000万円以下,20,29,1,2,1,1,9,16,1,1,1,1,-,-,1,1,1,2,1,1,-,-,-,-,2,2
3,F,33,000,000,電気業,9,93,（再掲）資本金1億円以下,29,63,2,3,1,1,14,46,1,1,1,1,2,2,1,1,1,2,1,1,-,-,-,-,3,3
3,F,33,000,000,電気業,9,94,（再掲）資本金3億円以下,35,75,2,3,1,1,18,56,1,1,1,1,2,2,1,1,1,2,1,1,-,-,-,-,5,5
4,F,33,331,000,電気業,0,00,総数（資本金階級）,55,532,2,3,1,1,33,503,1,1,1,1,3,3,1,1,1,2,2,5,-,-,-,-,6,8
4,F,33,331,000,電気業,1,01,資本金300万円未満,6,6,-,-,-,-,2,2,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,2
4,F,33,331,000,電気業,1,02,資本金300万～500万円未満,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,33,331,000,電気業,1,03,資本金500万～1000万円未満,2,3,1,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
4,F,33,331,000,電気業,1,04,資本金1000万～3000万円未満,8,10,-,-,1,1,4,6,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,33,331,000,電気業,1,05,資本金3000万～5000万円未満,2,5,-,-,-,-,1,3,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-
4,F,33,331,000,電気業,1,06,資本金5000万～1億円未満,4,4,1,1,-,-,2,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1
4,F,33,331,000,電気業,1,07,資本金1億～3億円未満,12,43,-,-,-,-,8,39,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2,2
4,F,33,331,000,電気業,1,08,資本金3億～10億円未満,6,10,-,-,-,-,5,9,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,F,33,331,000,電気業,1,09,資本金10億～50億円未満,4,14,-,-,-,-,4,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,33,331,000,電気業,1,10,資本金50億円以上,7,427,-,-,-,-,6,424,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,1,3
4,F,33,331,000,電気業,9,91,（再掲）資本金1000万円以下,16,22,1,2,-,-,7,12,1,1,1,1,-,-,1,1,-,-,1,1,-,-,-,-,2,2
4,F,33,331,000,電気業,9,92,（再掲）資本金5000万円以下,20,29,1,2,1,1,9,16,1,1,1,1,-,-,1,1,1,2,1,1,-,-,-,-,2,2
4,F,33,331,000,電気業,9,93,（再掲）資本金1億円以下,29,63,2,3,1,1,14,46,1,1,1,1,2,2,1,1,1,2,1,1,-,-,-,-,3,3
4,F,33,331,000,電気業,9,94,（再掲）資本金3億円以下,35,75,2,3,1,1,18,56,1,1,1,1,2,2,1,1,1,2,1,1,-,-,-,-,5,5
3,F,34,000,000,ガス業,0,00,総数（資本金階級）,9,83,-,-,-,-,3,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,24
3,F,34,000,000,ガス業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,000,000,ガス業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,000,000,ガス業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,000,000,ガス業,1,04,資本金1000万～3000万円未満,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,000,000,ガス業,1,05,資本金3000万～5000万円未満,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
3,F,34,000,000,ガス業,1,06,資本金5000万～1億円未満,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
3,F,34,000,000,ガス業,1,07,資本金1億～3億円未満,3,10,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8
3,F,34,000,000,ガス業,1,08,資本金3億～10億円未満,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9
3,F,34,000,000,ガス業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,000,000,ガス業,1,10,資本金50億円以上,1,55,-,-,-,-,1,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,000,000,ガス業,9,91,（再掲）資本金1000万円以下,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,000,000,ガス業,9,92,（再掲）資本金5000万円以下,3,5,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
3,F,34,000,000,ガス業,9,93,（再掲）資本金1億円以下,6,18,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,14
3,F,34,000,000,ガス業,9,94,（再掲）資本金3億円以下,7,19,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,15
4,F,34,341,000,ガス業,0,00,総数（資本金階級）,9,83,-,-,-,-,3,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,24
4,F,34,341,000,ガス業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,34,341,000,ガス業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,34,341,000,ガス業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,34,341,000,ガス業,1,04,資本金1000万～3000万円未満,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,34,341,000,ガス業,1,05,資本金3000万～5000万円未満,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
4,F,34,341,000,ガス業,1,06,資本金5000万～1億円未満,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
4,F,34,341,000,ガス業,1,07,資本金1億～3億円未満,3,10,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8
4,F,34,341,000,ガス業,1,08,資本金3億～10億円未満,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9
4,F,34,341,000,ガス業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,34,341,000,ガス業,1,10,資本金50億円以上,1,55,-,-,-,-,1,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,34,341,000,ガス業,9,91,（再掲）資本金1000万円以下,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,34,341,000,ガス業,9,92,（再掲）資本金5000万円以下,3,5,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
4,F,34,341,000,ガス業,9,93,（再掲）資本金1億円以下,6,18,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,14
4,F,34,341,000,ガス業,9,94,（再掲）資本金3億円以下,7,19,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,15
3,F,35,000,000,熱供給業,0,00,総数（資本金階級）,34,99,-,-,-,-,31,95,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,3,5
3,F,35,000,000,熱供給業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,1,04,資本金1000万～3000万円未満,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,1,06,資本金5000万～1億円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,1,07,資本金1億～3億円未満,7,8,-,-,-,-,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
3,F,35,000,000,熱供給業,1,08,資本金3億～10億円未満,20,52,-,-,-,-,18,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
3,F,35,000,000,熱供給業,1,09,資本金10億～50億円未満,4,36,-,-,-,-,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,1,10,資本金50億円以上,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,9,91,（再掲）資本金1000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,9,92,（再掲）資本金5000万円以下,2,2,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,9,93,（再掲）資本金1億円以下,4,4,-,-,-,-,3,3,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,000,000,熱供給業,9,94,（再掲）資本金3億円以下,12,14,-,-,-,-,11,13,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,F,35,351,000,熱供給業,0,00,総数（資本金階級）,34,99,-,-,-,-,31,95,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,3,5
4,F,35,351,000,熱供給業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,1,04,資本金1000万～3000万円未満,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,1,06,資本金5000万～1億円未満,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,1,07,資本金1億～3億円未満,7,8,-,-,-,-,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
4,F,35,351,000,熱供給業,1,08,資本金3億～10億円未満,20,52,-,-,-,-,18,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
4,F,35,351,000,熱供給業,1,09,資本金10億～50億円未満,4,36,-,-,-,-,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,1,10,資本金50億円以上,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,9,91,（再掲）資本金1000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,9,92,（再掲）資本金5000万円以下,2,2,-,-,-,-,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,9,93,（再掲）資本金1億円以下,4,4,-,-,-,-,3,3,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,35,351,000,熱供給業,9,94,（再掲）資本金3億円以下,12,14,-,-,-,-,11,13,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2
3,F,36,000,000,水道業,0,00,総数（資本金階級）,31,342,-,-,-,-,10,294,1,1,4,7,2,4,1,1,1,1,2,7,-,-,1,1,2,6
3,F,36,000,000,水道業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,000,000,水道業,1,02,資本金300万～500万円未満,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,000,000,水道業,1,03,資本金500万～1000万円未満,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,000,000,水道業,1,04,資本金1000万～3000万円未満,9,27,-,-,-,-,1,10,1,1,2,5,1,2,-,-,1,1,2,7,-,-,1,1,-,-
3,F,36,000,000,水道業,1,05,資本金3000万～5000万円未満,3,29,-,-,-,-,1,26,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-
3,F,36,000,000,水道業,1,06,資本金5000万～1億円未満,4,21,-,-,-,-,3,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
3,F,36,000,000,水道業,1,07,資本金1億～3億円未満,5,239,-,-,-,-,5,239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,000,000,水道業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,000,000,水道業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,000,000,水道業,1,10,資本金50億円以上,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
3,F,36,000,000,水道業,9,91,（再掲）資本金1000万円以下,7,11,-,-,-,-,-,-,-,-,4,7,1,2,-,-,1,1,1,1,-,-,-,-,-,-
3,F,36,000,000,水道業,9,92,（再掲）資本金5000万円以下,16,75,-,-,-,-,4,53,1,1,4,7,2,4,1,1,1,1,2,7,-,-,1,1,-,-
3,F,36,000,000,水道業,9,93,（再掲）資本金1億円以下,20,226,-,-,-,-,7,202,1,1,4,7,2,4,1,1,1,1,2,7,-,-,1,1,1,2
3,F,36,000,000,水道業,9,94,（再掲）資本金3億円以下,23,318,-,-,-,-,10,294,1,1,4,7,2,4,1,1,1,1,2,7,-,-,1,1,1,2
4,F,36,361,000,上水道業,0,00,総数（資本金階級）,8,144,-,-,-,-,6,136,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,04,資本金1000万～3000万円未満,2,16,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,06,資本金5000万～1億円未満,2,18,-,-,-,-,2,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,07,資本金1億～3億円未満,3,108,-,-,-,-,3,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,9,91,（再掲）資本金1000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,361,000,上水道業,9,92,（再掲）資本金5000万円以下,3,32,-,-,-,-,2,26,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-
4,F,36,361,000,上水道業,9,93,（再掲）資本金1億円以下,5,120,-,-,-,-,4,114,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-
4,F,36,361,000,上水道業,9,94,（再掲）資本金3億円以下,7,142,-,-,-,-,6,136,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-
4,F,36,362,000,工業用水道業,0,00,総数（資本金階級）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,362,000,工業用水道業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,362,000,工業用水道業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,362,000,工業用水道業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,362,000,工業用水道業,1,04,資本金1000万～3000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,362,000,工業用水道業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,362,000,工業用水道業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,F,36,362,000,工業用水道業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
