産業分類階層,大分類,中分類,小分類,分類名,区部／経営組織／国・地方公共団体／事業所数（事業所）,区部／経営組織／国・地方公共団体／従業者数（人）,千代田区／経営組織／国・地方公共団体／事業所数（事業所）,千代田区／経営組織／国・地方公共団体／従業者数（人）,中央区／経営組織／国・地方公共団体／事業所数（事業所）,中央区／経営組織／国・地方公共団体／従業者数（人）,港区／経営組織／国・地方公共団体／事業所数（事業所）,港区／経営組織／国・地方公共団体／従業者数（人）,新宿区／経営組織／国・地方公共団体／事業所数（事業所）,新宿区／経営組織／国・地方公共団体／従業者数（人）,文京区／経営組織／国・地方公共団体／事業所数（事業所）,文京区／経営組織／国・地方公共団体／従業者数（人）,台東区／経営組織／国・地方公共団体／事業所数（事業所）,台東区／経営組織／国・地方公共団体／従業者数（人）,墨田区／経営組織／国・地方公共団体／事業所数（事業所）,墨田区／経営組織／国・地方公共団体／従業者数（人）,江東区／経営組織／国・地方公共団体／事業所数（事業所）,江東区／経営組織／国・地方公共団体／従業者数（人）,品川区／経営組織／国・地方公共団体／事業所数（事業所）,品川区／経営組織／国・地方公共団体／従業者数（人）,目黒区／経営組織／国・地方公共団体／事業所数（事業所）,目黒区／経営組織／国・地方公共団体／従業者数（人）,大田区／経営組織／国・地方公共団体／事業所数（事業所）,大田区／経営組織／国・地方公共団体／従業者数（人）,世田谷区／経営組織／国・地方公共団体／事業所数（事業所）,世田谷区／経営組織／国・地方公共団体／従業者数（人）,渋谷区／経営組織／国・地方公共団体／事業所数（事業所）,渋谷区／経営組織／国・地方公共団体／従業者数（人）,中野区／経営組織／国・地方公共団体／事業所数（事業所）,中野区／経営組織／国・地方公共団体／従業者数（人）,杉並区／経営組織／国・地方公共団体／事業所数（事業所）,杉並区／経営組織／国・地方公共団体／従業者数（人）,豊島区／経営組織／国・地方公共団体／事業所数（事業所）,豊島区／経営組織／国・地方公共団体／従業者数（人）,北区／経営組織／国・地方公共団体／事業所数（事業所）,北区／経営組織／国・地方公共団体／従業者数（人）,荒川区／経営組織／国・地方公共団体／事業所数（事業所）,荒川区／経営組織／国・地方公共団体／従業者数（人）,板橋区／経営組織／国・地方公共団体／事業所数（事業所）,板橋区／経営組織／国・地方公共団体／従業者数（人）,練馬区／経営組織／国・地方公共団体／事業所数（事業所）,練馬区／経営組織／国・地方公共団体／従業者数（人）,足立区／経営組織／国・地方公共団体／事業所数（事業所）,足立区／経営組織／国・地方公共団体／従業者数（人）,葛飾区／経営組織／国・地方公共団体／事業所数（事業所）,葛飾区／経営組織／国・地方公共団体／従業者数（人）,江戸川区／経営組織／国・地方公共団体／事業所数（事業所）,江戸川区／経営組織／国・地方公共団体／従業者数（人）,境界未定地域／経営組織／国・地方公共団体／事業所数（事業所）,境界未定地域／経営組織／国・地方公共団体／従業者数（人）,市部／経営組織／国・地方公共団体／事業所数（事業所）,市部／経営組織／国・地方公共団体／従業者数（人）,八王子市／経営組織／国・地方公共団体／事業所数（事業所）,八王子市／経営組織／国・地方公共団体／従業者数（人）,立川市／経営組織／国・地方公共団体／事業所数（事業所）,立川市／経営組織／国・地方公共団体／従業者数（人）,武蔵野市／経営組織／国・地方公共団体／事業所数（事業所）,武蔵野市／経営組織／国・地方公共団体／従業者数（人）,三鷹市／経営組織／国・地方公共団体／事業所数（事業所）,三鷹市／経営組織／国・地方公共団体／従業者数（人）,青梅市／経営組織／国・地方公共団体／事業所数（事業所）,青梅市／経営組織／国・地方公共団体／従業者数（人）,府中市／経営組織／国・地方公共団体／事業所数（事業所）,府中市／経営組織／国・地方公共団体／従業者数（人）,昭島市／経営組織／国・地方公共団体／事業所数（事業所）,昭島市／経営組織／国・地方公共団体／従業者数（人）,調布市／経営組織／国・地方公共団体／事業所数（事業所）,調布市／経営組織／国・地方公共団体／従業者数（人）,町田市／経営組織／国・地方公共団体／事業所数（事業所）,町田市／経営組織／国・地方公共団体／従業者数（人）,小金井市／経営組織／国・地方公共団体／事業所数（事業所）,小金井市／経営組織／国・地方公共団体／従業者数（人）,小平市／経営組織／国・地方公共団体／事業所数（事業所）,小平市／経営組織／国・地方公共団体／従業者数（人）,日野市／経営組織／国・地方公共団体／事業所数（事業所）,日野市／経営組織／国・地方公共団体／従業者数（人）,東村山市／経営組織／国・地方公共団体／事業所数（事業所）,東村山市／経営組織／国・地方公共団体／従業者数（人）,国分寺市／経営組織／国・地方公共団体／事業所数（事業所）,国分寺市／経営組織／国・地方公共団体／従業者数（人）,国立市／経営組織／国・地方公共団体／事業所数（事業所）,国立市／経営組織／国・地方公共団体／従業者数（人）,福生市／経営組織／国・地方公共団体／事業所数（事業所）,福生市／経営組織／国・地方公共団体／従業者数（人）,狛江市／経営組織／国・地方公共団体／事業所数（事業所）,狛江市／経営組織／国・地方公共団体／従業者数（人）,東大和市／経営組織／国・地方公共団体／事業所数（事業所）,東大和市／経営組織／国・地方公共団体／従業者数（人）,清瀬市／経営組織／国・地方公共団体／事業所数（事業所）,清瀬市／経営組織／国・地方公共団体／従業者数（人）,東久留米市／経営組織／国・地方公共団体／事業所数（事業所）,東久留米市／経営組織／国・地方公共団体／従業者数（人）,武蔵村山市／経営組織／国・地方公共団体／事業所数（事業所）,武蔵村山市／経営組織／国・地方公共団体／従業者数（人）,多摩市／経営組織／国・地方公共団体／事業所数（事業所）,多摩市／経営組織／国・地方公共団体／従業者数（人）,稲城市／経営組織／国・地方公共団体／事業所数（事業所）,稲城市／経営組織／国・地方公共団体／従業者数（人）,羽村市／経営組織／国・地方公共団体／事業所数（事業所）,羽村市／経営組織／国・地方公共団体／従業者数（人）,あきる野市／経営組織／国・地方公共団体／事業所数（事業所）,あきる野市／経営組織／国・地方公共団体／従業者数（人）,西東京市／経営組織／国・地方公共団体／事業所数（事業所）,西東京市／経営組織／国・地方公共団体／従業者数（人）,町村部／経営組織／国・地方公共団体／事業所数（事業所）,町村部／経営組織／国・地方公共団体／従業者数（人）,西多摩郡／経営組織／国・地方公共団体／事業所数（事業所）,西多摩郡／経営組織／国・地方公共団体／従業者数（人）,瑞穂町／経営組織／国・地方公共団体／事業所数（事業所）,瑞穂町／経営組織／国・地方公共団体／従業者数（人）,日の出町／経営組織／国・地方公共団体／事業所数（事業所）,日の出町／経営組織／国・地方公共団体／従業者数（人）,檜原村／経営組織／国・地方公共団体／事業所数（事業所）,檜原村／経営組織／国・地方公共団体／従業者数（人）,奥多摩町／経営組織／国・地方公共団体／事業所数（事業所）,奥多摩町／経営組織／国・地方公共団体／従業者数（人）,島部／経営組織／国・地方公共団体／事業所数（事業所）,島部／経営組織／国・地方公共団体／従業者数（人）,大島支庁／経営組織／国・地方公共団体／事業所数（事業所）,大島支庁／経営組織／国・地方公共団体／従業者数（人）,大島町／経営組織／国・地方公共団体／事業所数（事業所）,大島町／経営組織／国・地方公共団体／従業者数（人）,利島村／経営組織／国・地方公共団体／事業所数（事業所）,利島村／経営組織／国・地方公共団体／従業者数（人）,新島村／経営組織／国・地方公共団体／事業所数（事業所）,新島村／経営組織／国・地方公共団体／従業者数（人）,神津島村／経営組織／国・地方公共団体／事業所数（事業所）,神津島村／経営組織／国・地方公共団体／従業者数（人）,三宅支庁／経営組織／国・地方公共団体／事業所数（事業所）,三宅支庁／経営組織／国・地方公共団体／従業者数（人）,三宅村／経営組織／国・地方公共団体／事業所数（事業所）,三宅村／経営組織／国・地方公共団体／従業者数（人）,御蔵島村／経営組織／国・地方公共団体／事業所数（事業所）,御蔵島村／経営組織／国・地方公共団体／従業者数（人）,八丈支庁／経営組織／国・地方公共団体／事業所数（事業所）,八丈支庁／経営組織／国・地方公共団体／従業者数（人）,八丈町／経営組織／国・地方公共団体／事業所数（事業所）,八丈町／経営組織／国・地方公共団体／従業者数（人）,青ヶ島村／経営組織／国・地方公共団体／事業所数（事業所）,青ヶ島村／経営組織／国・地方公共団体／従業者数（人）,小笠原支庁／経営組織／国・地方公共団体／事業所数（事業所）,小笠原支庁／経営組織／国・地方公共団体／従業者数（人）,小笠原村／経営組織／国・地方公共団体／事業所数（事業所）,小笠原村／経営組織／国・地方公共団体／従業者数（人）
4,O,82,82A,公民館,4,18,-,-,-,-,-,-,-,-,-,-,3,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,-,-,-,-,-,78,642,2,16,6,23,-,-,-,-,-,-,11,58,1,14,3,23,1,35,5,19,11,69,2,10,5,52,5,91,1,26,3,12,2,36,5,22,-,-,-,-,1,1,2,30,5,21,-,-,1,7,6,77,4,4,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,4,-,-,-,-,-,-
4,O,82,82B,図書館,111,2823,15,943,3,42,2,174,5,109,1,29,5,100,2,46,9,54,2,49,3,59,1,14,22,434,4,25,-,-,7,104,-,-,3,60,5,145,3,36,5,111,2,52,12,237,-,-,-,-,126,2167,4,185,5,147,2,69,6,83,1,50,13,97,1,28,11,218,7,240,3,40,11,95,7,103,5,74,5,85,2,70,4,36,1,29,3,53,6,51,1,35,6,18,7,130,5,53,1,42,3,57,6,79,5,39,3,33,1,20,1,8,1,5,-,-,2,6,2,6,1,2,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82C,博物館，美術館,42,446,1,47,2,22,2,67,1,2,2,20,4,8,1,9,1,7,1,11,1,7,1,15,6,28,1,7,-,-,2,20,2,37,3,27,1,10,3,25,1,26,2,14,2,22,2,15,-,-,38,302,3,30,2,8,-,-,2,14,4,28,1,13,-,-,1,17,4,62,2,10,1,7,2,16,1,10,1,4,-,-,1,8,-,-,1,9,1,8,1,3,1,2,3,11,1,7,1,15,2,12,2,8,9,38,4,14,1,5,1,3,1,3,1,3,5,24,3,9,1,1,-,-,1,6,1,2,-,-,-,-,-,-,2,15,2,15,-,-,-,-,-,-
4,O,82,82D,動物園，植物園，水族館,3,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,9,-,-,-,-,-,-,-,-,3,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82E,その他の社会教育,25,255,-,-,1,3,-,-,1,12,1,59,2,38,2,29,1,14,-,-,5,16,-,-,3,13,-,-,-,-,1,12,-,-,-,-,-,-,3,23,2,18,-,-,-,-,3,18,-,-,15,146,1,21,1,10,1,7,4,17,-,-,-,-,-,-,1,5,2,51,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,1,8,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,822,職業・教育支援施設,60,3393,4,67,1,27,1,19,3,131,1,168,3,15,3,17,3,43,2,21,5,1194,4,51,6,629,3,176,4,36,3,80,1,71,1,1,1,31,1,12,8,536,-,-,2,68,-,-,-,-,34,3291,4,191,1,19,-,-,-,-,1,116,5,1829,-,-,2,86,1,54,1,3,4,691,1,4,2,115,2,50,1,13,-,-,1,46,2,8,-,-,2,23,1,2,1,33,1,7,-,-,1,1,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2
3,O,82,823,学習塾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,824,教養・技能教授業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82F,音楽教授業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82G,書道教授業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82H,生花・茶道教授業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82J,そろばん教授業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82K,外国語会話教授業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82L,スポーツ・健康教授業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,O,82,82M,その他の教養・技能教授業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,O,82,829,他に分類されない教育，学習支援業,11,118,-,-,-,-,-,-,1,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,43,-,-,8,47,-,-,-,-,-,-,-,-,-,-,1,4,1,6,-,-,-,-,2,9,1,10,-,-,-,-,-,-,-,-,1,6,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,P,00,000,医療，福祉,1692,50184,16,435,24,706,27,930,41,2021,52,2553,20,377,34,2944,92,1968,97,1816,77,1384,130,2526,153,7387,36,1836,54,1052,106,2962,72,2525,91,2180,30,1149,91,2361,132,3409,73,2613,108,2315,136,2735,-,-,712,22216,34,643,44,852,21,317,17,621,4,1150,47,4946,27,304,31,542,29,1820,20,270,41,2077,51,1283,34,1182,22,533,19,357,3,26,16,376,26,363,25,285,32,632,12,66,33,587,26,1010,18,255,19,728,61,991,47,609,12,164,3,50,6,30,1,16,2,68,35,445,16,165,5,64,2,8,6,61,3,32,5,45,3,39,2,6,9,175,7,168,2,7,5,60,5,60
2,P,83,000,医療業,16,7141,5,94,-,-,-,-,1,13,1,1427,-,-,1,1479,-,-,-,-,-,-,1,66,2,1832,1,936,-,-,-,-,1,988,1,304,-,-,-,-,1,1,-,-,1,1,-,-,-,-,14,8219,1,18,-,-,-,-,-,-,1,974,3,3294,-,-,-,-,1,854,-,-,1,1110,1,439,1,382,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,618,1,13,1,516,-,-,12,249,2,57,-,-,-,-,1,16,1,41,10,192,4,42,-,-,1,1,2,22,1,19,2,23,1,19,1,4,2,86,1,84,1,2,2,41,2,41
3,P,83,830,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,831,病院,9,7072,1,40,-,-,-,-,-,-,1,1427,-,-,1,1479,-,-,-,-,-,-,1,66,2,1832,1,936,-,-,-,-,1,988,1,304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,8183,-,-,-,-,-,-,-,-,1,974,3,3294,-,-,-,-,1,854,-,-,1,1110,1,439,1,382,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,613,-,-,1,516,-,-,2,125,1,41,-,-,-,-,-,-,1,41,1,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,84,1,84,-,-,-,-,-,-
3,P,83,832,一般診療所,4,51,3,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,1,13,-,-,-,-,10,124,1,16,-,-,-,-,1,16,-,-,9,108,4,42,-,-,1,1,2,22,1,19,2,23,1,19,1,4,1,2,-,-,1,2,2,41,2,41
3,P,83,833,歯科診療所,2,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,834,助産・看護業,1,13,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,P,83,83A,助産所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,P,83,83B,看護業,1,13,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,835,療術業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,83,836,医療に附帯するサービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,18,1,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,P,83,83C,歯科技工所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,P,83,83D,その他の医療に附帯するサービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,18,1,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,P,84,000,保健衛生,110,5844,1,94,4,121,2,200,4,454,4,219,6,166,3,374,7,253,3,72,2,177,7,203,9,1176,4,139,1,57,6,248,2,122,4,123,2,145,7,520,9,222,8,352,7,164,8,243,-,-,32,2359,-,-,3,213,1,88,1,90,2,149,3,313,1,80,-,-,1,76,1,21,2,248,2,81,-,-,1,101,1,48,1,16,1,63,1,80,-,-,1,59,2,18,3,272,1,53,1,55,1,2,1,233,9,125,2,58,1,31,-,-,-,-,1,27,7,67,4,32,1,17,-,-,2,11,1,4,1,14,1,14,-,-,1,13,1,13,-,-,1,8,1,8
3,P,84,840,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,P,84,841,保健所,28,2250,1,94,1,68,1,126,-,-,1,24,1,90,1,219,1,77,-,-,1,86,4,167,2,338,1,98,1,57,1,103,1,104,1,72,2,145,1,103,3,77,2,105,1,97,-,-,-,-,6,797,-,-,1,143,-,-,-,-,1,122,1,200,-,-,-,-,1,76,-,-,1,148,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,108,-,-,-,-,-,-,-,-,6,60,-,-,-,-,-,-,-,-,-,-,6,60,3,25,1,17,-,-,1,4,1,4,1,14,1,14,-,-,1,13,1,13,-,-,1,8,1,8
