産業分類階層,大分類,中分類,小分類,分類名,総数／総数／企業等数（企業等）,総数／総数／事業所数（事業所）,総数／総数／企業従業者数（人）,総数／単一事業所企業／企業等数（企業等）,総数／単一事業所企業／事業所数（事業所）,総数／単一事業所企業／企業従業者数（人）,総数／複数事業所企業／企業等数（企業等）,総数／複数事業所企業／事業所数（事業所）,総数／複数事業所企業／企業従業者数（人）,個人経営／総数／企業等数（企業等）,個人経営／総数／事業所数（事業所）,個人経営／総数／企業従業者数（人）,個人経営／単一事業所企業／企業等数（企業等）,個人経営／単一事業所企業／事業所数（事業所）,個人経営／単一事業所企業／企業従業者数（人）,個人経営／複数事業所企業／企業等数（企業等）,個人経営／複数事業所企業／事業所数（事業所）,個人経営／複数事業所企業／企業従業者数（人）,会社企業／総数／企業等数（企業等）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／単一事業所企業／企業等数（企業等）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業等数（企業等）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／総数／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／総数／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／総数／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／総数／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／総数／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／総数／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／総数／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／総数／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／総数／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／総数／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／総数／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／総数／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／総数／企業等数（企業等）,会社企業／資本金階級／50億円以上／総数／事業所数（事業所）,会社企業／資本金階級／50億円以上／総数／企業従業者数（人）,会社企業／資本金階級／50億円以上／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／複数事業所企業／企業従業者数（人）,会社以外の法人／総数／企業等数（企業等）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／単一事業所企業／企業等数（企業等）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／企業等数（企業等）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）
4,O,82,82F,音楽教授業,1457,1772,5980,1366,1366,3253,91,406,2727,1236,1269,2365,1208,1208,2100,28,61,265,205,480,3158,144,144,1016,61,336,2142,20,24,77,17,17,56,3,7,21,81,91,749,72,72,578,9,19,171,15,20,61,11,11,46,4,9,15,61,270,1527,35,35,227,26,235,1300,3,16,172,1,1,5,2,15,167,2,16,200,-,-,-,2,16,200,1,1,81,1,1,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,23,457,14,14,137,2,9,320
4,O,82,82G,書道教授業,554,605,1355,525,525,890,29,80,465,513,530,784,497,497,719,16,33,65,28,47,293,20,20,153,8,27,140,4,5,26,3,3,15,1,2,11,9,11,95,7,7,60,2,4,35,4,4,15,4,4,15,-,-,-,8,21,137,5,5,60,3,16,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,28,278,8,8,18,5,20,260
4,O,82,82H,生花・茶道教授業,288,295,636,285,285,523,3,10,113,253,253,367,253,253,367,-,-,-,23,23,100,23,23,100,-,-,-,4,4,14,4,4,14,-,-,-,8,8,26,8,8,26,-,-,-,1,1,7,1,1,7,-,-,-,7,7,46,7,7,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,19,169,9,9,56,3,10,113
4,O,82,82J,そろばん教授業,346,382,817,314,314,614,32,68,203,333,363,755,307,307,599,26,56,156,12,18,60,6,6,13,6,12,47,1,2,7,-,-,-,1,2,7,7,11,43,3,3,5,4,8,38,1,1,3,1,1,3,-,-,-,1,1,4,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,1,2,-,-,-
4,O,82,82K,外国語会話教授業,590,1658,11693,491,491,2632,99,1167,9061,316,330,862,304,304,772,12,26,90,267,1321,10662,180,180,1691,87,1141,8971,28,34,236,23,23,141,5,11,95,64,80,637,50,50,392,14,30,245,30,67,471,25,25,221,5,42,250,86,288,2795,65,65,796,21,223,1999,6,471,1253,2,2,73,4,469,1180,4,11,252,-,-,-,4,11,252,7,289,4149,2,2,12,5,287,4137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,169,7,7,169,-,-,-
4,O,82,82L,スポーツ・健康教授業,861,1613,17748,663,663,4439,198,950,13309,297,311,838,283,283,733,14,28,105,493,1212,16241,325,325,3357,168,887,12884,50,60,348,43,43,176,7,17,172,148,184,1766,125,125,1306,23,59,460,52,66,626,39,39,402,13,27,224,137,273,4754,89,89,1197,48,184,3557,8,276,3068,2,2,54,6,274,3014,12,98,2224,5,5,90,7,93,2134,2,23,891,-,-,-,2,23,891,3,58,551,2,2,15,1,56,536,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,90,669,55,55,349,16,35,320
4,O,82,82M,その他の教養・技能教授業,2553,4377,26726,2276,2276,8261,277,2101,18465,1629,1679,4194,1577,1577,3756,52,102,438,845,2596,21490,633,633,3970,212,1963,17520,81,88,387,71,71,321,10,17,66,313,359,2048,275,275,1543,38,84,505,81,94,524,70,70,363,11,24,161,199,671,5044,155,155,1184,44,516,3860,18,52,361,11,11,97,7,41,264,21,320,5005,11,11,238,10,309,4767,14,415,3273,5,5,71,9,410,3202,3,317,2709,-,-,-,3,317,2709,2,28,10,1,1,10,1,27,-,-,-,-,-,-,-,-,-,-,79,102,1042,66,66,535,13,36,507
3,O,82,829,他に分類されない教育，学習支援業,604,1185,20148,465,465,6658,139,720,13490,49,50,181,48,48,165,1,2,16,442,958,18763,328,328,5917,114,630,12846,28,28,92,26,26,90,2,2,2,81,88,735,74,74,670,7,14,65,44,54,704,38,38,564,6,16,140,167,394,8546,132,132,3352,35,262,5194,28,67,1501,18,18,325,10,49,1176,36,141,3473,17,17,430,19,124,3043,11,77,1259,7,7,394,4,70,865,5,31,1674,1,1,8,4,30,1666,1,2,133,-,-,-,1,2,133,-,-,-,-,-,-,-,-,-,113,177,1204,89,89,576,24,88,628
1,P,00,000,医療，福祉,34673,52089,1089271,30696,30696,284106,3977,21393,805165,21093,21295,99914,20901,20901,97409,192,394,2505,4900,12644,222854,3288,3288,37110,1612,9356,185744,697,835,6926,598,598,5002,99,237,1924,1697,2211,22812,1394,1394,13985,303,817,8827,574,780,9665,445,445,5321,129,335,4344,815,2246,38529,523,523,8296,292,1723,30233,103,623,11555,36,36,852,67,587,10703,99,2087,45954,25,25,617,74,2062,45337,55,1052,34276,15,15,902,40,1037,33374,22,233,11108,5,5,160,17,228,10948,7,166,4351,3,3,176,4,163,4175,5,549,18266,-,-,-,5,549,18266,8680,18150,766503,6507,6507,149587,2173,11643,616916
2,P,83,000,医療業,28950,35317,654556,26937,26937,207614,2013,8380,446942,20808,20996,97309,20624,20624,95309,184,372,2000,2387,4609,44008,1718,1718,10268,669,2891,33740,305,382,2155,258,258,1353,47,124,802,972,1263,7183,800,800,4182,172,463,3001,263,343,1970,218,218,1224,45,125,746,336,739,6922,239,239,1829,97,500,5093,26,126,1739,11,11,84,15,115,1655,33,392,4186,13,13,362,20,379,3824,10,81,1696,5,5,192,5,76,1504,2,5,56,1,1,10,1,4,46,3,156,4012,1,1,4,2,155,4008,3,285,8494,-,-,-,3,285,8494,5755,9712,513239,4595,4595,102037,1160,5117,411202
3,P,83,831,病院,455,2616,415889,260,260,50559,195,2356,365330,28,28,2497,28,28,2497,-,-,-,1,1,114,1,1,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,426,2587,413278,231,231,47948,195,2356,365330
3,P,83,832,一般診療所,9732,10886,117595,9171,9171,82345,561,1715,35250,6111,6134,41262,6087,6087,40600,24,47,662,38,44,283,31,31,192,7,13,91,5,5,27,5,5,27,-,-,-,2,2,3,2,2,3,-,-,-,3,3,10,3,3,10,-,-,-,5,6,64,4,4,44,1,2,20,1,1,7,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,22,1,1,4,1,1,18,-,-,-,-,-,-,-,-,-,3583,4708,76050,3053,3053,41553,530,1655,34497
3,P,83,833,歯科診療所,9420,10075,59894,8973,8973,48797,447,1102,11097,7748,7774,37715,7722,7722,37450,26,52,265,19,23,108,14,14,71,5,9,37,-,-,-,-,-,-,-,-,-,5,5,23,5,5,23,-,-,-,3,3,14,3,3,14,-,-,-,2,2,8,1,1,3,1,1,5,-,-,-,-,-,-,-,-,-,1,1,8,1,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1653,2278,22071,1237,1237,11276,416,1041,10795
3,P,83,834,助産・看護業,194,318,4404,148,148,2272,46,170,2132,30,30,101,30,30,101,-,-,-,107,212,3088,72,72,1249,35,140,1839,19,20,237,18,18,215,1,2,22,32,42,608,24,24,325,8,18,283,18,21,298,16,16,243,2,5,55,17,43,926,8,8,258,9,35,668,2,4,104,1,1,6,1,3,98,4,53,498,1,1,14,3,52,484,1,1,129,1,1,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,76,1215,46,46,922,11,30,293
4,P,83,83A,助産所,35,35,174,35,35,174,-,-,-,30,30,101,30,30,101,-,-,-,3,3,33,3,3,33,-,-,-,1,1,7,1,1,7,-,-,-,2,2,26,2,2,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,40,2,2,40,-,-,-
4,P,83,83B,看護業,159,283,4230,113,113,2098,46,170,2132,-,-,-,-,-,-,-,-,-,104,209,3055,69,69,1216,35,140,1839,18,19,230,17,17,208,1,2,22,30,40,582,22,22,299,8,18,283,18,21,298,16,16,243,2,5,55,17,43,926,8,8,258,9,35,668,2,4,104,1,1,6,1,3,98,4,53,498,1,1,14,3,52,484,1,1,129,1,1,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,74,1175,44,44,882,11,30,293
3,P,83,835,療術業,8528,10210,36939,7810,7810,20538,718,2400,16401,6678,6817,15300,6544,6544,14227,134,273,1073,1826,3362,21481,1247,1247,6245,579,2115,15236,251,325,1712,207,207,992,44,118,720,742,1021,5583,581,581,2894,161,440,2689,211,287,1530,169,169,842,42,118,688,223,584,4549,145,145,747,78,439,3802,15,89,493,5,5,41,10,84,452,13,314,2884,3,3,51,10,311,2833,2,2,10,1,1,7,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,31,158,19,19,66,5,12,92
3,P,83,836,医療に附帯するサービス業,621,1212,19835,575,575,3103,46,637,16732,213,213,434,213,213,434,-,-,-,396,967,18934,353,353,2397,43,614,16537,30,32,179,28,28,119,2,4,60,191,193,966,188,188,937,3,5,29,28,29,118,27,27,115,1,2,3,89,104,1375,81,81,777,8,23,598,8,32,1135,4,4,30,4,28,1105,15,24,796,8,8,289,7,16,507,7,78,1557,3,3,56,4,75,1501,2,5,56,1,1,10,1,4,46,1,154,3990,-,-,-,1,154,3990,3,285,8494,-,-,-,3,285,8494,12,32,467,9,9,272,3,23,195
4,P,83,83C,歯科技工所,514,526,2473,502,502,2068,12,24,405,211,211,432,211,211,432,-,-,-,303,315,2041,291,291,1636,12,24,405,20,21,131,19,19,83,1,2,48,177,178,877,175,175,865,2,3,12,26,27,102,25,25,99,1,2,3,59,62,590,58,58,487,1,4,103,3,3,84,2,2,9,1,1,75,2,3,104,1,1,46,1,2,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,P,83,83D,その他の医療に附帯するサービス業,107,686,17362,73,73,1035,34,613,16327,2,2,2,2,2,2,-,-,-,93,652,16893,62,62,761,31,590,16132,10,11,48,9,9,36,1,2,12,14,15,89,13,13,72,1,2,17,2,2,16,2,2,16,-,-,-,30,42,785,23,23,290,7,19,495,5,29,1051,2,2,21,3,27,1030,13,21,692,7,7,243,6,14,449,7,78,1557,3,3,56,4,75,1501,2,5,56,1,1,10,1,4,46,1,154,3990,-,-,-,1,154,3990,3,285,8494,-,-,-,3,285,8494,12,32,467,9,9,272,3,23,195
2,P,84,000,保健衛生,296,508,14189,228,228,3816,68,280,10373,62,63,205,61,61,203,1,2,2,148,247,4901,113,113,1598,35,134,3303,11,12,50,10,10,48,1,2,2,37,41,470,33,33,442,4,8,28,13,13,66,13,13,66,-,-,-,47,51,762,43,43,699,4,8,63,4,10,113,1,1,19,3,9,94,7,37,1196,4,4,72,3,33,1124,9,50,1904,2,2,223,7,48,1681,2,2,21,2,2,21,-,-,-,1,3,89,-,-,-,1,3,89,-,-,-,-,-,-,-,-,-,86,198,9083,54,54,2015,32,144,7068
3,P,84,842,健康相談施設,262,408,11457,201,201,3549,61,207,7908,62,63,205,61,61,203,1,2,2,119,156,2593,90,90,1365,29,66,1228,10,11,49,9,9,47,1,2,2,32,36,460,28,28,432,4,8,28,10,10,58,10,10,58,-,-,-,33,37,548,29,29,485,4,8,63,3,8,95,1,1,19,2,7,76,6,7,138,4,4,72,2,3,66,7,18,1046,2,2,223,5,16,823,2,2,21,2,2,21,-,-,-,1,3,89,-,-,-,1,3,89,-,-,-,-,-,-,-,-,-,81,189,8659,50,50,1981,31,139,6678
3,P,84,849,その他の保健衛生,34,100,2732,27,27,267,7,73,2465,-,-,-,-,-,-,-,-,-,29,91,2308,23,23,233,6,68,2075,1,1,1,1,1,1,-,-,-,5,5,10,5,5,10,-,-,-,3,3,8,3,3,8,-,-,-,14,14,214,14,14,214,-,-,-,1,2,18,-,-,-,1,2,18,1,30,1058,-,-,-,1,30,1058,2,32,858,-,-,-,2,32,858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,9,424,4,4,34,1,5,390
2,P,85,000,社会保険・社会福祉・介護事業,5427,16264,420526,3531,3531,72676,1896,12733,347850,223,236,2400,216,216,1897,7,20,503,2365,7788,173945,1457,1457,25244,908,6331,148701,381,441,4721,330,330,3601,51,111,1120,688,907,15159,561,561,9361,127,346,5798,298,424,7629,214,214,4031,84,210,3598,432,1456,30845,241,241,5768,191,1215,25077,73,487,9703,24,24,749,49,463,8954,59,1658,40572,8,8,183,51,1650,40389,36,921,30676,8,8,487,28,913,30189,18,226,11031,2,2,129,16,224,10902,3,7,250,2,2,172,1,5,78,2,264,9772,-,-,-,2,264,9772,2839,8240,244181,1858,1858,45535,981,6382,198646
3,P,85,851,社会保険事業団体,466,1829,76709,400,400,4355,66,1429,72354,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,466,1829,76709,400,400,4355,66,1429,72354
3,P,85,853,児童福祉事業,1248,3248,67554,791,791,17338,457,2457,50216,199,207,1973,193,193,1823,6,14,150,267,1210,17216,124,124,1691,143,1086,15525,31,41,471,24,24,324,7,17,147,45,56,829,39,39,541,6,17,288,34,52,587,19,19,189,15,33,398,59,191,2936,27,27,373,32,164,2563,11,136,2436,3,3,85,8,133,2351,12,472,6452,1,1,21,11,471,6431,3,80,1140,-,-,-,3,80,1140,2,20,468,-,-,-,2,20,468,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,782,1831,48365,474,474,13824,308,1357,34541
4,P,85,85A,保育所,971,2523,53278,631,631,13908,340,1892,39370,187,195,1935,181,181,1785,6,14,150,215,1081,15253,99,99,1414,116,982,13839,16,24,253,12,12,152,4,12,101,40,49,738,36,36,504,4,13,234,28,44,517,15,15,159,13,29,358,54,179,2845,23,23,351,31,156,2494,10,123,1781,3,3,85,7,120,1696,11,471,6430,1,1,21,10,470,6409,2,55,707,-,-,-,2,55,707,2,20,468,-,-,-,2,20,468,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,569,1247,36090,351,351,10709,218,896,25381
4,P,85,85B,その他の児童福祉事業,277,725,14276,160,160,3430,117,565,10846,12,12,38,12,12,38,-,-,-,52,129,1963,25,25,277,27,104,1686,15,17,218,12,12,172,3,5,46,5,7,91,3,3,37,2,4,54,6,8,70,4,4,30,2,4,40,5,12,91,4,4,22,1,8,69,1,13,655,-,-,-,1,13,655,1,1,22,-,-,-,1,1,22,1,25,433,-,-,-,1,25,433,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,213,584,12275,123,123,3115,90,461,9160
3,P,85,854,老人福祉・介護事業,2768,8674,234041,1755,1755,41170,1013,6919,192871,11,11,39,11,11,39,-,-,-,1992,6400,153981,1261,1261,22169,731,5139,131812,317,361,3732,280,280,2913,37,81,819,622,815,13554,505,505,8281,117,310,5273,251,358,6865,183,183,3703,68,175,3162,356,1235,27505,203,203,5178,153,1032,22327,60,341,7025,21,21,664,39,320,6361,45,1167,33806,7,7,162,38,1160,33644,33,841,29536,8,8,487,25,833,29049,15,205,10496,1,1,62,14,204,10434,3,7,250,2,2,172,1,5,78,2,264,9772,-,-,-,2,264,9772,765,2263,80021,483,483,18962,282,1780,61059
4,P,85,85C,特別養護老人ホーム,241,1162,47288,114,114,9204,127,1048,38084,-,-,-,-,-,-,-,-,-,1,2,15,-,-,-,1,2,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,1160,47273,114,114,9204,126,1046,38069
4,P,85,85D,介護老人保健施設,68,207,11892,35,35,3006,33,172,8886,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,207,11892,35,35,3006,33,172,8886
4,P,85,85E,通所・短期入所介護事業,825,2187,32466,453,453,5878,372,1734,26588,1,1,11,1,1,11,-,-,-,680,1891,26067,354,354,3811,326,1537,22256,109,131,1076,90,90,788,19,41,288,167,264,3171,116,116,1322,51,148,1849,101,150,1471,70,70,769,31,80,702,107,522,7769,51,51,704,56,471,7065,15,127,1575,5,5,38,10,122,1537,7,46,732,1,1,19,6,45,713,6,200,3625,-,-,-,6,200,3625,3,90,3202,-,-,-,3,90,3202,1,5,78,-,-,-,1,5,78,-,-,-,-,-,-,-,-,-,144,295,6388,98,98,2056,46,197,4332
4,P,85,85F,訪問介護事業,1051,2556,59651,777,777,18328,274,1779,41323,1,1,12,1,1,12,-,-,-,916,2358,54101,670,670,15222,246,1688,38879,131,151,2345,116,116,1822,15,35,523,351,426,8895,303,303,6210,48,123,2685,131,169,4490,105,105,2819,26,64,1671,183,544,14096,108,108,3505,75,436,10591,27,118,3114,11,11,403,16,107,2711,18,596,14609,4,4,75,14,592,14534,4,42,1633,1,1,23,3,41,1610,1,3,85,-,-,-,1,3,85,1,1,16,1,1,16,-,-,-,-,-,-,-,-,-,-,-,-,134,197,5538,106,106,3094,28,91,2444
4,P,85,85G,認知症老人グループホーム,112,331,6025,48,48,829,64,283,5196,-,-,-,-,-,-,-,-,-,71,243,4346,28,28,553,43,215,3793,2,2,20,2,2,20,-,-,-,16,22,388,11,11,159,5,11,229,5,12,263,2,2,41,3,10,222,19,44,852,11,11,281,8,33,571,7,25,619,2,2,52,5,23,567,2,22,353,-,-,-,2,22,353,3,51,932,-,-,-,3,51,932,1,26,361,-,-,-,1,26,361,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,88,1679,20,20,276,21,68,1403
