産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,民営の合計／事業所数（事業所）,民営の合計／従業者数／民営の合計（人）,民営の合計／従業者数／男（人）,民営の合計／従業者数／女（人）,民営の合計／従業者数／うち常用雇用者／民営の合計（人）,民営の合計／従業者数／うち常用雇用者／男（人）,民営の合計／従業者数／うち常用雇用者／女（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数／総数（人）,民営／個人／従業者数／男（人）,民営／個人／従業者数／女（人）,民営／個人／従業者数／うち常用雇用者数／総数（人）,民営／個人／従業者数／うち常用雇用者数／男（人）,民営／個人／従業者数／うち常用雇用者数／女（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数／総数（人）,民営／法人／従業者数／男（人）,民営／法人／従業者数／女（人）,民営／法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／従業者数／うち常用雇用者数／男（人）,民営／法人／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数／総数（人）,民営／法人／会社／従業者数／男（人）,民営／法人／会社／従業者数／女（人）,民営／法人／会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／女（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合名・合資会社／事業所数（事業所）,民営／法人／会社／合名・合資会社／従業者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／女（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数／総数（人）,民営／法人／会社／合同会社／従業者数／男（人）,民営／法人／会社／合同会社／従業者数／女（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数／総数（人）,民営／法人／会社／外国の会社／従業者数／男（人）,民営／法人／会社／外国の会社／従業者数／女（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数／総数（人）,民営／法人／会社以外の法人／従業者数／男（人）,民営／法人／会社以外の法人／従業者数／女（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数／総数（人）,民営／法人でない団体／従業者数／男（人）,民営／法人でない団体／従業者数／女（人）,民営／法人でない団体／従業者数／うち常用雇用者数／総数（人）,民営／法人でない団体／従業者数／うち常用雇用者数／男（人）,民営／法人でない団体／従業者数／うち常用雇用者数／女（人）,国・地方公共団体の合計／事業所数（事業所）,国・地方公共団体の合計／従業者数（人）,国・地方公共団体の合計／従業者数／男（人）,国・地方公共団体の合計／従業者数／女（人）,国・地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／国／従業者数／男（人）,国・地方公共団体／国／従業者数／女（人）,国・地方公共団体／国／従業者数／うち常用雇用者（人）,国・地方公共団体／国／従業者数／うち常用雇用者／男（人）,国・地方公共団体／国／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体の合計／事業所数（事業所）,国・地方公共団体／地方公共団体の合計／業者数（人）,国・地方公共団体／地方公共団体の合計／従業者数／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／女（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／業者数（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／女（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／区市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／区市町村／業者数（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／女（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／女（人）
3,I,57,572,男子服小売業,2237,14701,8057,6644,12992,6936,6056,2237,14701,8057,6644,12992,6936,6056,470,930,544,386,291,117,174,1767,13771,7513,6258,12701,6819,5882,1767,13771,7513,6258,12701,6819,5882,1750,12816,7033,5783,11772,6358,5414,7,20,7,13,11,4,7,7,900,451,449,883,435,448,3,35,22,13,35,22,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,573,婦人・子供服小売業,8369,58547,13488,45035,51690,11019,40647,8369,58547,13488,45035,51690,11019,40647,1967,3815,1046,2769,1269,173,1096,6399,54717,12439,42254,50407,10844,39539,6395,54697,12437,42236,50400,10842,39534,6362,54174,12279,41871,49899,10698,39177,17,54,20,34,37,9,28,13,432,127,305,427,124,303,3,37,11,26,37,11,26,4,20,2,18,7,2,5,3,15,3,12,14,2,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,574,靴・履物小売業,1559,7391,3341,4050,6239,2609,3630,1559,7391,3341,4050,6239,2609,3630,374,665,342,323,156,39,117,1185,6726,2999,3727,6083,2570,3513,1185,6726,2999,3727,6083,2570,3513,1148,6571,2956,3615,5939,2533,3406,9,23,9,14,13,3,10,27,128,34,94,127,34,93,1,4,-,4,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,579,その他の織物・衣服・身の回り品小売業,4702,30750,8194,22556,27223,6609,20614,4702,30750,8194,22556,27223,6609,20614,995,1930,715,1215,631,169,462,3703,28803,7476,21327,26586,6439,20147,3693,28756,7465,21291,26540,6429,20111,3656,28561,7381,21180,26378,6364,20014,17,53,25,28,32,11,21,16,107,37,70,95,32,63,4,35,22,13,35,22,13,10,47,11,36,46,10,36,4,17,3,14,6,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,58,000,飲食料品小売業,31064,373560,167192,206342,329161,141820,187315,31060,373553,167191,206336,329156,141819,187311,10675,48144,24917,23227,31304,14612,16692,20367,325248,142230,182992,297709,127168,170515,20054,318198,140054,178118,290818,125084,165708,19327,304374,133479,170869,278720,119433,159261,423,4911,2624,2287,3986,2116,1870,299,8710,3856,4854,7909,3440,4469,5,203,95,108,203,95,108,313,7050,2176,4874,6891,2084,4807,18,161,44,117,143,39,104,4,7,1,6,5,1,4,-,-,-,-,-,-,-,4,7,1,6,5,1,4,1,-,-,-,-,-,-,3,7,1,6,5,1,4,-,-,-,-,-,-,-
3,I,58,580,管理，補助的経済活動を行う事業所,203,7621,4702,2899,7283,4446,2817,203,7621,4702,2899,7283,4446,2817,-,-,-,-,-,-,-,203,7621,4702,2899,7283,4446,2817,200,7565,4685,2860,7228,4430,2778,199,7562,4684,2858,7226,4430,2776,1,3,1,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,56,17,39,55,16,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,581,各種食料品小売業,1911,97841,41615,56226,96194,40710,55484,1911,97841,41615,56226,96194,40710,55484,138,480,248,232,237,107,130,1770,97339,41366,55973,95936,40602,55334,1684,92869,40150,52719,91487,39401,52086,1618,88451,38575,49876,87207,37865,49342,2,12,3,9,9,1,8,63,4405,1571,2834,4270,1534,2736,1,1,1,-,1,1,-,86,4470,1216,3254,4449,1201,3248,3,22,1,21,21,1,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,582,野菜・果実小売業,1911,9487,4780,4707,6768,2977,3791,1910,9486,4779,4707,6767,2976,3791,951,2442,1330,1112,1065,382,683,955,7008,3425,3583,5668,2571,3097,926,6747,3309,3438,5414,2457,2957,908,6656,3260,3396,5347,2426,2921,17,87,48,39,66,31,35,1,4,1,3,1,-,1,-,-,-,-,-,-,-,29,261,116,145,254,114,140,4,36,24,12,34,23,11,1,1,1,-,1,1,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-
3,I,58,583,食肉小売業,1223,6893,3360,3533,5269,2305,2964,1223,6893,3360,3533,5269,2305,2964,583,1472,780,692,632,213,419,640,5421,2580,2841,4637,2092,2545,639,5415,2578,2837,4631,2090,2541,624,5334,2534,2800,4565,2056,2509,15,81,44,37,66,34,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,2,4,6,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,584,鮮魚小売業,872,4989,3128,1861,3915,2341,1574,870,4983,3128,1855,3911,2341,1570,455,1191,712,479,566,258,308,415,3792,2416,1376,3345,2083,1262,414,3773,2399,1374,3335,2075,1260,409,3755,2389,1366,3323,2069,1254,4,14,6,8,9,3,6,1,4,4,-,3,3,-,-,-,-,-,-,-,-,1,19,17,2,10,8,2,-,-,-,-,-,-,-,2,6,-,6,4,-,4,-,-,-,-,-,-,-,2,6,-,6,4,-,4,-,-,-,-,-,-,-,2,6,-,6,4,-,4,-,-,-,-,-,-,-
3,I,58,585,酒小売業,2313,9399,5794,3605,6129,3672,2457,2313,9399,5794,3605,6129,3672,2457,833,1946,1036,910,654,220,434,1480,7453,4758,2695,5475,3452,2023,1478,7447,4755,2692,5469,3449,2020,1418,7271,4651,2620,5372,3394,1978,60,176,104,72,97,55,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,3,3,6,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,586,菓子・パン小売業,6631,54190,15200,38984,45212,11148,34058,6631,54190,15200,38984,45212,11148,34058,2393,6908,2731,4177,3374,762,2612,4234,47245,12461,34778,41801,10378,31417,4166,46532,12250,34276,41135,10188,30941,4121,46168,12123,34039,40867,10107,30754,36,308,113,195,222,74,148,7,31,9,22,21,2,19,2,25,5,20,25,5,20,68,713,211,502,666,190,476,4,37,8,29,37,8,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,58,589,その他の飲食料品小売業,16000,183140,88613,94527,158391,74221,84170,15999,183140,88613,94527,158391,74221,84170,5322,33705,18080,15625,24776,12670,12106,10670,149369,70522,78847,133564,61544,72020,10547,147850,69928,77922,132119,60994,71125,10030,139177,65263,73914,124813,57086,67727,288,4230,2305,1925,3515,1918,1597,227,4266,2271,1995,3614,1901,1713,2,177,89,88,177,89,88,123,1519,594,925,1445,550,895,7,66,11,55,51,7,44,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,58,58A,料理品小売業,3077,30931,10404,20527,27461,8751,18710,3077,30931,10404,20527,27461,8751,18710,924,2751,1160,1591,1367,402,965,2153,28180,9244,18936,26094,8349,17745,2136,27790,9077,18713,25711,8185,17526,2111,27522,8963,18559,25511,8104,17407,18,158,70,88,100,40,60,7,110,44,66,100,41,59,-,-,-,-,-,-,-,17,390,167,223,383,164,219,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,58,58B,他に分類されない飲食料品小売業,12923,152209,78209,74000,130930,65470,65460,12922,152209,78209,74000,130930,65470,65460,4398,30954,16920,14034,23409,12268,11141,8517,121189,61278,59911,107470,53195,54275,8411,120060,60851,59209,106408,52809,53599,7919,111655,56300,55355,99302,48982,50320,270,4072,2235,1837,3415,1878,1537,220,4156,2227,1929,3514,1860,1654,2,177,89,88,177,89,88,106,1129,427,702,1062,386,676,7,66,11,55,51,7,44,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,59,000,機械器具小売業,9840,81775,60463,21292,69778,51656,18102,9840,81775,60463,21292,69778,51656,18102,2461,5055,3488,1567,1829,896,933,7378,76719,56974,19725,67948,50759,17169,7357,76083,56832,19231,67379,50667,16692,7303,75483,56405,19058,66852,50297,16535,40,144,103,41,79,53,26,8,373,265,108,366,259,107,6,83,59,24,82,58,24,21,636,142,494,569,92,477,1,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,590,管理，補助的経済活動を行う事業所,57,2244,1227,997,1456,1051,385,57,2244,1227,997,1456,1051,385,-,-,-,-,-,-,-,57,2244,1227,997,1456,1051,385,56,2179,1175,984,1441,1045,376,56,2179,1175,984,1441,1045,376,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,65,52,13,15,6,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,591,自動車小売業,4346,38034,31780,6254,33044,27843,5201,4346,38034,31780,6254,33044,27843,5201,764,1577,1184,393,611,369,242,3582,36457,30596,5861,32433,27474,4959,3581,36450,30590,5860,32427,27469,4958,3559,36329,30492,5837,32342,27399,4943,16,64,48,16,30,22,8,2,2,2,-,-,-,-,4,55,48,7,55,48,7,1,7,6,1,6,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,592,自転車小売業,1334,3661,2837,824,2212,1663,549,1334,3661,2837,824,2212,1663,549,794,1374,983,391,399,185,214,540,2287,1854,433,1813,1478,335,540,2287,1854,433,1813,1478,335,529,2250,1828,422,1793,1466,327,9,27,19,8,13,7,6,2,10,7,3,7,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,59,593,機械器具小売業（自動車，自転車を除く）,4103,37836,24619,13217,33066,21099,11967,4103,37836,24619,13217,33066,21099,11967,903,2104,1321,783,819,342,477,3199,35731,23297,12434,32246,20756,11490,3180,35167,23213,11954,31698,20675,11023,3159,34725,22910,11815,31276,20387,10889,15,53,36,17,36,24,12,4,361,256,105,359,254,105,2,28,11,17,27,10,17,19,564,84,480,548,81,467,1,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,60,000,その他の小売業,36882,266335,119870,146225,220676,93959,126478,36881,266331,119866,146225,220672,93955,126478,10522,26261,13375,12885,11648,4947,6701,26343,239972,106470,133263,208940,88996,119705,26050,235812,104876,130697,205152,87622,117291,25806,233793,104221,129333,203502,87197,116066,177,734,338,396,482,186,296,52,1061,233,828,951,161,790,15,224,84,140,217,78,139,293,4160,1594,2566,3788,1374,2414,16,98,21,77,84,12,72,1,4,4,-,4,4,-,-,-,-,-,-,-,-,1,4,4,-,4,4,-,-,-,-,-,-,-,-,1,4,4,-,4,4,-,-,-,-,-,-,-,-
3,I,60,600,管理，補助的経済活動を行う事業所,365,14414,7158,7256,13753,6692,7061,365,14414,7158,7256,13753,6692,7061,2,5,5,-,3,3,-,363,14409,7153,7256,13750,6689,7061,361,14384,7140,7244,13727,6677,7050,361,14384,7140,7244,13727,6677,7050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,25,13,12,23,12,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,601,家具・建具・畳小売業,1853,10711,5921,4790,8474,4286,4188,1853,10711,5921,4790,8474,4286,4188,828,1581,1127,454,502,267,235,1025,9130,4794,4336,7972,4019,3953,1021,9113,4784,4329,7956,4010,3946,1015,9098,4772,4326,7949,4005,3944,5,13,10,3,6,4,2,1,2,2,-,1,1,-,-,-,-,-,-,-,-,4,17,10,7,16,9,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,602,じゅう器小売業,1829,7657,3077,4450,5359,1775,3454,1829,7657,3077,4450,5359,1775,3454,729,1400,679,721,389,131,258,1100,6257,2398,3729,4970,1644,3196,1093,6217,2371,3716,4938,1624,3184,1066,6107,2316,3661,4868,1597,3141,23,71,43,28,39,21,18,4,39,12,27,31,6,25,-,-,-,-,-,-,-,7,40,27,13,32,20,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,603,医薬品・化粧品小売業,9559,74675,18728,55947,64540,14430,50110,9559,74675,18728,55947,64540,14430,50110,1134,3212,882,2330,1769,262,1507,8423,71459,17845,53614,62768,14167,48601,8385,71035,17705,53330,62485,14083,48402,8321,69884,17526,52358,61439,13955,47484,49,284,80,204,201,41,160,12,767,65,702,745,53,692,3,100,34,66,100,34,66,38,424,140,284,283,84,199,2,4,1,3,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,604,農耕用品小売業,127,873,550,323,661,411,250,127,873,550,323,661,411,250,41,120,64,56,44,19,25,86,753,486,267,617,392,225,58,397,253,144,290,188,102,57,395,253,142,288,188,100,1,2,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,356,233,123,327,204,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,605,燃料小売業,1880,15882,12525,3357,13035,10392,2643,1880,15882,12525,3357,13035,10392,2643,230,601,362,239,231,101,130,1649,15275,12158,3117,12803,10291,2512,1622,15081,11996,3085,12623,10143,2480,1617,15061,11983,3078,12610,10136,2474,4,10,3,7,7,1,6,1,10,10,-,6,6,-,-,-,-,-,-,-,-,27,194,162,32,180,148,32,1,6,5,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,606,書籍・文房具小売業,4286,43377,24729,18648,37111,20819,16292,4286,43377,24729,18648,37111,20819,16292,1326,6636,4106,2530,4722,2852,1870,2956,36714,20618,16096,32366,17965,14401,2863,34739,20075,14664,30480,17490,12990,2824,34476,19897,14579,30288,17366,12922,31,157,93,64,113,65,48,8,106,85,21,79,59,20,-,-,-,-,-,-,-,93,1975,543,1432,1886,475,1411,4,27,5,22,23,2,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,607,スポーツ用品・がん具・娯楽用品・楽器小売業,2612,20147,11920,8171,16660,9769,6835,2612,20147,11920,8171,16660,9769,6835,647,1211,760,451,358,165,193,1964,18932,11158,7718,16298,9602,6640,1960,18915,11146,7713,16282,9591,6635,1948,18846,11114,7676,16221,9565,6600,4,9,4,5,5,2,3,4,11,6,5,7,2,5,4,49,22,27,49,22,27,4,17,12,5,16,11,5,1,4,2,2,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,60,60A,スポーツ用品小売業,1301,9406,5900,3450,8083,4995,3032,1301,9406,5900,3450,8083,4995,3032,292,557,354,203,175,78,97,1009,8849,5546,3247,7908,4917,2935,1006,8832,5534,3242,7892,4906,2930,1001,8782,5511,3215,7842,4883,2903,-,-,-,-,-,-,-,1,1,1,-,1,1,-,4,49,22,27,49,22,27,3,17,12,5,16,11,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,60,60B,がん具・娯楽用品小売業,798,5321,2889,2432,3661,2001,1660,798,5321,2889,2432,3661,2001,1660,243,441,264,177,115,55,60,554,4876,2623,2253,3542,1944,1598,554,4876,2623,2253,3542,1944,1598,550,4867,2617,2250,3538,1942,1596,2,4,2,2,2,1,1,2,5,4,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,2,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,60,60C,楽器小売業,513,5420,3131,2289,4916,2773,2143,513,5420,3131,2289,4916,2773,2143,112,213,142,71,68,32,36,401,5207,2989,2218,4848,2741,2107,400,5207,2989,2218,4848,2741,2107,397,5197,2986,2211,4841,2740,2101,2,5,2,3,3,1,2,1,5,1,4,4,-,4,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,608,写真機・時計・眼鏡小売業,2255,12430,6945,5442,10630,5722,4865,2255,12430,6945,5442,10630,5722,4865,457,834,533,301,256,91,165,1798,11596,6412,5141,10374,5631,4700,1793,11569,6393,5133,10347,5612,4692,1774,11518,6357,5118,10323,5599,4681,15,41,28,13,18,8,10,3,4,2,2,1,-,1,1,6,6,-,5,5,-,5,27,19,8,27,19,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,60,609,他に分類されない小売業,12116,66169,28317,37841,50453,19663,30780,12115,66165,28313,37841,50449,19659,30780,5128,10661,4857,5803,3374,1056,2318,6979,55447,23448,31989,47022,18596,28416,6894,54362,23013,31339,46024,18204,27810,6823,54024,22863,31151,45789,18109,27670,45,147,77,70,91,44,47,19,122,51,71,81,34,47,7,69,22,47,63,17,46,85,1085,435,650,998,392,606,8,57,8,49,53,7,46,1,4,4,-,4,4,-,-,-,-,-,-,-,-,1,4,4,-,4,4,-,-,-,-,-,-,-,-,1,4,4,-,4,4,-,-,-,-,-,-,-,-
4,I,60,60D,花・植木小売業,2630,10346,4127,6219,6499,2125,4374,2630,10346,4127,6219,6499,2125,4374,1333,3473,1497,1976,1374,383,991,1296,6835,2630,4205,5088,1742,3346,1291,6791,2604,4187,5053,1724,3329,1278,6750,2585,4165,5026,1717,3309,9,25,15,10,16,7,9,3,10,3,7,6,-,6,1,6,1,5,5,-,5,5,44,26,18,35,18,17,1,38,-,38,37,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,60,60E,ペット・ペット用品小売業,640,3256,1184,2072,2601,815,1786,640,3256,1184,2072,2601,815,1786,230,525,224,301,204,43,161,410,2731,960,1771,2397,772,1625,410,2731,960,1771,2397,772,1625,407,2693,942,1751,2360,755,1605,-,-,-,-,-,-,-,2,6,3,3,5,2,3,1,32,15,17,32,15,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
