産業分類階層,大分類,中分類,小分類,分類名,東京都／総数（民営＋国、地方公共団体）／事業所数（事業所）,東京都／総数（民営＋国、地方公共団体）／従業者数（人）,区部／経営組織／民営／事業所数（事業所）,区部／経営組織／民営／従業者数（人）,千代田区／経営組織／民営／事業所数（事業所）,千代田区／経営組織／民営／従業者数（人）,中央区／経営組織／民営／事業所数（事業所）,中央区／経営組織／民営／従業者数（人）,港区／経営組織／民営／事業所数（事業所）,港区／経営組織／民営／従業者数（人）,新宿区／経営組織／民営／事業所数（事業所）,新宿区／経営組織／民営／従業者数（人）,文京区／経営組織／民営／事業所数（事業所）,文京区／経営組織／民営／従業者数（人）,台東区／経営組織／民営／事業所数（事業所）,台東区／経営組織／民営／従業者数（人）,墨田区／経営組織／民営／事業所数（事業所）,墨田区／経営組織／民営／従業者数（人）,江東区／経営組織／民営／事業所数（事業所）,江東区／経営組織／民営／従業者数（人）,品川区／経営組織／民営／事業所数（事業所）,品川区／経営組織／民営／従業者数（人）,目黒区／経営組織／民営／事業所数（事業所）,目黒区／経営組織／民営／従業者数（人）,大田区／経営組織／民営／事業所数（事業所）,大田区／経営組織／民営／従業者数（人）,世田谷区／経営組織／民営／事業所数（事業所）,世田谷区／経営組織／民営／従業者数（人）,渋谷区／経営組織／民営／事業所数（事業所）,渋谷区／経営組織／民営／従業者数（人）,中野区／経営組織／民営／事業所数（事業所）,中野区／経営組織／民営／従業者数（人）,杉並区／経営組織／民営／事業所数（事業所）,杉並区／経営組織／民営／従業者数（人）,豊島区／経営組織／民営／事業所数（事業所）,豊島区／経営組織／民営／従業者数（人）,北区／経営組織／民営／事業所数（事業所）,北区／経営組織／民営／従業者数（人）,荒川区／経営組織／民営／事業所数（事業所）,荒川区／経営組織／民営／従業者数（人）,板橋区／経営組織／民営／事業所数（事業所）,板橋区／経営組織／民営／従業者数（人）,練馬区／経営組織／民営／事業所数（事業所）,練馬区／経営組織／民営／従業者数（人）,足立区／経営組織／民営／事業所数（事業所）,足立区／経営組織／民営／従業者数（人）,葛飾区／経営組織／民営／事業所数（事業所）,葛飾区／経営組織／民営／従業者数（人）,江戸川区／経営組織／民営／事業所数（事業所）,江戸川区／経営組織／民営／従業者数（人）,境界未定地域／経営組織／民営／事業所数（事業所）,境界未定地域／経営組織／民営／従業者数（人）,市部／経営組織／民営／事業所数（事業所）,市部／経営組織／民営／従業者数（人）,八王子市／経営組織／民営／事業所数（事業所）,八王子市／経営組織／民営／従業者数（人）,立川市／経営組織／民営／事業所数（事業所）,立川市／経営組織／民営／従業者数（人）,武蔵野市／経営組織／民営／事業所数（事業所）,武蔵野市／経営組織／民営／従業者数（人）,三鷹市／経営組織／民営／事業所数（事業所）,三鷹市／経営組織／民営／従業者数（人）,青梅市／経営組織／民営／事業所数（事業所）,青梅市／経営組織／民営／従業者数（人）,府中市／経営組織／民営／事業所数（事業所）,府中市／経営組織／民営／従業者数（人）,昭島市／経営組織／民営／事業所数（事業所）,昭島市／経営組織／民営／従業者数（人）,調布市／経営組織／民営／事業所数（事業所）,調布市／経営組織／民営／従業者数（人）,町田市／経営組織／民営／事業所数（事業所）,町田市／経営組織／民営／従業者数（人）,小金井市／経営組織／民営／事業所数（事業所）,小金井市／経営組織／民営／従業者数（人）,小平市／経営組織／民営／事業所数（事業所）,小平市／経営組織／民営／従業者数（人）,日野市／経営組織／民営／事業所数（事業所）,日野市／経営組織／民営／従業者数（人）,東村山市／経営組織／民営／事業所数（事業所）,東村山市／経営組織／民営／従業者数（人）,国分寺市／経営組織／民営／事業所数（事業所）,国分寺市／経営組織／民営／従業者数（人）,国立市／経営組織／民営／事業所数（事業所）,国立市／経営組織／民営／従業者数（人）,福生市／経営組織／民営／事業所数（事業所）,福生市／経営組織／民営／従業者数（人）,狛江市／経営組織／民営／事業所数（事業所）,狛江市／経営組織／民営／従業者数（人）,東大和市／経営組織／民営／事業所数（事業所）,東大和市／経営組織／民営／従業者数（人）,清瀬市／経営組織／民営／事業所数（事業所）,清瀬市／経営組織／民営／従業者数（人）,東久留米市／経営組織／民営／事業所数（事業所）,東久留米市／経営組織／民営／従業者数（人）,武蔵村山市／経営組織／民営／事業所数（事業所）,武蔵村山市／経営組織／民営／従業者数（人）,多摩市／経営組織／民営／事業所数（事業所）,多摩市／経営組織／民営／従業者数（人）,稲城市／経営組織／民営／事業所数（事業所）,稲城市／経営組織／民営／従業者数（人）,羽村市／経営組織／民営／事業所数（事業所）,羽村市／経営組織／民営／従業者数（人）,あきる野市／経営組織／民営／事業所数（事業所）,あきる野市／経営組織／民営／従業者数（人）,西東京市／経営組織／民営／事業所数（事業所）,西東京市／経営組織／民営／従業者数（人）,町村部／経営組織／民営／事業所数（事業所）,町村部／経営組織／民営／従業者数（人）,西多摩郡／経営組織／民営／事業所数（事業所）,西多摩郡／経営組織／民営／従業者数（人）,瑞穂町／経営組織／民営／事業所数（事業所）,瑞穂町／経営組織／民営／従業者数（人）,日の出町／経営組織／民営／事業所数（事業所）,日の出町／経営組織／民営／従業者数（人）,檜原村／経営組織／民営／事業所数（事業所）,檜原村／経営組織／民営／従業者数（人）,奥多摩町／経営組織／民営／事業所数（事業所）,奥多摩町／経営組織／民営／従業者数（人）,島部／経営組織／民営／事業所数（事業所）,島部／経営組織／民営／従業者数（人）,大島支庁／経営組織／民営／事業所数（事業所）,大島支庁／経営組織／民営／従業者数（人）,大島町／経営組織／民営／事業所数（事業所）,大島町／経営組織／民営／従業者数（人）,利島村／経営組織／民営／事業所数（事業所）,利島村／経営組織／民営／従業者数（人）,新島村／経営組織／民営／事業所数（事業所）,新島村／経営組織／民営／従業者数（人）,神津島村／経営組織／民営／事業所数（事業所）,神津島村／経営組織／民営／従業者数（人）,三宅支庁／経営組織／民営／事業所数（事業所）,三宅支庁／経営組織／民営／従業者数（人）,三宅村／経営組織／民営／事業所数（事業所）,三宅村／経営組織／民営／従業者数（人）,御蔵島村／経営組織／民営／事業所数（事業所）,御蔵島村／経営組織／民営／従業者数（人）,八丈支庁／経営組織／民営／事業所数（事業所）,八丈支庁／経営組織／民営／従業者数（人）,八丈町／経営組織／民営／事業所数（事業所）,八丈町／経営組織／民営／従業者数（人）,青ヶ島村／経営組織／民営／事業所数（事業所）,青ヶ島村／経営組織／民営／従業者数（人）,小笠原支庁／経営組織／民営／事業所数（事業所）,小笠原支庁／経営組織／民営／従業者数（人）,小笠原村／経営組織／民営／事業所数（事業所）,小笠原村／経営組織／民営／従業者数（人）
3,I,61,612,自動販売機による小売業,315,4789,248,3991,10,235,6,49,9,200,21,581,3,17,14,163,7,29,23,564,9,267,6,11,21,416,11,110,3,41,5,7,15,137,7,85,4,6,3,6,6,186,14,287,23,327,13,157,15,110,-,-,65,796,8,56,5,53,1,1,3,44,2,4,6,140,3,34,2,16,6,45,1,3,2,52,3,49,-,-,1,2,2,70,-,-,3,3,3,25,1,3,2,8,3,23,1,42,1,1,3,48,-,-,3,74,2,2,1,1,-,-,-,-,1,1,-,-,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,61,619,その他の無店舗小売業,642,9599,510,7341,31,301,41,763,49,897,32,1040,12,175,21,734,14,98,24,460,28,281,14,52,26,219,31,329,20,538,13,74,14,40,15,142,6,36,9,81,20,193,25,265,23,281,19,87,23,255,-,-,127,2237,19,284,10,822,4,22,7,96,6,80,8,97,5,22,4,15,15,160,4,19,2,9,5,14,6,90,-,-,5,83,-,-,2,101,1,3,1,1,1,8,1,2,6,199,6,60,1,14,4,26,4,10,5,21,2,8,2,8,-,-,-,-,-,-,3,13,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,1,11,1,11
1,J,00,000,金融業，保険業,11274,403625,9540,371544,1470,122796,1312,52648,1004,41943,735,29545,170,7509,313,5462,212,11866,253,14182,359,9353,140,2990,362,5641,333,5518,657,15914,142,5179,206,4400,411,13104,164,3500,84,1260,235,3795,249,3667,286,4238,192,2709,239,3539,12,786,1698,31772,242,3931,213,5083,103,2155,46,1436,52,796,95,1635,40,528,72,3726,204,3361,34,512,55,547,61,738,50,888,41,641,19,463,29,366,19,203,33,369,21,264,35,362,14,210,75,1790,23,215,24,289,29,302,69,962,36,309,22,221,10,158,10,48,-,-,2,15,14,88,8,53,6,35,-,-,1,10,1,8,2,12,2,12,-,-,3,17,3,17,-,-,1,6,1,6
2,J,62,000,銀行業,1621,104382,1325,96144,167,42222,208,15111,120,7888,96,4816,29,1088,45,1485,23,772,34,3139,50,2688,40,1590,53,1505,68,1665,61,2317,20,783,43,1340,53,1981,24,703,12,317,34,966,45,1112,30,844,28,733,42,1079,-,-,293,8231,33,901,21,807,25,854,7,279,5,145,19,726,5,117,21,504,39,1124,8,191,9,168,11,251,10,257,7,201,5,129,5,105,5,104,2,56,4,95,7,184,1,34,20,460,6,105,1,9,2,55,15,370,3,7,1,3,-,-,1,3,-,-,-,-,2,4,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-
3,J,62,620,管理，補助的経済活動を行う事業所,14,3685,14,3685,3,2368,4,53,2,97,3,91,-,-,-,-,-,-,-,-,1,959,-,-,-,-,-,-,-,-,1,117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,62,621,中央銀行,1,2486,1,2486,-,-,1,2486,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,62,622,銀行（中央銀行を除く）,1606,98211,1310,89973,164,39854,203,12572,118,7791,93,4725,29,1088,45,1485,23,772,34,3139,49,1729,40,1590,53,1505,68,1665,61,2317,19,666,43,1340,53,1981,24,703,12,317,34,966,45,1112,30,844,28,733,42,1079,-,-,293,8231,33,901,21,807,25,854,7,279,5,145,19,726,5,117,21,504,39,1124,8,191,9,168,11,251,10,257,7,201,5,129,5,105,5,104,2,56,4,95,7,184,1,34,20,460,6,105,1,9,2,55,15,370,3,7,1,3,-,-,1,3,-,-,-,-,2,4,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-
2,J,63,000,協同組織金融業,1130,28970,897,23974,42,3810,42,2341,28,884,46,1233,12,240,35,721,40,1049,37,851,40,834,20,426,77,1275,54,1147,26,631,24,489,25,308,35,1412,38,1144,28,620,41,837,30,533,70,1335,52,957,55,897,-,-,215,4759,36,642,24,984,9,154,7,101,11,402,9,169,9,170,11,188,7,108,3,51,10,165,8,148,6,372,6,103,3,108,6,78,1,27,9,148,3,40,6,58,5,89,3,57,3,58,5,94,6,110,9,135,18,237,11,161,7,123,3,26,-,-,1,12,7,76,4,46,2,28,-,-,1,10,1,8,1,11,1,11,-,-,1,13,1,13,-,-,1,6,1,6
3,J,63,630,管理，補助的経済活動を行う事業所,3,436,3,436,1,355,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,63,631,中小企業等金融業,1107,26079,884,21406,37,1578,42,2341,27,870,46,1233,12,240,35,721,39,1046,34,628,40,834,20,426,77,1275,54,1147,26,631,24,489,25,308,35,1412,37,1066,28,620,40,834,29,518,70,1335,52,957,55,897,-,-,207,4480,30,553,23,862,9,154,7,101,11,402,9,169,9,170,11,188,7,108,3,51,10,165,8,148,6,372,6,103,2,40,6,78,1,27,9,148,3,40,6,58,5,89,3,57,3,58,5,94,6,110,9,135,16,193,9,117,5,79,3,26,-,-,1,12,7,76,4,46,2,28,-,-,1,10,1,8,1,11,1,11,-,-,1,13,1,13,-,-,1,6,1,6
3,J,63,632,農林水産金融業,20,2455,10,2132,4,1877,-,-,1,14,-,-,-,-,-,-,-,-,3,223,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,15,-,-,-,-,-,-,-,-,8,279,6,89,1,122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,44,2,44,2,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,64,000,貸金業，クレジットカード業等非預金信用機関,1111,45971,995,43768,127,10025,86,3740,102,10010,110,3360,23,1781,39,277,27,1187,34,2534,47,1821,11,39,45,269,24,95,56,2490,17,955,22,1090,60,3244,19,44,15,36,27,151,21,70,32,176,21,48,30,326,-,-,115,2198,16,429,24,552,9,113,6,840,2,7,4,26,1,1,2,14,12,79,3,7,5,14,2,4,3,4,5,31,1,4,4,13,1,1,2,5,3,12,1,4,-,-,4,17,1,2,-,-,-,-,4,19,1,5,1,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,640,管理，補助的経済活動を行う事業所,8,566,8,566,-,-,2,88,4,470,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,641,貸金業,313,7026,290,6923,50,1537,39,2051,46,352,40,895,5,14,14,102,3,13,7,979,10,55,1,1,8,33,9,31,17,163,5,13,3,23,16,585,-,-,2,2,2,3,5,12,2,8,2,8,4,43,-,-,23,103,4,11,6,34,-,-,1,30,-,-,1,1,-,-,-,-,5,15,-,-,-,-,1,2,1,1,1,3,-,-,1,1,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,642,質屋,345,1014,300,875,3,10,-,-,8,37,18,69,4,7,16,39,13,40,15,42,13,28,5,13,25,86,9,23,12,39,9,22,15,36,22,108,18,39,11,24,14,33,11,30,20,53,18,39,21,58,-,-,45,139,5,14,9,35,2,5,1,1,1,2,2,2,1,1,1,3,3,20,3,7,4,12,1,2,2,3,2,11,-,-,2,7,1,1,1,2,1,3,1,4,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,643,クレジットカード業，割賦金融業,274,28610,236,26895,29,3958,25,1034,27,7815,32,1956,8,898,4,50,9,1005,10,1441,18,1637,2,9,1,27,4,28,24,2235,3,920,4,1031,18,2491,1,5,2,10,6,72,5,28,2,34,-,-,2,211,-,-,37,1710,6,384,7,438,4,45,2,697,1,5,1,23,-,-,1,11,4,44,-,-,1,2,-,-,-,-,2,17,-,-,1,5,-,-,1,3,1,5,-,-,-,-,3,15,-,-,-,-,-,-,2,16,1,5,1,5,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,649,その他の非預金信用機関,171,8755,161,8509,45,4520,20,567,17,1336,20,440,5,862,5,86,2,129,2,72,6,101,3,16,11,123,2,13,3,53,-,-,-,-,4,60,-,-,-,-,5,43,-,-,8,81,1,1,2,6,-,-,10,246,1,20,2,45,3,63,2,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,65,000,金融商品取引業，商品先物取引業,1440,56161,1337,54515,304,23183,317,14717,267,6685,60,1218,18,1255,19,427,7,97,22,1145,30,741,13,252,34,313,42,354,58,1571,13,98,30,268,35,834,10,82,2,4,8,20,15,138,12,142,6,85,6,112,9,774,103,1646,11,243,11,343,12,273,7,55,4,18,6,111,1,2,6,87,22,319,2,27,2,2,3,4,3,13,2,31,1,33,1,8,-,-,-,-,-,-,1,1,-,-,3,55,1,1,1,5,-,-,3,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,65,650,管理，補助的経済活動を行う事業所,5,537,5,537,-,-,4,408,-,-,-,-,-,-,-,-,-,-,-,-,1,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,65,651,金融商品取引業,1365,53470,1264,51830,297,23106,286,12808,257,6624,55,1089,17,1253,17,421,7,97,22,1145,29,612,11,250,32,310,42,354,55,1252,13,98,28,260,34,806,10,82,2,4,7,19,14,132,10,140,6,85,4,109,9,774,101,1640,11,243,10,342,12,273,7,55,4,18,6,111,1,2,6,87,22,319,2,27,2,2,3,4,3,13,1,26,1,33,1,8,-,-,-,-,-,-,1,1,-,-,3,55,1,1,1,5,-,-,3,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,65,652,商品先物取引業，商品投資顧問業,70,2154,68,2148,7,77,27,1501,10,61,5,129,1,2,2,6,-,-,-,-,-,-,2,2,2,3,-,-,3,319,-,-,2,8,1,28,-,-,-,-,1,1,1,6,2,2,-,-,2,3,-,-,2,6,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,66,000,補助的金融業等,424,11460,391,11191,87,2495,81,3171,76,1740,32,613,5,557,11,108,5,74,8,65,7,100,5,72,10,79,9,821,15,197,5,840,2,6,17,141,1,5,-,-,2,5,1,10,3,34,4,27,3,21,2,10,33,269,3,24,11,115,4,29,-,-,1,4,4,27,-,-,-,-,4,41,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,1,9,1,7,1,7,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,660,管理，補助的経済活動を行う事業所,1,11,1,11,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,661,補助的金融業，金融附帯業,302,9409,284,9239,65,2297,61,2958,57,1344,26,538,4,555,8,79,3,40,7,62,6,90,2,48,8,64,4,33,13,155,4,839,1,1,12,94,-,-,-,-,-,-,-,-,2,30,1,12,-,-,-,-,18,170,1,16,9,96,2,12,-,-,-,-,1,10,-,-,-,-,3,35,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,662,信託業,14,154,14,154,8,34,2,45,4,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,66,663,金融代理業,107,1886,92,1787,13,153,18,168,15,321,6,75,1,2,3,29,2,34,1,3,1,10,3,24,2,15,5,788,2,42,1,1,1,5,5,47,1,5,-,-,2,5,1,10,1,4,3,15,3,21,2,10,15,99,2,8,2,19,2,17,-,-,1,4,3,17,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,1,7,1,7,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,67,000,保険業（保険媒介代理業，保険サービス業を含む）,5548,156681,4595,141952,743,41061,578,13568,411,14736,391,18305,83,2588,164,2444,110,8687,118,6448,185,3169,51,611,143,2200,136,1436,441,8708,63,2014,84,1388,211,5492,72,1522,27,283,123,1816,137,1804,139,1707,81,859,103,1104,1,2,939,14669,143,1692,122,2282,44,732,19,161,29,220,53,576,24,238,32,2933,120,1690,18,236,29,198,37,331,28,242,21,275,8,189,13,162,12,71,19,159,11,117,19,106,7,80,44,1194,12,49,17,181,21,137,37,418,14,60,9,52,2,30,6,19,-,-,1,3,5,8,3,5,3,5,-,-,-,-,-,-,1,1,1,1,-,-,1,2,1,2,-,-,-,-,-,-
3,J,67,670,管理，補助的経済活動を行う事業所,17,2951,17,2951,8,2710,4,52,2,66,-,-,-,-,-,-,-,-,2,119,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,671,生命保険業,1507,81673,1254,71851,274,19838,155,8037,84,8922,162,7115,19,1007,38,1192,50,4978,27,5304,63,2077,9,239,29,1023,31,804,75,2714,13,598,12,982,74,2217,19,1262,2,37,18,460,20,570,38,1192,22,619,20,664,-,-,252,9799,32,942,41,1239,17,592,4,96,6,121,11,307,5,157,11,2373,37,1114,3,86,2,66,6,157,9,180,8,202,2,52,5,130,2,47,5,114,2,83,4,56,2,57,15,1076,1,26,5,130,3,81,14,315,1,23,1,23,1,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,672,損害保険業,771,39203,712,37407,134,13083,125,2633,43,2614,35,6478,1,207,37,540,5,3477,9,501,3,44,1,202,9,688,7,254,240,2713,3,998,-,-,20,1104,-,-,-,-,16,965,10,680,3,75,2,44,9,107,-,-,59,1796,6,211,29,662,1,25,1,24,1,18,5,87,-,-,1,457,8,217,2,59,-,-,-,-,2,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,673,共済事業・少額短期保険業,185,5536,172,5402,45,1464,20,277,31,476,16,829,7,373,1,19,1,1,2,5,5,54,2,24,1,1,1,14,12,624,1,20,1,96,8,845,-,-,-,-,3,40,13,231,-,-,1,4,1,5,-,-,13,134,2,8,2,50,1,1,-,-,-,-,-,-,2,19,-,-,2,9,1,31,1,14,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,67,674,保険媒介代理業,2923,24074,2314,21254,250,3308,251,2170,240,2513,166,3129,46,614,86,677,53,229,73,351,109,826,38,145,101,387,96,363,111,2644,43,347,70,303,103,1150,52,247,25,246,85,348,92,309,96,428,56,192,71,326,1,2,596,2783,101,520,44,249,25,114,14,41,22,81,37,182,16,56,20,103,73,350,9,39,25,114,30,152,17,44,12,72,6,137,8,32,10,24,14,45,7,30,14,49,5,23,26,107,11,23,11,41,16,52,23,103,13,37,8,29,1,7,6,19,-,-,1,3,5,8,3,5,3,5,-,-,-,-,-,-,1,1,1,1,-,-,1,2,1,2,-,-,-,-,-,-
3,J,67,675,保険サービス業,145,3244,126,3087,32,658,23,399,11,145,12,754,10,387,2,16,1,2,5,168,5,168,1,1,3,101,1,1,2,9,3,51,1,7,6,176,1,13,-,-,1,3,2,14,2,12,-,-,2,2,-,-,19,157,2,11,6,82,-,-,-,-,-,-,-,-,1,6,-,-,-,-,3,21,1,4,1,22,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,-,-,1,3,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
