"施設情報／No.","施設情報／事業所名","施設情報／法人名","施設情報／区市町村","施設情報／電話","施設情報／担当者名","施設情報／ホームページ","施設情報／Email","販売・受注可能な作業／製品・サービスの内容／内容","販売・受注可能な作業／分類","販売・受注可能な作業／提供可能総量／最小","販売・受注可能な作業／提供可能総量／最大","販売・受注可能な作業／納期","販売・受注可能な作業／販売・契約参考単価","販売・受注可能な作業／納品方法","受注実績／東京都","受注実績／官公庁(東京都以外)","受注実績／その他(民間企業等)","受注実績／（活用例等）"
"457","奥戸福祉館","社会福祉法人原町成年寮","葛飾区","03-5670-8111","丸山","http://www.haramachiseinenryo.com/","okudo8111@msn.com","マドレーヌ","食品","20","500以上","応相談","５０円～","自力での納品可","無","無","無","区内保育園のおやつでの受注納品、当施設関係先でのイベントのプレゼントで使用いただいております。"
"458","奥戸福祉館","社会福祉法人原町成年寮","葛飾区","03-5670-8111","丸山","http://www.haramachiseinenryo.com/","okudo8111@msn.com","施設清掃","清掃","","","応相談","応相談","","無","無","有","利用者と職員のユニットで高齢者施設の清掃を行っています。施設全体の清掃を行っている為、各スポットのみでもお受けできるノウハウがあります。"
"459","叶夢","フューチャーダイアリー株式会社","葛飾区","070-5575-2851","","","futurediary.coltd@gmail.com","コーヒー製造","食品","100","ドリップバック単品１０００","1週間","100~170","自力での納品可","無","無","有","一粒一粒ハンドピッキングした自家焙煎珈琲です。"
"460","高砂福祉館","東京都手をつなぐ育成会","葛飾区","03-5699-6221","土屋拓哉","http://www.ikuseikai-tky.or.jp/~iku-takasago","takasago@ikuseikai-tky.or.jp","クッキー","食品","1","200","５日～２週間","100~","発注元による回収希望","無","無","無","贈り物、子供会のイベント等対応できます。"
"461","高砂福祉館","東京都手をつなぐ育成会","葛飾区","03-5699-6221","土屋拓哉","http://www.ikuseikai-tky.or.jp/~iku-takasago","takasago@ikuseikai-tky.or.jp","パン","食品","1","150","１日","100~","発注元による回収希望","無","無","無","贈り物、子供会のイベント等対応できます。"
"462","高砂福祉館","東京都手をつなぐ育成会","葛飾区","03-5699-6221","土屋拓哉","http://www.ikuseikai-tky.or.jp/~iku-takasago","takasago@ikuseikai-tky.or.jp","ゼリー","食品","1","200","５日～２週間","100","発注元による回収希望","無","無","無","贈り物、子供会のイベント等対応できます。"
"463","水元そよかぜ園","社会福祉法人手をつなぐ福祉会","葛飾区","03-3607-5656","","http://tefuku.or.jp/","soyokaze@tefuku-mizumoto.jp","鉛筆のダースセット","箱・袋詰め","9000","１０日間","４８円／グロス","発注元による回収希望","","","","","民間"
"464","水元そよかぜ園","社会福祉法人手をつなぐ福祉会","葛飾区","03-3607-5656","","http://tefuku.or.jp/","soyokaze@tefuku-mizumoto.jp","プラスチック組み立て","その他","未定","5日間","未定","自力での納品可","","","","","民間"
"465","水元そよかぜ園","社会福祉法人手をつなぐ福祉会","葛飾区","03-3607-5656","","http://tefuku.or.jp/","soyokaze@tefuku-mizumoto.jp","ラムネビン組み立て","その他","６００本","１日","５０円／ケース","発注元による回収希望","","","","","民間"
"466","水元そよかぜ園","社会福祉法人手をつなぐ福祉会","葛飾区","03-3607-5656","","http://tefuku.or.jp/","soyokaze@tefuku-mizumoto.jp","公園清掃","清掃","8.815m2","1年間","3.68円／m2","発注元による回収希望","","","","","官公庁"
"467","西水元福祉館","東京都知的障害者育成会","葛飾区","03-5660-2101","","http://www.ikuseikai-tky.or.jp/~iku-nishimizumoto/","mizumoto@ikuseikai-tky.or.jp","焼き菓子（クッキー等）","食品","４枚/１袋","４０袋","１日","１００円/４枚","自力での納品可","無","有","有","贈答用も承ります。その他パウンドケーキやガレット、ゼリーも作成しています。ドライフルーツの取り扱いを始めました。"
"468","西水元福祉館","東京都知的障害者育成会","葛飾区","03-5660-2101","","http://www.ikuseikai-tky.or.jp/~iku-nishimizumoto/","mizumoto@ikuseikai-tky.or.jp","名刺印刷（片面・両面・点字）","印刷","１００枚","２０００枚","５日間","片面2000円/100枚以下オプション裏面500円/100枚点字1000円/100枚","自力での納品可","無","有","有","葛飾区・民間企業・個人の名刺作成実績があります。年度末繁忙期には時間をいただく場合があります。期間、数量についてご相談ください。"
"469","西水元福祉館","東京都知的障害者育成会","葛飾区","03-5660-2101","","http://www.ikuseikai-tky.or.jp/~iku-nishimizumoto/","mizumoto@ikuseikai-tky.or.jp","封入等","封入・封緘","1000個","5000個","５日間","５円/個","自力での納品可","無","無","有","学校教材の封入作業、商品の値札付け、シール貼り作業の実績があります。単価・期間・数量はご相談ください。"
"470","エルムワークメイト","楡の木会","江戸川区","03-6458-9511","菅原","","nirenoki@mbe.nifty.com","受注業務","封入・封緘","50","5000","５日","要相談","発注元による回収希望","無","無","有","キャラクターグッズ、紙製品全般、１００円ショップ製品等対応致します。"
"471","エルムワークメイト","楡の木会","江戸川区","03-6458-9511","菅原","","nirenoki@mbe.nifty.com","受注業務","箱・袋詰め","10","1500","５日","要相談","発注元による回収希望","無","無","有","ケーキ箱、菓子箱、弁当箱、おもちゃ箱等広範囲で対応可能です。梱包、箱詰め等対応可能です。"
"472","エルムワークメイト","楡の木会","江戸川区","03-6458-9511","菅原","","nirenoki@mbe.nifty.com","受注業務","事務用品","10","5000","５日","要相談","発注元による回収希望","無","無","有","事務用品全般のセット組、梱包、箱詰め等臨機応変に対応致します。"
"473","エルムワークメイト","楡の木会","江戸川区","03-6458-9511","菅原","","nirenoki@mbe.nifty.com","受注業務","その他","50","500","５日","要相談","発注元による回収希望","無","無","有","請求書、各種お知らせ、カタログ、テキスト等のセット組み等受注実績あります。"
"474","江戸川区立福祉作業所","社会福祉法人江戸川菜の花の会","江戸川区","03-3657-1971","柏谷","http://www.edogawa-nanohana.or.jp/index.html","fukusaku@edogawa-nanohana.or.jp;","豆乳関連菓子の製造・販売","食品","50個","200個以上応相談","１か月前に連絡","100円～","自力での納品可","無","有","有","保育園・支援学校・地域まつりでの注文や販売をさせて頂いております。"
"475","江戸川区立福祉作業所","社会福祉法人江戸川菜の花の会","江戸川区","03-3657-1971","柏谷","http://www.edogawa-nanohana.or.jp/index.html","fukusaku@edogawa-nanohana.or.jp;","リサイクル植木鉢の製造・販売","生活用品","10個","100個以上応相談","1か月","50円～","自力での納品可","無","無","有","古紙を原料にした植木鉢です。材料の製造から成型まで行っています。"
"476","江戸川区立福祉作業所","社会福祉法人江戸川菜の花の会","江戸川区","03-3657-1971","柏谷","http://www.edogawa-nanohana.or.jp/index.html","fukusaku@edogawa-nanohana.or.jp;","織物製品の製造・販売","生活用品","5本","10本以上応相談","1か月","1000円～","自力での納品可","無","無","有","”EDOORI”として商標登録をしており「KURUMIRU」にも出店しています。"
"477","江戸川区立福祉作業所","社会福祉法人江戸川菜の花の会","江戸川区","03-3657-1971","柏谷","http://www.edogawa-nanohana.or.jp/index.html","fukusaku@edogawa-nanohana.or.jp;","トイレットペーパーの販売","生活用品","50個","1000個以上応相談","1か月","60円～","自力での納品可","無","無","有","作業所オリジナルの包装紙を利用者が巻き、販売しています。"
"478","小岩作業所","NPO法人ワークあけぼの会","江戸川区","03-3671-8828","亀田","https://work-akebonokai-koiwasagyoujyo.com/","koiwa1sa@yahoo.co.jp","封入、封緘","封入・封緘","5000","10000","5日間","2円","自力での納品可","無","無","有","当法人は約40年に渡り、内職作業全般を受託しています。地域の取引先企業からの信頼と実績があります。"
"479","小岩作業所","NPO法人ワークあけぼの会","江戸川区","03-3671-8828","亀田","https://work-akebonokai-koiwasagyoujyo.com/","koiwa1sa@yahoo.co.jp","内職、箱入れ・袋詰め","箱・袋詰め","5000","10000","5日間","2円","自力での納品可","無","無","有","当法人は約40年に渡り、内職作業全般を受託しています。地域の取引先企業からの信頼と実績があります。"
"480","小岩作業所","NPO法人ワークあけぼの会","江戸川区","03-3671-8828","亀田","https://work-akebonokai-koiwasagyoujyo.com/","koiwa1sa@yahoo.co.jp","内職、シール貼り","箱・袋詰め","5000","10000","5日間","2円","自力での納品可","無","無","有","当法人は約40年に渡り、内職作業全般を受託しています。地域の取引先企業からの信頼と実績があります。"
"481","東京ソテリアエンプロイメント","特定非営利活動法人東京ソテリア","江戸川区","03-5879-4970","宮澤明音","http://soteria.jp/","benri@soteria.jp","清掃","清掃","単発","1年間","1週間～1カ月","2000円/時間","自力での納品可","無","有","有","スポーツ施設の清掃や居宅清掃、福祉施設やアパート共有部分の清掃など屋内外の清掃および管理を行っています。ごみ屋敷の清掃も対応します。"
"482","東京ソテリアエンプロイメント","特定非営利活動法人東京ソテリア","江戸川区","03-5879-4970","宮澤明音","http://soteria.jp/","benri@soteria.jp","データ入力","データ入力","単発","1年間","1週間～1カ月","2000円/時間","自力での納品可","無","有","有","書類の電子化、データベース作成、アンケート集計などを行います。"
"483","東京ソテリアエンプロイメント","特定非営利活動法人東京ソテリア","江戸川区","03-5879-4970","宮澤明音","http://soteria.jp/","benri@soteria.jp","フリーズドライ食品加工","食品","単発","1年間","1週間～1カ月","応相談","自力での納品可","無","無","有","フリーズドライ加工や、フリーズドライ製品を入れたグラノーラを製造し納品します。"
