地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13122,葛飾区,2,214,陶磁器・同関連製品製造業,1,24,20,-,-,22,18,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,1,220,鉄鋼業,4,18,16,-,-,15,13,3,3,-,-,-,-,6136,42464,51693,51224,469,8546,8546
2,13122,葛飾区,2,229,その他の鉄鋼業,4,18,16,-,-,15,13,3,3,-,-,-,-,6136,42464,51693,51224,469,8546,8546
2,13122,葛飾区,1,230,非鉄金属製造業,9,75,41,1,1,65,40,9,-,-,-,-,-,36004,46980,97214,65164,8743,46513,46513
2,13122,葛飾区,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,2,19,13,-,-,19,13,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,2,8,7,-,-,8,7,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,234,電線・ケーブル製造業,1,5,1,1,1,1,-,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,235,非鉄金属素形材製造業,3,27,11,-,-,21,11,6,-,-,-,-,-,10127,17064,26741,13157,1067,8960,8960
2,13122,葛飾区,2,239,その他の非鉄金属製造業,1,16,9,-,-,16,9,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,1,240,金属製品製造業,149,1995,1318,5,4,1494,1146,476,167,35,15,18,10,716828,1324896,2884329,1833283,988001,1436114,1445045
2,13122,葛飾区,2,241,ブリキ缶・その他のめっき板等製品製造業,1,36,31,-,-,33,31,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,242,洋食器・刃物・手道具・金物類製造業,21,301,194,-,-,239,167,57,26,5,1,1,-,96692,159077,351151,286038,54505,178370,178064
2,13122,葛飾区,2,243,暖房・調理等装置、配管工事用附属品製造業,3,23,11,-,-,13,9,10,2,-,-,2,1,x,x,x,x,x,x,x
2,13122,葛飾区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),19,174,130,1,1,143,118,30,11,-,-,-,-,61065,148078,316931,264291,52495,156351,156351
2,13122,葛飾区,2,245,金属素形材製品製造業,25,415,289,1,1,310,250,106,42,8,6,-,-,166730,560256,862003,814689,46721,283175,279349
2,13122,葛飾区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,46,743,470,1,1,524,407,201,59,21,7,11,7,278372,274751,857651,49193,798612,526770,540052
2,13122,葛飾区,2,247,金属線製品製造業（ねじ類を除く),4,39,28,2,1,30,25,7,2,-,-,2,2,12877,33381,49205,47367,1838,14651,14651
2,13122,葛飾区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,13,114,76,-,-,89,60,25,16,-,-,-,-,33843,48999,208075,191838,15024,147293,147293
2,13122,葛飾区,2,249,その他の金属製品製造業,17,150,89,-,-,113,79,37,9,1,1,2,-,52530,81411,196888,140980,18451,107329,107329
2,13122,葛飾区,1,250,はん用機械器具製造業,10,157,124,1,1,135,111,21,12,-,-,2,2,75900,143765,288390,241115,24565,130820,135037
2,13122,葛飾区,2,252,ポンプ・圧縮機器製造業,4,94,82,1,1,91,80,2,1,-,-,-,-,54683,70350,177930,154014,21516,96519,100736
2,13122,葛飾区,2,253,一般産業用機械・装置製造業,2,24,18,-,-,22,18,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,259,その他のはん用機械・同部分品製造業,4,39,24,-,-,22,13,17,11,-,-,2,2,x,x,x,x,x,x,x
2,13122,葛飾区,1,260,生産用機械器具製造業,63,665,517,-,-,572,470,87,43,6,4,1,-,305882,447109,1088577,930172,131334,600144,596151
2,13122,葛飾区,2,262,建設機械・鉱山機械製造業,2,37,30,-,-,36,30,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,264,生活関連産業用機械製造業,7,67,56,-,-,42,36,19,16,6,4,-,-,28902,64460,117570,106769,7757,49176,49176
2,13122,葛飾区,2,265,基礎素材産業用機械製造業,3,36,29,-,-,33,26,3,3,-,-,-,-,19969,47296,92725,92264,341,42758,42758
2,13122,葛飾区,2,266,金属加工機械製造業,13,164,116,-,-,133,107,31,9,-,-,-,-,68857,70399,218205,165177,52824,136100,137062
2,13122,葛飾区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,2,30,20,-,-,28,19,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,269,その他の生産用機械・同部分品製造業,36,331,266,-,-,300,252,31,14,-,-,1,-,152606,205303,546499,464438,70096,317099,317099
2,13122,葛飾区,1,270,業務用機械器具製造業,24,296,210,2,2,248,198,45,9,1,1,-,-,144150,207660,440831,326066,8206,214395,216253
2,13122,葛飾区,2,271,事務用機械器具製造業,1,49,45,-,-,48,45,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,272,サービス用・娯楽用機械器具製造業,4,26,14,1,1,19,11,6,2,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,7,116,78,-,-,88,71,27,6,1,1,-,-,54977,58495,149091,125925,3994,81120,84137
2,13122,葛飾区,2,274,医療用機械器具・医療用品製造業,12,105,73,1,1,93,71,11,1,-,-,-,-,56809,41323,132279,130381,1702,84220,84220
2,13122,葛飾区,1,280,電子部品・デバイス・電子回路製造業,4,60,28,2,1,31,25,27,2,-,-,-,-,18309,23291,67355,50459,15600,40837,40837
2,13122,葛飾区,2,282,電子部品製造業,1,22,11,-,-,13,10,9,1,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,284,電子回路製造業,1,13,10,-,-,11,10,2,-,-,-,-,-,x,x,x,-,x,x,x
2,13122,葛飾区,2,289,その他の電子部品・デバイス・電子回路製造業,2,25,7,2,1,7,5,16,1,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,1,290,電気機械器具製造業,24,630,358,-,-,369,281,174,38,88,40,13,4,249715,562919,1082932,980048,59255,481115,482431
2,13122,葛飾区,2,291,発電用・送電用・配電用電気機械器具製造業,8,129,95,-,-,109,88,21,8,-,-,-,-,58647,94381,220884,177861,-,116145,117134
2,13122,葛飾区,2,292,産業用電気機械器具製造業,6,113,59,-,-,71,53,42,6,-,-,-,-,39731,23879,77836,73573,4263,50240,49905
2,13122,葛飾区,2,293,民生用電気機械器具製造業,2,228,105,-,-,65,53,89,22,74,30,10,1,x,x,x,x,x,x,x
2,13122,葛飾区,2,294,電球・電気照明器具製造業,4,97,58,-,-,84,56,13,2,-,-,3,3,x,x,x,x,x,x,x
2,13122,葛飾区,2,297,電気計測器製造業,4,63,41,-,-,40,31,9,-,14,10,-,-,30860,111357,204525,203919,-,86267,86267
2,13122,葛飾区,1,300,情報通信機械器具製造業,4,142,74,-,-,83,69,56,5,3,-,-,-,50876,189270,297899,269723,21725,107167,108908
2,13122,葛飾区,2,301,通信機械器具・同関連機械器具製造業,1,19,16,-,-,18,15,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,302,映像・音響機械器具製造業,2,115,50,-,-,58,47,54,3,3,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,303,電子計算機・同附属装置製造業,1,8,8,-,-,7,7,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,1,310,輸送用機械器具製造業,10,71,45,-,-,59,43,12,2,-,-,-,-,30354,57742,121299,77574,39959,59641,59641
2,13122,葛飾区,2,311,自動車・同附属品製造業,6,43,25,-,-,35,23,8,2,-,-,-,-,17589,38787,77165,38775,38390,35535,35535
2,13122,葛飾区,2,315,産業用運搬車両・同部分品・附属品製造業,1,11,10,-,-,11,10,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,319,その他の輸送用機械器具製造業,3,17,10,-,-,13,10,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,1,320,その他の製造業,50,567,321,1,1,383,285,183,34,1,1,5,-,180636,460822,904110,746760,80743,406150,411133
2,13122,葛飾区,2,321,貴金属・宝石製品製造業,1,6,6,-,-,6,6,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,6,70,35,-,-,56,34,14,1,-,-,-,-,28665,54800,119902,119902,-,55902,60430
2,13122,葛飾区,2,325,がん具・運動用具製造業,18,194,87,1,1,113,79,81,7,-,-,5,-,55003,162915,302121,242395,44786,129372,129372
2,13122,葛飾区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,11,122,76,-,-,84,68,38,8,-,-,-,-,36369,89722,205887,149311,31475,107560,107560
2,13122,葛飾区,2,328,畳等生活雑貨製品製造業,3,46,32,-,-,30,22,16,10,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,329,他に分類されない製造業,11,129,85,-,-,94,76,34,8,1,1,-,-,46546,134668,227937,195785,832,86369,86369
2,13123,江戸川区,0,000,総数,660,9364,6217,38,26,7023,5519,2251,643,109,82,69,32,3934807,11506469,20108872,16081137,1957513,7740626,8020879
2,13123,江戸川区,1,090,食料品製造業,34,1221,638,2,2,674,496,566,162,4,3,17,2,526443,2652946,4004490,3464779,71794,1179194,1259215
2,13123,江戸川区,2,091,畜産食料品製造業,2,39,20,-,-,13,10,26,10,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,092,水産食料品製造業,6,115,33,-,-,44,28,72,6,-,-,1,1,39629,127684,229416,196613,32803,89310,94432
2,13123,江戸川区,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,1,18,6,-,-,1,-,17,6,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,094,調味料製造業,1,14,7,-,-,12,7,1,-,1,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,095,糖類製造業,1,72,62,-,-,76,66,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,096,精穀・製粉業,2,19,9,-,-,11,7,8,2,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,097,パン・菓子製造業,8,142,49,2,2,64,39,76,8,-,-,14,-,33531,57829,144881,144881,-,79852,80661
2,13123,江戸川区,2,098,動植物油脂製造業,2,381,266,-,-,384,282,14,1,3,3,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,099,その他の食料品製造業,11,421,186,-,-,69,57,352,129,-,-,2,1,108656,198433,384503,371244,1080,167758,172680
2,13123,江戸川区,1,110,繊維工業,44,413,155,9,6,243,143,161,6,-,-,4,2,114494,168473,404971,257972,145596,217229,218972
2,13123,江戸川区,2,111,製糸業、紡績業、化学繊維・ねん糸等製造業,1,8,3,-,-,5,3,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,113,ニット生地製造業,1,10,1,-,-,2,1,8,-,-,-,1,-,x,x,x,-,x,x,x
2,13123,江戸川区,2,114,染色整理業,4,43,24,1,1,31,22,11,1,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,116,外衣・シャツ製造業（和式を除く）,24,203,73,8,5,127,66,68,2,-,-,2,1,56424,103009,242617,204137,38480,127517,129260
2,13123,江戸川区,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,6,62,26,-,-,41,25,21,1,-,-,-,-,16623,11926,39536,3964,35572,25565,25565
2,13123,江戸川区,2,119,その他の繊維製品製造業,8,87,28,-,-,37,26,50,2,-,-,1,1,24819,40092,81851,41419,39050,38665,38665
2,13123,江戸川区,1,120,木材・木製品製造業（家具を除く）,3,24,21,-,-,20,18,4,3,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,121,製材業、木製品製造業,2,14,11,-,-,12,10,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,122,造作材・合板・建築用組立材料製造業,1,10,10,-,-,8,8,2,2,-,-,-,-,x,x,x,-,x,x,x
2,13123,江戸川区,1,130,家具・装備品製造業,21,160,118,6,4,129,96,25,18,-,-,2,1,62007,96858,233096,228047,5049,126147,126147
2,13123,江戸川区,2,131,家具製造業,11,82,61,5,3,62,46,15,12,-,-,-,-,32110,36225,85226,82271,2955,45372,45372
2,13123,江戸川区,2,132,宗教用具製造業,1,4,1,1,1,3,-,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,133,建具製造業,1,4,4,-,-,4,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,139,その他の家具・装備品製造業,8,70,52,-,-,60,46,10,6,-,-,2,1,x,x,x,x,x,x,x
2,13123,江戸川区,1,140,パルプ・紙・紙加工品製造業,31,622,413,2,1,484,389,143,32,10,6,-,-,261941,1481401,2409837,2024608,68739,788052,864123
2,13123,江戸川区,2,142,紙製造業,1,80,73,-,-,86,80,8,6,3,2,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,143,加工紙製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13123,江戸川区,2,144,紙製品製造業,12,169,110,-,-,137,103,31,6,1,1,-,-,56164,226050,375922,x,32203,138070,138835
2,13123,江戸川区,2,145,紙製容器製造業,16,360,222,2,1,251,198,101,20,6,3,-,-,146005,665324,986707,725609,24561,284591,297902
2,13123,江戸川区,2,149,その他のパルプ・紙・紙加工品製造業,1,9,5,-,-,6,5,3,-,-,-,-,-,x,x,x,-,x,x,x
2,13123,江戸川区,1,150,印刷・同関連業,55,848,520,2,1,561,448,274,68,11,3,7,1,311361,464220,996261,638008,347202,473435,492707
2,13123,江戸川区,2,151,印刷業,38,615,373,-,-,410,324,194,46,11,3,6,-,228063,420217,809485,625694,172740,343272,360330
2,13123,江戸川区,2,152,製版業,2,16,12,-,-,14,12,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,153,製本業、印刷物加工業,14,188,132,2,1,132,109,54,22,-,-,1,1,57643,31512,138828,x,138828,97333,99547
2,13123,江戸川区,2,159,印刷関連サービス業,1,29,3,-,-,5,3,24,-,-,-,-,-,x,x,x,-,x,x,x
2,13123,江戸川区,1,160,化学工業,10,201,120,1,1,140,102,55,12,5,5,-,-,88241,140641,389173,255993,9376,230478,230459
2,13123,江戸川区,2,162,無機化学工業製品製造業,1,9,5,-,-,9,5,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,3,45,32,-,-,27,24,16,6,2,2,-,-,21629,28761,153958,29291,7069,115924,115924
2,13123,江戸川区,2,165,医薬品製造業,1,29,9,-,-,8,4,21,5,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,3,28,11,1,1,14,9,13,1,-,-,-,-,10242,17874,40026,33820,-,20511,20511
2,13123,江戸川区,2,169,その他の化学工業,2,90,63,-,-,82,60,5,-,3,3,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,180,プラスチック製品製造業（別掲を除く）,47,517,266,-,-,310,226,207,40,-,-,3,2,153381,345705,668788,574200,80618,299149,299149
2,13123,江戸川区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,5,39,22,-,-,24,20,15,2,-,-,2,1,11852,14280,33029,10835,22194,17360,17360
2,13123,江戸川区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,7,81,55,-,-,52,41,29,14,-,-,-,-,26395,73549,115436,88000,22303,38784,38784
2,13123,江戸川区,2,183,工業用プラスチック製品製造業,9,110,53,-,-,76,49,34,4,-,-,1,1,33134,99457,187005,177197,7811,81064,81064
2,13123,江戸川区,2,184,発泡・強化プラスチック製品製造業,2,17,10,-,-,9,7,8,3,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,1,7,5,-,-,5,4,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,189,その他のプラスチック製品製造業,23,263,121,-,-,144,105,119,16,-,-,-,-,75534,146270,311003,280672,23491,152528,152528
2,13123,江戸川区,1,190,ゴム製品製造業,12,175,108,1,1,114,87,60,20,-,-,3,3,64302,105316,233011,209666,21915,116795,118264
2,13123,江戸川区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,9,139,89,1,1,97,72,41,16,-,-,3,3,54085,91786,198870,178351,19089,97710,99179
2,13123,江戸川区,2,199,その他のゴム製品製造業,3,36,19,-,-,17,15,19,4,-,-,-,-,10217,13530,34141,31315,2826,19085,19085
2,13123,江戸川区,1,200,なめし革・同製品・毛皮製造業,10,152,85,5,3,103,74,43,7,1,1,-,-,49027,148493,248443,132031,5394,91459,92523
2,13123,江戸川区,2,201,なめし革製造業,1,5,4,-,-,4,4,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,204,革製履物製造業,1,33,25,-,-,23,19,9,5,1,1,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,207,袋物製造業,7,102,52,5,3,64,47,33,2,-,-,-,-,32213,113680,187487,75701,x,68015,68328
2,13123,江戸川区,2,209,その他のなめし革製品製造業,1,12,4,-,-,12,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,1,210,窯業・土石製品製造業,14,190,146,-,-,165,133,25,13,-,-,-,-,80351,520671,678273,635410,42135,144001,145928
2,13123,江戸川区,2,211,ガラス・同製品製造業,9,124,91,-,-,101,79,23,12,-,-,-,-,57417,47568,168461,125598,42135,110012,111939
2,13123,江戸川区,2,212,セメント・同製品製造業,3,56,48,-,-,54,47,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,215,耐火物製造業,1,6,5,-,-,6,5,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,217,研磨材・同製品製造業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,1,220,鉄鋼業,15,163,133,-,-,146,123,14,8,3,2,-,-,80059,234615,376756,339043,25778,131895,131734
2,13123,江戸川区,2,225,鉄素形材製造業,1,40,35,-,-,36,34,4,1,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,229,その他の鉄鋼業,14,123,98,-,-,110,89,10,7,3,2,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,230,非鉄金属製造業,7,109,87,-,-,103,86,6,1,-,-,1,-,61563,508407,682607,600972,10938,160073,162541
2,13123,江戸川区,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,2,69,58,-,-,67,58,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,2,11,9,-,-,11,9,-,-,-,-,1,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,234,電線・ケーブル製造業,1,12,6,-,-,8,5,4,1,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,235,非鉄金属素形材製造業,2,17,14,-,-,17,14,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,240,金属製品製造業,145,1627,1191,3,3,1322,1051,282,122,20,15,15,11,675064,1495802,2935253,1985140,635643,1320552,1334464
2,13123,江戸川区,2,241,ブリキ缶・その他のめっき板等製品製造業,1,31,27,-,-,22,19,8,8,1,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,242,洋食器・刃物・手道具・金物類製造業,18,238,164,1,1,204,156,33,7,-,-,1,-,98447,201379,396634,395026,822,180632,180973
2,13123,江戸川区,2,243,暖房・調理等装置、配管工事用附属品製造業,3,13,5,-,-,12,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),59,482,359,2,2,418,328,60,27,2,2,3,2,204357,418287,771522,585498,173861,327069,327069
2,13123,江戸川区,2,245,金属素形材製品製造業,17,202,144,-,-,155,124,39,15,8,5,-,-,79378,162990,308082,255869,14592,128992,134321
2,13123,江戸川区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,22,272,198,-,-,188,155,83,43,1,-,9,8,113946,94147,340872,16480,324392,224323,229190
2,13123,江戸川区,2,247,金属線製品製造業（ねじ類を除く),3,19,15,-,-,17,14,2,1,-,-,-,-,10181,28354,51497,41850,9547,21428,21428
2,13123,江戸川区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,11,209,158,-,-,170,137,31,13,8,8,2,1,86806,274071,568878,420212,94652,274172,273433
2,13123,江戸川区,2,249,その他の金属製品製造業,11,161,121,-,-,136,113,25,8,-,-,-,-,65005,92260,223584,179349,17777,120673,121707
2,13123,江戸川区,1,250,はん用機械器具製造業,36,383,297,1,1,338,274,44,22,-,-,1,-,161774,339789,646694,475778,129470,278959,285488
2,13123,江戸川区,2,251,ボイラ・原動機製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,252,ポンプ・圧縮機器製造業,9,86,59,-,-,67,52,19,7,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,253,一般産業用機械・装置製造業,16,167,128,-,-,150,118,17,10,-,-,-,-,71935,146096,304144,189373,78355,140301,146572
2,13123,江戸川区,2,259,その他のはん用機械・同部分品製造業,10,126,107,1,1,117,101,8,5,-,-,1,-,56544,123401,218938,191089,27002,89285,89543
2,13123,江戸川区,1,260,生産用機械器具製造業,84,1513,1205,4,1,1361,1130,122,53,40,34,4,3,789572,1991414,3497203,2747650,213023,1357403,1431507
2,13123,江戸川区,2,262,建設機械・鉱山機械製造業,5,39,32,-,-,24,18,15,14,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,263,繊維機械製造業,1,6,3,-,-,-,-,6,3,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,264,生活関連産業用機械製造業,17,293,241,-,-,259,221,22,9,13,12,3,2,143053,283862,564155,468215,12041,259321,262051
2,13123,江戸川区,2,265,基礎素材産業用機械製造業,13,226,179,-,-,207,172,16,4,3,3,-,-,141632,651568,990894,920478,3436,304461,323464
2,13123,江戸川区,2,266,金属加工機械製造業,27,575,443,4,1,531,429,37,13,16,12,1,1,273014,429870,959413,587030,184679,468510,501979
2,13123,江戸川区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,8,6,-,-,5,4,3,2,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,269,その他の生産用機械・同部分品製造業,20,366,301,-,-,335,286,23,8,8,7,-,-,215204,598427,909291,703419,11867,282442,301344
2,13123,江戸川区,1,270,業務用機械器具製造業,19,208,149,1,1,184,138,24,10,-,-,-,-,89571,172920,360531,334228,10679,173700,174065
2,13123,江戸川区,2,271,事務用機械器具製造業,1,33,26,-,-,27,24,6,2,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,272,サービス用・娯楽用機械器具製造業,1,11,9,-,-,11,9,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13123,江戸川区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,6,70,59,1,1,67,56,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,2,274,医療用機械器具・医療用品製造業,11,94,55,-,-,79,49,16,6,-,-,-,-,36787,60669,128977,120774,8203,63249,63249
2,13123,江戸川区,1,280,電子部品・デバイス・電子回路製造業,5,45,34,-,-,40,34,5,-,-,-,9,4,20144,54695,110445,92685,17760,51620,51620
2,13123,江戸川区,2,284,電子回路製造業,1,19,15,-,-,18,15,1,-,-,-,9,4,x,x,x,x,-,x,x
2,13123,江戸川区,2,289,その他の電子部品・デバイス・電子回路製造業,4,26,19,-,-,22,19,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13123,江戸川区,1,290,電気機械器具製造業,23,261,203,1,1,224,189,36,13,-,-,3,3,122280,189788,459102,422226,11613,253612,249363
2,13123,江戸川区,2,291,発電用・送電用・配電用電気機械器具製造業,8,131,105,-,-,115,99,16,6,-,-,-,-,67008,67895,194760,172010,1050,117468,117468
