"ゴミの分類
番号","データ
提出組織",地区名,ゴミの品目,分別区分1,分別区分2,分別区分3,分別区分4,"粗大ごみ
回収料金",備考
858,あきる野市,全域,電動かんな(家庭用）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
859,あきる野市,全域,電動車いす（大人2人で持てる重さまで、バッテリーは有害ごみ）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
860,あきる野市,全域,電動工具（家庭用）（バッテリーは有害ごみ）,粗大ごみ,,,,,バッテリーが取り外せない場合は有害ごみ「充電池が取り外せない製品群」
861,あきる野市,全域,電動工具（充電式かつバッテリーが取り外せないもの）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
862,あきる野市,全域,電動自転車（バッテリーは有害ごみ）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
863,あきる野市,全域,電動のこぎり(家庭用）（不燃ごみ専用袋に入り、口がしばれるもの）（大きさ50㎝以下、重さ5㎏まで）,不燃ごみ,,,,,
864,あきる野市,全域,電動のこぎり(家庭用）（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
865,あきる野市,全域,電動歯ブラシ（充電式を含む）（電池式は内部の電池は有害ごみ）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
866,あきる野市,全域,電動マッサージ器（充電式）（小型5㎏以下）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
867,あきる野市,全域,電話機（子機、ファックス付きを含む）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
868,あきる野市,全域,ドア,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
869,あきる野市,全域,ドアノブ（金属製以外のもの）,不燃ごみ,,,,,
870,あきる野市,全域,ドアノブ（金属製のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
871,あきる野市,全域,砥石〔といし〕（縦15cm×横5cm×厚さ5cm以下のもの）,不燃ごみ,,,,,
872,あきる野市,全域,砥石〔といし〕（縦15cm×横5cm×厚さ5cmを超えるもの）,処理不能,,,,,市では処理ができないもののため、廃棄物事業者に直接ご依頼ください。
873,あきる野市,全域,戸板,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
874,あきる野市,全域,トイレカバー,可燃ごみ,,,,,
875,あきる野市,全域,トイレットペーパーの芯,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
876,あきる野市,全域,トイレの水タンク（茶碗程度の大きさに砕いた場合）,不燃ごみ,,,,,
877,あきる野市,全域,トイレの水タンク（砕かずそのままの場合）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
878,あきる野市,全域,陶磁器類（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
879,あきる野市,全域,陶磁器類（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
880,あきる野市,全域,動物の糞,処理不能,,,,,
881,あきる野市,全域,投光器,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
882,あきる野市,全域,豆腐の容器,可燃ごみ,,,,,
883,あきる野市,全域,灯油,処理不能,,,,,市では処理ができないため、ガソリンスタンドか購入店にご相談、処理を依頼してください。（有料）
884,あきる野市,全域,トースター,不燃ごみ,,,,,
885,あきる野市,全域,時計（ぜんまい式）（大きさ５０ｃｍまで）,不燃ごみ,,,,,
886,あきる野市,全域,時計（ぜんまい式）（大きさ５０ｃｍを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
887,あきる野市,全域,時計（ぜんまい式を除く）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
888,あきる野市,全域,戸棚,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
889,あきる野市,全域,トタン板,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
890,あきる野市,全域,土鍋,不燃ごみ,,,,,
891,あきる野市,全域,トマトケチャップの容器（プラスチック製）,可燃ごみ,,,,,
892,あきる野市,全域,トマトケチャップの容器（びん）（中身を出し、洗浄）,びん類,,,,,ラベル類はそのままでも大丈夫です。中を良く洗ってください。
893,あきる野市,全域,ドライバー（家庭用）,不燃ごみ,,,,,
894,あきる野市,全域,ドライヤー,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
895,あきる野市,全域,ドラム缶（中身を出し、洗浄）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
896,あきる野市,全域,トランシーバー（内部の電池は有害ごみ）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
897,あきる野市,全域,トランポリン（子供用）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
